district,school,num_applications
Residential District 08,27Q400,2
Residential District 08,14K610,3
Residential District 08,24Q610,25
Residential District 08,30Q580,40
Residential District 08,01M696,124
Residential District 08,24Q299,74
Residential District 08,02M411,184
Residential District 08,26Q495,2
Residential District 08,03M479,170
Residential District 08,13K595,3
Residential District 08,10X434,165
Residential District 08,13K670,3
Residential District 08,29Q313,3
Residential District 08,26Q415,2
Residential District 08,10X264,202
Residential District 08,11X290,122
Residential District 08,11X545,39
Residential District 08,08X432,81
Residential District 08,12X479,68
Residential District 08,09X260,531
Residential District 08,10X351,29
Residential District 08,09X227,45
Residential District 08,08X561,149
Residential District 08,07X522,72
Residential District 08,09X324,107
Residential District 08,10X213,83
Residential District 08,12X511,82
Residential District 08,11X249,197
Residential District 08,10X439,158
Residential District 08,09X413,178
Residential District 08,11X253,38
Residential District 08,11X418,185
Residential District 08,09X412,43
Residential District 08,09X403,120
Residential District 08,11X265,52
Residential District 08,12X267,483
Residential District 08,09X525,41
Residential District 08,07X527,106
Residential District 08,08X349,355
Residential District 08,09X505,151
Residential District 08,10X284,47
Residential District 08,08X269,253
Residential District 08,10X546,49
Residential District 08,11X508,203
Residential District 08,17K547,2
Residential District 08,15K448,2
Residential District 08,22K555,2
Residential District 08,13K412,3
Residential District 08,16K498,3
Residential District 08,15K656,3
Residential District 08,17K745,3
Residential District 08,14K449,431
Residential District 08,14K488,3
Residential District 08,13K430,486
Residential District 08,32K556,2
Residential District 08,02M393,84
Residential District 08,26Q315,2
Residential District 08,07X548,156
Residential District 08,10X442,59
Residential District 08,04M555,411
Residential District 08,27Q262,2
Residential District 08,02M615,49
Residential District 08,06M293,52
Residential District 08,13K674,3
Residential District 08,24Q293,3
Residential District 08,17K600,2
Residential District 08,09X564,10
Residential District 08,15K519,2
Residential District 08,11X288,427
Residential District 08,05M362,137
Residential District 08,06M346,12
Residential District 08,07X427,44
Residential District 08,09X327,64
Residential District 08,10X524,13
Residential District 08,18K629,2
Residential District 08,10X440,67
Residential District 08,10X549,89
Residential District 08,09X329,36
Residential District 08,32K545,2
Residential District 08,09X231,40
Residential District 08,29Q327,2
Residential District 08,05M148,15
Residential District 08,12X271,112
Residential District 08,19K409,2
Residential District 08,01M450,71
Residential District 08,14K477,2
Residential District 08,25Q281,7
Residential District 08,21K525,2
Residential District 08,02M416,218
Residential District 08,30Q258,6
Residential District 08,27Q334,3
Residential District 08,04M372,23
Residential District 08,02M294,49
Residential District 08,09X250,128
Residential District 08,12X251,75
Residential District 08,19K502,2
Residential District 08,02M303,30
Residential District 08,12X682,116
Residential District 08,25Q460,11
Residential District 08,25Q263,2
Residential District 08,02M288,73
Residential District 08,10X437,107
Residential District 08,10X438,107
Residential District 08,28Q440,6
Residential District 08,20K490,2
Residential District 08,26Q430,20
Residential District 08,03M417,31
Residential District 08,30Q501,31
Residential District 08,05M499,96
Residential District 08,03M860,9
Residential District 08,09X517,66
Residential District 08,23K514,2
Residential District 08,29Q272,2
Residential District 08,13K605,3
Residential District 08,08X452,148
Residential District 08,13K594,2
Residential District 08,02M374,31
Residential District 08,06M552,3
Residential District 08,24Q485,3
Residential District 08,07X259,158
Residential District 08,11X455,247
Residential District 08,02M534,63
Residential District 08,07X670,46
Residential District 08,08X405,400
Residential District 08,04M680,44
Residential District 08,24Q550,11
Residential District 08,19K504,2
Residential District 08,27Q650,6
Residential District 08,11X544,89
Residential District 08,02M545,34
Residential District 08,10X565,56
Residential District 08,02M400,67
Residential District 08,06M423,3
Residential District 08,06M468,16
Residential District 08,02M420,128
Residential District 08,03M492,49
Residential District 08,28Q690,2
Residential District 08,06M467,26
Residential District 08,05M692,557
Residential District 08,06M463,14
Residential District 08,18K633,3
Residential District 08,17K546,2
Residential District 08,10X433,52
Residential District 08,09X543,29
Residential District 08,10X696,599
Residential District 08,24Q267,2
Residential District 08,03M494,61
Residential District 08,11X275,84
Residential District 08,02M489,70
Residential District 08,02M296,26
Residential District 08,11X509,39
Residential District 08,21K348,3
Residential District 08,20K485,3
Residential District 08,12X550,41
Residential District 08,28Q505,9
Residential District 08,28Q325,2
Residential District 08,07X500,262
Residential District 08,02M437,17
Residential District 08,29Q498,3
Residential District 08,02M605,13
Residential District 08,10X368,55
Residential District 08,02M544,2
Residential District 08,02M407,21
Residential District 08,29Q243,2
Residential District 08,07X334,39
Residential District 08,24Q530,2
Residential District 08,02M438,9
Residential District 08,24Q236,3
Residential District 08,10X342,17
Residential District 08,06M211,43
Residential District 08,18K563,2
Residential District 08,02M529,15
Residential District 08,28Q350,2
Residential District 08,22K425,2
Residential District 08,27Q480,3
Residential District 08,25Q425,8
Residential District 08,21K540,6
Residential District 08,15K462,6
Residential District 08,21K468,2
Residential District 08,10X268,14
Residential District 08,10X374,293
Residential District 08,18K569,2
Residential District 08,02M419,14
Residential District 08,02M425,14
Residential District 08,22K535,6
Residential District 08,21K559,2
Residential District 08,02M655,16
Residential District 08,30Q450,3
Residential District 08,08X530,153
Residential District 08,02M308,37
Residential District 08,03M541,188
Residential District 08,02M427,18
Residential District 08,02M542,28
Residential District 08,02M392,45
Residential District 08,04M435,409
Residential District 08,02M280,24
Residential District 08,02M459,18
Residential District 08,02M439,155
Residential District 08,10X477,83
Residential District 08,01M509,8
Residential District 08,26Q435,2
Residential District 08,24Q585,12
Residential District 08,29Q492,2
Residential District 08,17K590,2
Residential District 08,28Q167,2
Residential District 08,12X248,96
Residential District 08,24Q520,6
Residential District 08,22K405,6
Residential District 08,08X312,258
Residential District 08,15K684,3
Residential District 08,02M418,133
Residential District 08,09X297,102
Residential District 08,09X252,131
Residential District 08,05M304,27
Residential District 08,12X242,358
Residential District 08,07X473,61
Residential District 08,02M432,30
Residential District 08,02M520,13
Residential District 08,02M412,47
Residential District 08,02M414,75
Residential District 08,02M376,100
Residential District 08,02M543,50
Residential District 08,09X350,2
Residential District 08,01M539,139
Residential District 08,20K445,3
Residential District 08,11X513,97
Residential District 08,30Q555,2
Residential District 08,01M292,3
Residential District 08,22K611,2
Residential District 08,14K474,6
Residential District 08,02M298,95
Residential District 08,24Q296,2
Residential District 08,12X388,53
Residential District 08,04M495,159
Residential District 08,15K464,1
Residential District 08,17K122,2
Residential District 08,08X320,303
Residential District 08,11X542,516
Residential District 08,19K507,2
Residential District 08,31R445,3
Residential District 08,29Q283,2
Residential District 08,02M408,35
Residential District 08,28Q310,1
Residential District 08,28Q680,3
Residential District 08,27Q302,2
Residential District 08,25Q241,7
Residential District 08,28Q687,435
Residential District 08,26Q566,2
Residential District 08,25Q252,2
Residential District 08,24Q600,10
Residential District 08,02M422,10
Residential District 08,08X293,265
Residential District 08,02M531,18
Residential District 08,02M580,7
Residential District 08,27Q475,2
Residential District 08,10X141,114
Residential District 08,24Q560,3
Residential District 08,27Q323,2
Residential District 08,09X404,41
Residential District 08,08X559,36
Residential District 08,02M413,63
Residential District 08,08X348,175
Residential District 08,13K419,3
Residential District 08,17K543,2
Residential District 08,15K463,2
Residential District 08,07X221,200
Residential District 08,03M859,14
Residential District 08,19K422,2
Residential District 08,31R605,384
Residential District 08,02M139,33
Residential District 08,02M475,540
Residential District 08,02M519,55
Residential District 08,32K552,2
Residential District 08,10X445,668
Residential District 08,11X514,18
Residential District 08,16K688,2
Residential District 08,32K168,3
Residential District 08,12X478,226
Residential District 08,02M260,33
Residential District 08,06M462,6
Residential District 08,03M403,24
Residential District 08,02M399,24
Residential District 08,14K478,3
Residential District 08,02M600,51
Residential District 08,07X223,160
Residential District 08,10X237,29
Residential District 08,03M299,12
Residential District 08,12X521,185
Residential District 08,07X551,65
Residential District 08,19K764,2
Residential District 08,02M135,10
Residential District 08,05M157,15
Residential District 08,03M402,23
Residential District 08,13K483,3
Residential District 08,10X225,42
Residential District 08,28Q620,8
Residential District 08,05M670,31
Residential District 08,25Q525,104
Residential District 08,19K615,3
Residential District 08,02M533,39
Residential District 08,02M500,22
Residential District 08,07X495,345
Residential District 08,01M448,35
Residential District 08,02M305,31
Residential District 08,02M507,55
Residential District 08,13K527,2
Residential District 08,02M282,13
Residential District 08,02M551,16
Residential District 08,09X241,135
Residential District 08,20K609,2
Residential District 08,03M307,20
Residential District 08,05M369,42
Residential District 08,02M316,8
Residential District 08,02M300,17
Residential District 08,09X263,21
Residential District 08,02M449,67
Residential District 08,25Q240,6
Residential District 08,18K576,2
Residential District 08,03M415,21
Residential District 08,06M348,13
Residential District 08,10X243,54
Residential District 08,03M291,10
Residential District 08,08X558,253
Residential District 08,30Q445,2
Residential District 08,21K620,2
Residential District 08,14K558,3
Residential District 08,14K561,2
Residential District 08,12X684,62
Residential District 08,08X282,92
Residential District 08,19K510,2
Residential District 08,25Q285,2
Residential District 08,10X353,157
Residential District 08,28Q284,2
Residential District 08,04M610,38
Residential District 08,30Q286,2
Residential District 08,14K614,2
Residential District 08,09X568,28
Residential District 09,02M047,45
Residential District 09,06M540,379
Residential District 09,13K499,2
Residential District 09,21K410,2
Residential District 09,30Q301,15
Residential District 09,17K382,2
Residential District 09,18K637,2
Residential District 09,32K403,3
Residential District 09,17K751,2
Residential District 09,09X365,313
Residential District 09,11X270,22
Residential District 09,02M546,203
Residential District 09,19K404,3
Residential District 09,30Q575,8
Residential District 09,24Q264,3
Residential District 09,17K408,3
Residential District 09,19K618,3
Residential District 09,27Q309,2
Residential District 09,07X600,225
Residential District 09,32K554,2
Residential District 09,08X376,11
Residential District 09,08X367,33
Residential District 09,02M630,111
Residential District 09,11X299,92
Residential District 09,27Q400,2
Residential District 09,14K610,3
Residential District 09,24Q610,18
Residential District 09,30Q580,12
Residential District 09,01M696,118
Residential District 09,24Q299,28
Residential District 09,02M411,142
Residential District 09,26Q495,2
Residential District 09,03M479,205
Residential District 09,13K595,3
Residential District 09,10X434,382
Residential District 09,13K670,7
Residential District 09,29Q313,3
Residential District 09,26Q415,2
Residential District 09,16K455,2
Residential District 09,10X264,308
Residential District 09,11X290,191
Residential District 09,11X545,40
Residential District 09,08X432,36
Residential District 09,12X479,79
Residential District 09,09X260,958
Residential District 09,10X351,83
Residential District 09,09X227,252
Residential District 09,08X561,33
Residential District 09,07X522,97
Residential District 09,09X324,390
Residential District 09,10X213,136
Residential District 09,12X511,100
Residential District 09,11X249,224
Residential District 09,10X439,366
Residential District 09,09X413,479
Residential District 09,11X253,69
Residential District 09,11X418,129
Residential District 09,09X412,196
Residential District 09,09X403,229
Residential District 09,11X265,56
Residential District 09,12X267,639
Residential District 09,09X525,241
Residential District 09,07X527,405
Residential District 09,08X349,102
Residential District 09,09X505,531
Residential District 09,10X284,95
Residential District 09,08X269,78
Residential District 09,10X546,86
Residential District 09,11X508,120
Residential District 09,15K448,2
Residential District 09,22K555,2
Residential District 09,23K493,2
Residential District 09,13K412,8
Residential District 09,18K566,2
Residential District 09,16K498,3
Residential District 09,15K656,3
Residential District 09,17K745,3
Residential District 09,13K439,2
Residential District 09,14K449,432
Residential District 09,14K488,9
Residential District 09,17K548,2
Residential District 09,21K690,2
Residential District 09,13K430,476
Residential District 09,18K567,7
Residential District 09,32K556,2
Residential District 09,02M393,168
Residential District 09,26Q315,2
Residential District 09,29Q326,2
Residential District 09,07X548,402
Residential District 09,10X442,93
Residential District 09,04M555,476
Residential District 09,27Q262,2
Residential District 09,02M615,66
Residential District 09,06M293,150
Residential District 09,13K674,3
Residential District 09,24Q293,3
Residential District 09,17K600,2
Residential District 09,09X564,189
Residential District 09,15K519,2
Residential District 09,11X288,445
Residential District 09,05M362,149
Residential District 09,06M346,56
Residential District 09,07X427,100
Residential District 09,09X327,604
Residential District 09,10X524,29
Residential District 09,18K629,2
Residential District 09,31R450,2
Residential District 09,19K659,2
Residential District 09,10X440,148
Residential District 09,15K429,2
Residential District 09,10X549,327
Residential District 09,13K265,2
Residential District 09,09X329,210
Residential District 09,32K545,2
Residential District 09,09X231,84
Residential District 09,23K644,2
Residential District 09,29Q327,2
Residential District 09,05M148,25
Residential District 09,12X271,131
Residential District 09,19K409,2
Residential District 09,01M450,79
Residential District 09,14K477,2
Residential District 09,02M416,150
Residential District 09,30Q258,6
Residential District 09,27Q334,3
Residential District 09,04M372,24
Residential District 09,02M294,111
Residential District 09,09X250,344
Residential District 09,12X251,99
Residential District 09,19K502,2
Residential District 09,02M303,62
Residential District 09,12X682,74
Residential District 09,25Q460,3
Residential District 09,02M288,190
Residential District 09,10X437,202
Residential District 09,10X438,301
Residential District 09,28Q440,3
Residential District 09,20K490,2
Residential District 09,26Q430,3
Residential District 09,03M417,108
Residential District 09,30Q501,11
Residential District 09,20K505,2
Residential District 09,05M499,180
Residential District 09,03M860,32
Residential District 09,09X517,203
Residential District 09,27Q260,3
Residential District 09,23K514,2
Residential District 09,29Q272,2
Residential District 09,08X452,35
Residential District 09,13K594,7
Residential District 09,02M374,46
Residential District 09,06M552,42
Residential District 09,24Q485,2
Residential District 09,07X259,162
Residential District 09,11X455,185
Residential District 09,02M534,147
Residential District 09,07X670,119
Residential District 09,08X405,176
Residential District 09,04M680,35
Residential District 09,24Q550,3
Residential District 09,19K504,2
Residential District 09,28Q328,1
Residential District 09,27Q650,3
Residential District 09,11X544,100
Residential District 09,02M545,59
Residential District 09,10X565,108
Residential District 09,02M400,163
Residential District 09,06M423,10
Residential District 09,06M468,81
Residential District 09,02M420,199
Residential District 09,18K617,3
Residential District 09,03M492,98
Residential District 09,28Q690,2
Residential District 09,06M467,101
Residential District 09,05M692,619
Residential District 09,06M463,51
Residential District 09,18K633,3
Residential District 09,17K546,2
Residential District 09,10X433,156
Residential District 09,09X543,84
Residential District 09,17K537,2
Residential District 09,10X696,604
Residential District 09,03M494,125
Residential District 09,11X275,114
Residential District 09,02M489,144
Residential District 09,02M296,46
Residential District 09,11X509,47
Residential District 09,21K348,3
Residential District 09,20K485,3
Residential District 09,12X550,21
Residential District 09,28Q505,2
Residential District 09,07X500,228
Residential District 09,02M437,40
Residential District 09,02M605,26
Residential District 09,10X368,114
Residential District 09,02M544,2
Residential District 09,30Q502,2
Residential District 09,02M407,20
Residential District 09,29Q243,2
Residential District 09,07X334,49
Residential District 09,24Q530,2
Residential District 09,02M438,26
Residential District 09,10X342,81
Residential District 09,06M211,95
Residential District 09,18K563,2
Residential District 09,02M529,25
Residential District 09,28Q350,2
Residential District 09,27Q480,3
Residential District 09,25Q425,3
Residential District 09,21K540,2
Residential District 09,15K462,8
Residential District 09,14K071,2
Residential District 09,21K468,2
Residential District 09,10X268,57
Residential District 09,10X374,761
Residential District 09,02M419,35
Residential District 09,02M425,25
Residential District 09,22K535,3
Residential District 09,21K559,2
Residential District 09,02M655,33
Residential District 09,30Q450,3
Residential District 09,08X530,53
Residential District 09,02M308,72
Residential District 09,14K586,2
Residential District 09,03M541,173
Residential District 09,02M427,14
Residential District 09,02M542,106
Residential District 09,02M392,123
Residential District 09,04M435,411
Residential District 09,02M280,59
Residential District 09,02M459,27
Residential District 09,02M439,220
Residential District 09,10X477,254
Residential District 09,01M509,18
Residential District 09,26Q435,2
Residential District 09,24Q585,7
Residential District 09,29Q492,2
Residential District 09,17K590,2
Residential District 09,28Q167,2
Residential District 09,12X248,29
Residential District 09,24Q520,3
Residential District 09,22K405,4
Residential District 09,08X312,118
Residential District 09,15K684,3
Residential District 09,02M418,126
Residential District 09,09X297,221
Residential District 09,09X252,585
Residential District 09,05M304,58
Residential District 09,12X242,400
Residential District 09,07X473,59
Residential District 09,02M432,34
Residential District 09,02M520,12
Residential District 09,02M412,42
Residential District 09,02M414,110
Residential District 09,02M376,116
Residential District 09,02M543,131
Residential District 09,09X350,41
Residential District 09,31R440,3
Residential District 09,01M539,109
Residential District 09,20K445,8
Residential District 09,11X513,94
Residential District 09,01M292,8
Residential District 09,14K474,2
Residential District 09,02M298,268
Residential District 09,24Q296,2
Residential District 09,12X388,35
Residential District 09,04M495,244
Residential District 09,15K464,1
Residential District 09,17K122,2
Residential District 09,08X320,81
Residential District 09,11X542,365
Residential District 09,19K507,2
Residential District 09,02M408,29
Residential District 09,28Q310,1
Residential District 09,28Q680,3
Residential District 09,27Q302,2
Residential District 09,28Q687,429
Residential District 09,26Q566,2
Residential District 09,24Q600,3
Residential District 09,02M422,32
Residential District 09,31R600,2
Residential District 09,08X293,124
Residential District 09,02M531,10
Residential District 09,02M580,20
Residential District 09,27Q475,2
Residential District 09,10X141,137
Residential District 09,24Q560,3
Residential District 09,27Q308,2
Residential District 09,27Q351,2
Residential District 09,27Q324,2
Residential District 09,27Q323,2
Residential District 09,09X404,108
Residential District 09,17K531,2
Residential District 09,08X559,39
Residential District 09,02M413,75
Residential District 09,08X348,29
Residential District 09,13K419,2
Residential District 09,17K543,2
Residential District 09,15K463,2
Residential District 09,07X221,375
Residential District 09,03M859,15
Residential District 09,19K422,2
Residential District 09,31R605,384
Residential District 09,02M139,50
Residential District 09,02M475,558
Residential District 09,15K667,2
Residential District 09,02M519,42
Residential District 09,23K697,2
Residential District 09,32K552,2
Residential District 09,15K497,2
Residential District 09,10X445,692
Residential District 09,11X514,20
Residential District 09,32K168,3
Residential District 09,32K549,2
Residential District 09,12X478,213
Residential District 09,02M260,24
Residential District 09,06M462,47
Residential District 09,31R028,2
Residential District 09,03M403,94
Residential District 09,02M399,62
Residential District 09,14K478,3
Residential District 09,17K528,2
Residential District 09,02M600,111
Residential District 09,07X223,302
Residential District 09,10X237,72
Residential District 09,03M299,30
Residential District 09,12X521,38
Residential District 09,07X551,170
Residential District 09,19K764,2
Residential District 09,02M135,18
Residential District 09,05M157,27
Residential District 09,03M402,43
Residential District 09,13K483,3
Residential District 09,14K454,2
Residential District 09,10X225,94
Residential District 09,28Q620,2
Residential District 09,05M670,67
Residential District 09,25Q525,17
Residential District 09,19K615,3
Residential District 09,02M533,50
Residential District 09,02M500,24
Residential District 09,07X495,383
Residential District 09,01M448,79
Residential District 09,18K642,2
Residential District 09,02M305,64
Residential District 09,02M507,142
Residential District 09,13K527,2
Residential District 09,02M282,40
Residential District 09,02M551,13
Residential District 09,09X241,479
Residential District 09,20K609,2
Residential District 09,03M307,61
Residential District 09,13K350,6
Residential District 09,05M369,71
Residential District 09,02M316,20
Residential District 09,02M300,22
Residential District 09,09X263,171
Residential District 09,02M449,118
Residential District 09,25Q240,2
Residential District 09,18K576,2
Residential District 09,19K660,2
Residential District 09,03M415,41
Residential District 09,06M348,92
Residential District 09,10X243,217
Residential District 09,03M291,19
Residential District 09,08X558,53
Residential District 09,30Q445,2
Residential District 09,21K620,2
Residential District 09,14K558,3
Residential District 09,14K561,2
Residential District 09,12X684,64
Residential District 09,08X282,38
Residential District 09,10X353,409
Residential District 09,28Q284,2
Residential District 09,04M610,57
Residential District 09,30Q286,2
Residential District 09,28Q896,2
Residential District 09,14K614,2
Residential District 09,09X568,118
Residential District 10,02M047,38
Residential District 10,06M540,258
Residential District 10,21K410,2
Residential District 10,30Q301,16
Residential District 10,17K382,7
Residential District 10,18K637,2
Residential District 10,32K403,3
Residential District 10,17K751,7
Residential District 10,09X365,334
Residential District 10,11X270,38
Residential District 10,02M546,217
Residential District 10,19K404,3
Residential District 10,30Q575,7
Residential District 10,24Q264,3
Residential District 10,17K408,3
Residential District 10,19K618,3
Residential District 10,27Q309,2
Residential District 10,07X600,177
Residential District 10,32K554,2
Residential District 10,08X376,14
Residential District 10,08X367,41
Residential District 10,02M630,122
Residential District 10,11X299,221
Residential District 10,14K610,3
Residential District 10,24Q610,21
Residential District 10,30Q580,21
Residential District 10,01M696,191
Residential District 10,24Q299,59
Residential District 10,02M411,213
Residential District 10,26Q495,2
Residential District 10,03M479,258
Residential District 10,13K595,2
Residential District 10,10X434,673
Residential District 10,13K670,6
Residential District 10,29Q313,3
Residential District 10,26Q415,2
Residential District 10,10X264,470
Residential District 10,11X290,280
Residential District 10,11X545,87
Residential District 10,08X432,42
Residential District 10,12X479,46
Residential District 10,09X260,937
Residential District 10,10X351,246
Residential District 10,09X227,186
Residential District 10,08X561,26
Residential District 10,07X522,84
Residential District 10,09X324,167
Residential District 10,10X213,250
Residential District 10,12X511,84
Residential District 10,11X249,292
Residential District 10,10X439,677
Residential District 10,09X413,376
Residential District 10,11X253,99
Residential District 10,11X418,160
Residential District 10,09X412,137
Residential District 10,09X403,127
Residential District 10,11X265,127
Residential District 10,12X267,510
Residential District 10,09X525,170
Residential District 10,07X527,220
Residential District 10,08X349,131
Residential District 10,09X505,271
Residential District 10,10X284,253
Residential District 10,08X269,57
Residential District 10,10X546,184
Residential District 10,11X508,361
Residential District 10,17K547,2
Residential District 10,22K555,2
Residential District 10,23K493,2
Residential District 10,13K412,3
Residential District 10,18K566,2
Residential District 10,16K498,3
Residential District 10,15K656,7
Residential District 10,17K745,3
Residential District 10,13K439,2
Residential District 10,14K449,680
Residential District 10,14K488,3
Residential District 10,17K548,2
Residential District 10,13K430,767
Residential District 10,18K567,2
Residential District 10,32K556,2
Residential District 10,02M393,179
Residential District 10,26Q315,2
Residential District 10,31R047,2
Residential District 10,29Q326,2
Residential District 10,07X548,271
Residential District 10,10X442,155
Residential District 10,04M555,549
Residential District 10,27Q262,2
Residential District 10,02M615,70
Residential District 10,06M293,200
Residential District 10,13K674,3
Residential District 10,24Q293,3
Residential District 10,17K600,2
Residential District 10,09X564,60
Residential District 10,15K519,2
Residential District 10,11X288,736
Residential District 10,05M362,232
Residential District 10,06M346,43
Residential District 10,07X427,89
Residential District 10,09X327,277
Residential District 10,10X524,79
Residential District 10,31R450,2
Residential District 10,10X440,432
Residential District 10,10X549,699
Residential District 10,13K265,2
Residential District 10,09X329,146
Residential District 10,09X231,69
Residential District 10,23K644,2
Residential District 10,29Q327,2
Residential District 10,05M148,13
Residential District 10,12X271,121
Residential District 10,01M450,103
Residential District 10,14K477,2
Residential District 10,25Q281,2
Residential District 10,02M416,249
Residential District 10,30Q258,7
Residential District 10,04M372,13
Residential District 10,02M294,172
Residential District 10,09X250,195
Residential District 10,21K572,2
Residential District 10,12X251,73
Residential District 10,19K502,2
Residential District 10,02M303,67
Residential District 10,12X682,43
Residential District 10,25Q460,3
Residential District 10,25Q263,2
Residential District 10,02M288,181
Residential District 10,10X437,345
Residential District 10,10X438,558
Residential District 10,28Q440,3
Residential District 10,26Q430,6
Residential District 10,03M417,110
Residential District 10,30Q501,23
Residential District 10,05M499,124
Residential District 10,03M860,25
Residential District 10,09X517,86
Residential District 10,27Q260,3
Residential District 10,23K514,2
Residential District 10,29Q272,2
Residential District 10,13K605,3
Residential District 10,08X452,32
Residential District 10,13K594,2
Residential District 10,02M374,33
Residential District 10,06M552,23
Residential District 10,24Q485,2
Residential District 10,07X259,148
Residential District 10,11X455,405
Residential District 10,02M534,165
Residential District 10,07X670,60
Residential District 10,08X405,171
Residential District 10,04M680,50
Residential District 10,24Q550,8
Residential District 10,19K504,2
Residential District 10,27Q650,3
Residential District 10,11X544,183
Residential District 10,02M545,48
Residential District 10,10X565,188
Residential District 10,02M400,227
Residential District 10,06M423,10
Residential District 10,06M468,109
Residential District 10,02M420,213
Residential District 10,03M492,117
Residential District 10,28Q690,2
Residential District 10,06M467,114
Residential District 10,05M692,1025
Residential District 10,06M463,53
Residential District 10,18K633,8
Residential District 10,17K546,6
Residential District 10,17K539,2
Residential District 10,10X433,387
Residential District 10,09X543,52
Residential District 10,17K537,2
Residential District 10,10X696,1105
Residential District 10,24Q267,2
Residential District 10,03M494,107
Residential District 10,11X275,232
Residential District 10,02M489,155
Residential District 10,02M296,43
Residential District 10,11X509,85
Residential District 10,21K348,3
Residential District 10,20K485,3
Residential District 10,12X550,18
Residential District 10,28Q505,2
Residential District 10,07X500,207
Residential District 10,02M437,41
Residential District 10,29Q498,3
Residential District 10,02M605,32
Residential District 10,10X368,523
Residential District 10,02M544,2
Residential District 10,30Q502,2
Residential District 10,02M407,34
Residential District 10,07X334,32
Residential District 10,24Q530,2
Residential District 10,17K524,3
Residential District 10,02M438,6
Residential District 10,10X342,235
Residential District 10,06M211,229
Residential District 10,18K563,2
Residential District 10,02M529,29
Residential District 10,27Q480,3
Residential District 10,25Q425,3
Residential District 10,21K540,2
Residential District 10,15K462,7
Residential District 10,15K592,2
Residential District 10,21K468,2
Residential District 10,10X268,194
Residential District 10,10X374,1087
Residential District 10,02M419,52
Residential District 10,02M425,21
Residential District 10,22K535,3
Residential District 10,02M655,29
Residential District 10,30Q450,2
Residential District 10,08X530,48
Residential District 10,02M308,66
Residential District 10,03M541,247
Residential District 10,02M427,20
Residential District 10,02M542,96
Residential District 10,02M392,132
Residential District 10,04M435,528
Residential District 10,02M280,38
Residential District 10,02M459,31
Residential District 10,02M439,265
Residential District 10,10X477,604
Residential District 10,01M509,13
Residential District 10,26Q435,2
Residential District 10,24Q585,3
Residential District 10,17K590,2
Residential District 10,28Q167,2
Residential District 10,12X248,23
Residential District 10,24Q520,3
Residential District 10,22K405,11
Residential District 10,08X312,118
Residential District 10,15K684,3
Residential District 10,02M418,182
Residential District 10,09X297,148
Residential District 10,09X252,328
Residential District 10,05M304,42
Residential District 10,12X242,234
Residential District 10,07X473,25
Residential District 10,02M432,32
Residential District 10,02M520,8
Residential District 10,02M412,86
Residential District 10,02M414,152
Residential District 10,02M376,169
Residential District 10,02M543,113
Residential District 10,09X350,24
Residential District 10,31R440,3
Residential District 10,01M539,182
Residential District 10,20K445,3
Residential District 10,11X513,172
Residential District 10,01M292,10
Residential District 10,14K474,2
Residential District 10,02M298,286
Residential District 10,24Q296,2
Residential District 10,12X388,35
Residential District 10,04M495,250
Residential District 10,15K464,1
Residential District 10,17K122,2
Residential District 10,08X320,94
Residential District 10,11X542,736
Residential District 10,19K507,2
Residential District 10,31R445,3
Residential District 10,02M408,40
Residential District 10,25Q241,2
Residential District 10,28Q687,636
Residential District 10,26Q566,2
Residential District 10,25Q252,2
Residential District 10,24Q600,3
Residential District 10,02M422,25
Residential District 10,31R600,2
Residential District 10,08X293,102
Residential District 10,02M531,15
Residential District 10,02M580,11
Residential District 10,27Q475,2
Residential District 10,10X141,812
Residential District 10,24Q560,3
Residential District 10,27Q324,2
Residential District 10,27Q323,2
Residential District 10,09X404,29
Residential District 10,17K531,2
Residential District 10,08X559,20
Residential District 10,02M413,71
Residential District 10,08X348,27
Residential District 10,13K419,7
Residential District 10,17K543,2
Residential District 10,07X221,185
Residential District 10,03M859,20
Residential District 10,31R605,565
Residential District 10,02M139,56
Residential District 10,02M475,897
Residential District 10,15K667,2
Residential District 10,02M519,61
Residential District 10,32K552,2
Residential District 10,10X445,1204
Residential District 10,11X514,36
Residential District 10,32K168,2
Residential District 10,32K549,2
Residential District 10,12X478,215
Residential District 10,02M260,39
Residential District 10,06M462,32
Residential District 10,31R028,1
Residential District 10,03M403,72
Residential District 10,02M399,22
Residential District 10,14K478,3
Residential District 10,02M600,84
Residential District 10,07X223,205
Residential District 10,10X237,195
Residential District 10,03M299,11
Residential District 10,12X521,21
Residential District 10,07X551,64
Residential District 10,19K764,2
Residential District 10,02M135,17
Residential District 10,05M157,21
Residential District 10,03M402,44
Residential District 10,13K483,3
Residential District 10,14K454,2
Residential District 10,10X225,145
Residential District 10,28Q620,2
Residential District 10,05M670,30
Residential District 10,25Q525,31
Residential District 10,19K615,3
Residential District 10,02M533,57
Residential District 10,02M500,40
Residential District 10,07X495,415
Residential District 10,01M448,64
Residential District 10,02M305,54
Residential District 10,02M507,171
Residential District 10,13K527,2
Residential District 10,02M282,35
Residential District 10,02M551,14
Residential District 10,09X241,263
Residential District 10,20K609,2
Residential District 10,03M307,67
Residential District 10,13K350,3
Residential District 10,05M369,51
Residential District 10,02M316,17
Residential District 10,02M300,21
Residential District 10,09X263,67
Residential District 10,02M449,120
Residential District 10,25Q240,2
Residential District 10,19K660,2
Residential District 10,03M415,24
Residential District 10,06M348,82
Residential District 10,10X243,462
Residential District 10,03M291,30
