,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
12059,2,02M411,Baruch College Campus High School,Residential District 24,,369,s,
12060,2,02M411,Baruch College Campus High School,Residential District 25,,68,s,
12061,2,02M411,Baruch College Campus High School,Residential District 26,,39,s,
12062,2,02M411,Baruch College Campus High School,Residential District 27,,140,s,
12063,2,02M411,Baruch College Campus High School,Residential District 28,,102,s,
12064,2,02M411,Baruch College Campus High School,Residential District 29,,53,s,
12065,2,02M411,Baruch College Campus High School,Residential District 30,,272,s,
12066,2,02M411,Baruch College Campus High School,Residential District 31,,48,s,
12067,2,02M411,Baruch College Campus High School,Residential District 32,,62,s,
12068,2,02M411,Baruch College Campus High School,Residential District Unknown,,17,s,
100562,26,26Q495,Bayside High School,Residential District 02,,s,s,
100563,26,26Q495,Bayside High School,Residential District 05,,s,s,
100564,26,26Q495,Bayside High School,Residential District 08,,s,s,
100565,26,26Q495,Bayside High School,Residential District 09,,s,s,
100566,26,26Q495,Bayside High School,Residential District 10,,s,s,
100567,26,26Q495,Bayside High School,Residential District 12,,s,s,
100568,26,26Q495,Bayside High School,Residential District 15,,s,s,
100569,26,26Q495,Bayside High School,Residential District 16,,s,s,
100570,26,26Q495,Bayside High School,Residential District 17,,s,s,
100571,26,26Q495,Bayside High School,Residential District 18,,s,s,
100572,26,26Q495,Bayside High School,Residential District 19,,10,s,
100573,26,26Q495,Bayside High School,Residential District 22,,s,s,
100574,26,26Q495,Bayside High School,Residential District 23,,s,s,
100575,26,26Q495,Bayside High School,Residential District 24,,935,49,
100576,26,26Q495,Bayside High School,Residential District 25,,1785,439,
100577,26,26Q495,Bayside High School,Residential District 26,,1133,327,
100578,26,26Q495,Bayside High School,Residential District 27,,572,39,
100579,26,26Q495,Bayside High School,Residential District 28,,608,43,
100580,26,26Q495,Bayside High School,Residential District 29,,1453,136,
100581,26,26Q495,Bayside High School,Residential District 30,,584,26,
100582,26,26Q495,Bayside High School,Residential District 32,,s,s,
100583,26,26Q495,Bayside High School,Residential District Unknown,,18,s,
24588,3,03M479,Beacon High School,Residential District 01,,113,10,
24589,3,03M479,Beacon High School,Residential District 02,,1135,90,
24590,3,03M479,Beacon High School,Residential District 03,,560,87,
24591,3,03M479,Beacon High School,Residential District 04,,111,9,
24592,3,03M479,Beacon High School,Residential District 05,,201,15,
24593,3,03M479,Beacon High School,Residential District 06,,246,22,
24594,3,03M479,Beacon High School,Residential District 07,,121,s,
24595,3,03M479,Beacon High School,Residential District 08,,170,19,
24596,3,03M479,Beacon High School,Residential District 09,,205,17,
24597,3,03M479,Beacon High School,Residential District 10,,258,10,
24598,3,03M479,Beacon High School,Residential District 11,,279,18,
24599,3,03M479,Beacon High School,Residential District 12,,95,s,
24600,3,03M479,Beacon High School,Residential District 13,,255,31,
24601,3,03M479,Beacon High School,Residential District 14,,79,s,
24602,3,03M479,Beacon High School,Residential District 15,,484,76,
24603,3,03M479,Beacon High School,Residential District 16,,42,s,
24604,3,03M479,Beacon High School,Residential District 17,,96,s,
24605,3,03M479,Beacon High School,Residential District 18,,59,s,
24606,3,03M479,Beacon High School,Residential District 19,,132,s,
24607,3,03M479,Beacon High School,Residential District 20,,128,6,
24608,3,03M479,Beacon High School,Residential District 21,,60,s,
24609,3,03M479,Beacon High School,Residential District 22,,96,s,
24610,3,03M479,Beacon High School,Residential District 23,,41,s,
24611,3,03M479,Beacon High School,Residential District 24,,210,8,
24612,3,03M479,Beacon High School,Residential District 25,,41,s,
24613,3,03M479,Beacon High School,Residential District 26,,40,12,
24614,3,03M479,Beacon High School,Residential District 27,,83,s,
24615,3,03M479,Beacon High School,Residential District 28,,92,s,
24616,3,03M479,Beacon High School,Residential District 29,,32,s,
24617,3,03M479,Beacon High School,Residential District 30,,285,18,
24618,3,03M479,Beacon High School,Residential District 31,,23,s,
24619,3,03M479,Beacon High School,Residential District 32,,53,s,
24620,3,03M479,Beacon High School,Residential District Unknown,,12,s,
59410,13,13K595,Bedford Academy High School,Residential District 01,,s,s,
59411,13,13K595,Bedford Academy High School,Residential District 02,,s,s,
59412,13,13K595,Bedford Academy High School,Residential District 03,,s,s,
59413,13,13K595,Bedford Academy High School,Residential District 04,,s,s,
59414,13,13K595,Bedford Academy High School,Residential District 05,,s,s,
59415,13,13K595,Bedford Academy High School,Residential District 06,,s,s,
59416,13,13K595,Bedford Academy High School,Residential District 07,,s,s,
59417,13,13K595,Bedford Academy High School,Residential District 08,,s,s,
59418,13,13K595,Bedford Academy High School,Residential District 09,,s,s,
59419,13,13K595,Bedford Academy High School,Residential District 10,,s,s,
59420,13,13K595,Bedford Academy High School,Residential District 11,,s,s,
59421,13,13K595,Bedford Academy High School,Residential District 12,,s,s,
59422,13,13K595,Bedford Academy High School,Residential District 13,,212,39,
59423,13,13K595,Bedford Academy High School,Residential District 14,,60,s,
59424,13,13K595,Bedford Academy High School,Residential District 15,,38,s,
59425,13,13K595,Bedford Academy High School,Residential District 16,,151,7,
59426,13,13K595,Bedford Academy High School,Residential District 17,,287,17,
59427,13,13K595,Bedford Academy High School,Residential District 18,,253,8,
59428,13,13K595,Bedford Academy High School,Residential District 19,,309,14,
59429,13,13K595,Bedford Academy High School,Residential District 20,,45,s,
59430,13,13K595,Bedford Academy High School,Residential District 21,,19,s,
59431,13,13K595,Bedford Academy High School,Residential District 22,,172,8,
59432,13,13K595,Bedford Academy High School,Residential District 23,,114,s,
59433,13,13K595,Bedford Academy High School,Residential District 24,,31,s,
59434,13,13K595,Bedford Academy High School,Residential District 25,,s,s,
59435,13,13K595,Bedford Academy High School,Residential District 26,,s,s,
59436,13,13K595,Bedford Academy High School,Residential District 27,,38,s,
59437,13,13K595,Bedford Academy High School,Residential District 28,,s,s,
59438,13,13K595,Bedford Academy High School,Residential District 29,,10,s,
59439,13,13K595,Bedford Academy High School,Residential District 30,,s,s,
59440,13,13K595,Bedford Academy High School,Residential District 31,,s,s,
59441,13,13K595,Bedford Academy High School,Residential District 32,,80,s,
59442,13,13K595,Bedford Academy High School,Residential District Unknown,,s,s,
47837,10,10X434,Belmont Preparatory High School,Residential District 01,,s,s,
47838,10,10X434,Belmont Preparatory High School,Residential District 02,,s,s,
47839,10,10X434,Belmont Preparatory High School,Residential District 03,,s,s,
47840,10,10X434,Belmont Preparatory High School,Residential District 04,,s,s,
47841,10,10X434,Belmont Preparatory High School,Residential District 05,,8,s,
47842,10,10X434,Belmont Preparatory High School,Residential District 06,,9,s,
47843,10,10X434,Belmont Preparatory High School,Residential District 07,,87,s,
47844,10,10X434,Belmont Preparatory High School,Residential District 08,,165,13,
47845,10,10X434,Belmont Preparatory High School,Residential District 09,,382,30,
47846,10,10X434,Belmont Preparatory High School,Residential District 10,,673,54,
47847,10,10X434,Belmont Preparatory High School,Residential District 11,,324,34,
47848,10,10X434,Belmont Preparatory High School,Residential District 12,,205,18,
47849,10,10X434,Belmont Preparatory High School,Residential District 14,,s,s,
47850,10,10X434,Belmont Preparatory High School,Residential District 19,,s,s,
47851,10,10X434,Belmont Preparatory High School,Residential District 23,,s,s,
47852,10,10X434,Belmont Preparatory High School,Residential District 24,,s,s,
47853,10,10X434,Belmont Preparatory High School,Residential District 25,,s,s,
47854,10,10X434,Belmont Preparatory High School,Residential District 29,,s,s,
47855,10,10X434,Belmont Preparatory High School,Residential District 31,,s,s,
47856,10,10X434,Belmont Preparatory High School,Residential District 32,,s,s,
47857,10,10X434,Belmont Preparatory High School,Residential District Unknown,,s,s,
59710,13,13K670,Benjamin Banneker Academy,Residential District 01,,7,s,
59711,13,13K670,Benjamin Banneker Academy,Residential District 02,,15,s,
59712,13,13K670,Benjamin Banneker Academy,Residential District 03,,s,s,
59713,13,13K670,Benjamin Banneker Academy,Residential District 04,,s,s,
59714,13,13K670,Benjamin Banneker Academy,Residential District 05,,s,s,
59715,13,13K670,Benjamin Banneker Academy,Residential District 06,,s,s,
59716,13,13K670,Benjamin Banneker Academy,Residential District 07,,s,s,
59717,13,13K670,Benjamin Banneker Academy,Residential District 08,,s,s,
59718,13,13K670,Benjamin Banneker Academy,Residential District 09,,7,s,
59719,13,13K670,Benjamin Banneker Academy,Residential District 10,,6,s,
59720,13,13K670,Benjamin Banneker Academy,Residential District 11,,7,s,
59721,13,13K670,Benjamin Banneker Academy,Residential District 12,,s,s,
59722,13,13K670,Benjamin Banneker Academy,Residential District 13,,275,38,
59723,13,13K670,Benjamin Banneker Academy,Residential District 14,,127,18,
59724,13,13K670,Benjamin Banneker Academy,Residential District 15,,101,15,
59725,13,13K670,Benjamin Banneker Academy,Residential District 16,,244,39,
59726,13,13K670,Benjamin Banneker Academy,Residential District 17,,512,50,
59727,13,13K670,Benjamin Banneker Academy,Residential District 18,,422,53,
59728,13,13K670,Benjamin Banneker Academy,Residential District 19,,412,29,
59729,13,13K670,Benjamin Banneker Academy,Residential District 20,,63,s,
59730,13,13K670,Benjamin Banneker Academy,Residential District 21,,39,s,
59731,13,13K670,Benjamin Banneker Academy,Residential District 22,,263,11,
59732,13,13K670,Benjamin Banneker Academy,Residential District 23,,232,20,
59733,13,13K670,Benjamin Banneker Academy,Residential District 24,,45,s,
59734,13,13K670,Benjamin Banneker Academy,Residential District 25,,s,s,
59735,13,13K670,Benjamin Banneker Academy,Residential District 26,,s,s,
59736,13,13K670,Benjamin Banneker Academy,Residential District 27,,57,s,
59737,13,13K670,Benjamin Banneker Academy,Residential District 28,,8,s,
59738,13,13K670,Benjamin Banneker Academy,Residential District 29,,23,s,
59739,13,13K670,Benjamin Banneker Academy,Residential District 30,,11,s,
59740,13,13K670,Benjamin Banneker Academy,Residential District 31,,12,s,
59741,13,13K670,Benjamin Banneker Academy,Residential District 32,,110,12,
59742,13,13K670,Benjamin Banneker Academy,Residential District Unknown,,8,s,
111751,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 04,,s,s,
111752,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 05,,s,s,
111753,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 06,,s,s,
111754,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 07,,s,s,
111755,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 08,,s,s,
111756,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 09,,s,s,
111757,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 10,,s,s,
111758,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 11,,s,s,
111759,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 12,,s,s,
111760,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 13,,s,s,
111761,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 14,,s,s,
111762,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 15,,s,s,
111763,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 16,,s,s,
111764,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 17,,s,s,
111765,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 18,,s,s,
111766,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 19,,10,s,
111767,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 20,,s,s,
111768,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 21,,s,s,
111769,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 22,,8,s,
111770,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 23,,s,s,
111771,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 24,,43,9,
111772,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 25,,23,8,
111773,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 26,,46,10,
111774,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 27,,132,25,
111775,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 28,,105,25,
111776,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 29,,361,77,
111777,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 30,,34,11,
111778,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District 32,,s,s,
111779,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,Residential District Unknown,,s,s,
100023,26,26Q415,Benjamin N. Cardozo High School,Residential District 05,,s,s,
100024,26,26Q415,Benjamin N. Cardozo High School,Residential District 08,,s,s,
100025,26,26Q415,Benjamin N. Cardozo High School,Residential District 09,,s,s,
100026,26,26Q415,Benjamin N. Cardozo High School,Residential District 10,,s,s,
100027,26,26Q415,Benjamin N. Cardozo High School,Residential District 11,,s,s,
100028,26,26Q415,Benjamin N. Cardozo High School,Residential District 12,,s,s,
100029,26,26Q415,Benjamin N. Cardozo High School,Residential District 13,,s,s,
100030,26,26Q415,Benjamin N. Cardozo High School,Residential District 15,,s,s,
100031,26,26Q415,Benjamin N. Cardozo High School,Residential District 16,,s,s,
100032,26,26Q415,Benjamin N. Cardozo High School,Residential District 17,,s,s,
100033,26,26Q415,Benjamin N. Cardozo High School,Residential District 18,,s,s,
100034,26,26Q415,Benjamin N. Cardozo High School,Residential District 19,,11,s,
100035,26,26Q415,Benjamin N. Cardozo High School,Residential District 22,,s,s,
100036,26,26Q415,Benjamin N. Cardozo High School,Residential District 23,,s,s,
100037,26,26Q415,Benjamin N. Cardozo High School,Residential District 24,,742,57,
100038,26,26Q415,Benjamin N. Cardozo High School,Residential District 25,,1264,193,
100039,26,26Q415,Benjamin N. Cardozo High School,Residential District 26,,1341,486,
100040,26,26Q415,Benjamin N. Cardozo High School,Residential District 27,,639,75,
100041,26,26Q415,Benjamin N. Cardozo High School,Residential District 28,,645,89,
100042,26,26Q415,Benjamin N. Cardozo High School,Residential District 29,,1602,241,
100043,26,26Q415,Benjamin N. Cardozo High School,Residential District 30,,507,47,
100044,26,26Q415,Benjamin N. Cardozo High School,Residential District 32,,s,s,
100045,26,26Q415,Benjamin N. Cardozo High School,Residential District Unknown,,22,s,
69025,16,16K455,Boys and Girls High School,Residential District 02,,s,s,
69026,16,16K455,Boys and Girls High School,Residential District 03,,s,s,
69027,16,16K455,Boys and Girls High School,Residential District 09,,s,s,
69028,16,16K455,Boys and Girls High School,Residential District 13,,50,20,
69029,16,16K455,Boys and Girls High School,Residential District 14,,21,s,
69030,16,16K455,Boys and Girls High School,Residential District 15,,12,s,
69031,16,16K455,Boys and Girls High School,Residential District 16,,98,55,
69032,16,16K455,Boys and Girls High School,Residential District 17,,159,35,
69033,16,16K455,Boys and Girls High School,Residential District 18,,113,13,
69034,16,16K455,Boys and Girls High School,Residential District 19,,168,23,
69035,16,16K455,Boys and Girls High School,Residential District 20,,s,s,
69036,16,16K455,Boys and Girls High School,Residential District 21,,14,s,
69037,16,16K455,Boys and Girls High School,Residential District 22,,49,s,
69038,16,16K455,Boys and Girls High School,Residential District 23,,109,12,
69039,16,16K455,Boys and Girls High School,Residential District 24,,s,s,
69040,16,16K455,Boys and Girls High School,Residential District 27,,6,s,
69041,16,16K455,Boys and Girls High School,Residential District 29,,s,s,
69042,16,16K455,Boys and Girls High School,Residential District 31,,s,s,
69043,16,16K455,Boys and Girls High School,Residential District 32,,37,s,
69044,16,16K455,Boys and Girls High School,Residential District Unknown,,s,s,
46406,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 02,,s,s,
46407,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 03,,6,s,
46408,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 04,,8,s,
46409,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 05,,12,s,
46410,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 06,,15,s,
46411,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 07,,124,9,
46412,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 08,,202,23,
46413,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 09,,308,28,
46414,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 10,,470,41,
46415,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 11,,458,45,
46416,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 12,,206,12,
46417,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 15,,s,s,
46418,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 16,,s,s,
46419,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 17,,s,s,
46420,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 18,,s,s,
46421,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 19,,s,s,
46422,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 20,,s,s,
46423,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 21,,s,s,
46424,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 23,,s,s,
46425,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 24,,s,s,
46426,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 25,,s,s,
46427,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 26,,s,s,
46428,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 27,,s,s,
46429,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 28,,6,s,
46430,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 29,,s,s,
46431,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 30,,s,s,
46432,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District 31,,s,s,
46433,10,10X264,Bronx Academy for Software Engineering (BASE),Residential District Unknown,,8,s,
52257,11,11X290,Bronx Academy of Health Careers,Residential District 01,,s,s,
52258,11,11X290,Bronx Academy of Health Careers,Residential District 02,,s,s,
52259,11,11X290,Bronx Academy of Health Careers,Residential District 03,,s,s,
52260,11,11X290,Bronx Academy of Health Careers,Residential District 04,,s,s,
52261,11,11X290,Bronx Academy of Health Careers,Residential District 05,,s,s,
52262,11,11X290,Bronx Academy of Health Careers,Residential District 06,,6,s,
52263,11,11X290,Bronx Academy of Health Careers,Residential District 07,,72,12,
52264,11,11X290,Bronx Academy of Health Careers,Residential District 08,,122,21,
52265,11,11X290,Bronx Academy of Health Careers,Residential District 09,,191,29,
52266,11,11X290,Bronx Academy of Health Careers,Residential District 10,,280,43,
52267,11,11X290,Bronx Academy of Health Careers,Residential District 11,,425,63,
52268,11,11X290,Bronx Academy of Health Careers,Residential District 12,,89,13,
52269,11,11X290,Bronx Academy of Health Careers,Residential District 14,,s,s,
52270,11,11X290,Bronx Academy of Health Careers,Residential District 16,,s,s,
52271,11,11X290,Bronx Academy of Health Careers,Residential District 19,,s,s,
52272,11,11X290,Bronx Academy of Health Careers,Residential District 23,,s,s,
52273,11,11X290,Bronx Academy of Health Careers,Residential District 24,,s,s,
52274,11,11X290,Bronx Academy of Health Careers,Residential District 27,,s,s,
52275,11,11X290,Bronx Academy of Health Careers,Residential District 28,,s,s,
52276,11,11X290,Bronx Academy of Health Careers,Residential District 29,,s,s,
52277,11,11X290,Bronx Academy of Health Careers,Residential District 30,,s,s,
52278,11,11X290,Bronx Academy of Health Careers,Residential District 31,,s,s,
52279,11,11X290,Bronx Academy of Health Careers,Residential District Unknown,,6,s,
53549,11,11X545,Bronx Aerospace High School,Residential District 01,,s,s,
53550,11,11X545,Bronx Aerospace High School,Residential District 02,,s,s,
53551,11,11X545,Bronx Aerospace High School,Residential District 05,,s,s,
53552,11,11X545,Bronx Aerospace High School,Residential District 06,,s,s,
53553,11,11X545,Bronx Aerospace High School,Residential District 07,,28,s,
53554,11,11X545,Bronx Aerospace High School,Residential District 08,,39,s,
53555,11,11X545,Bronx Aerospace High School,Residential District 09,,40,8,
53556,11,11X545,Bronx Aerospace High School,Residential District 10,,87,16,
53557,11,11X545,Bronx Aerospace High School,Residential District 11,,191,20,
53558,11,11X545,Bronx Aerospace High School,Residential District 12,,24,s,
53559,11,11X545,Bronx Aerospace High School,Residential District 24,,s,s,
53560,11,11X545,Bronx Aerospace High School,Residential District 26,,s,s,
53561,11,11X545,Bronx Aerospace High School,Residential District 27,,s,s,
53562,11,11X545,Bronx Aerospace High School,Residential District 28,,s,s,
53563,11,11X545,Bronx Aerospace High School,Residential District 31,,s,s,
53564,11,11X545,Bronx Aerospace High School,Residential District Unknown,,s,s,
39615,8,08X432,Bronx Bridges High School,Residential District 02,,s,s,
39616,8,08X432,Bronx Bridges High School,Residential District 05,,s,s,
39617,8,08X432,Bronx Bridges High School,Residential District 07,,14,s,
39618,8,08X432,Bronx Bridges High School,Residential District 08,,81,15,
39619,8,08X432,Bronx Bridges High School,Residential District 09,,36,s,
39620,8,08X432,Bronx Bridges High School,Residential District 10,,42,9,
39621,8,08X432,Bronx Bridges High School,Residential District 11,,34,s,
39622,8,08X432,Bronx Bridges High School,Residential District 12,,38,s,
39623,8,08X432,Bronx Bridges High School,Residential District 19,,s,s,
39624,8,08X432,Bronx Bridges High School,Residential District 24,,s,s,
39625,8,08X432,Bronx Bridges High School,Residential District 25,,s,s,
39626,8,08X432,Bronx Bridges High School,Residential District 27,,s,s,
39627,8,08X432,Bronx Bridges High School,Residential District 30,,s,s,
56075,12,12X479,Bronx Career and College Preparatory High School,Residential District 01,,s,s,
56076,12,12X479,Bronx Career and College Preparatory High School,Residential District 02,,s,s,
56077,12,12X479,Bronx Career and College Preparatory High School,Residential District 03,,s,s,
56078,12,12X479,Bronx Career and College Preparatory High School,Residential District 04,,s,s,
56079,12,12X479,Bronx Career and College Preparatory High School,Residential District 05,,11,s,
56080,12,12X479,Bronx Career and College Preparatory High School,Residential District 06,,s,s,
56081,12,12X479,Bronx Career and College Preparatory High School,Residential District 07,,61,s,
56082,12,12X479,Bronx Career and College Preparatory High School,Residential District 08,,68,9,
56083,12,12X479,Bronx Career and College Preparatory High School,Residential District 09,,79,13,
56084,12,12X479,Bronx Career and College Preparatory High School,Residential District 10,,46,7,
56085,12,12X479,Bronx Career and College Preparatory High School,Residential District 11,,56,s,
56086,12,12X479,Bronx Career and College Preparatory High School,Residential District 12,,89,14,
56087,12,12X479,Bronx Career and College Preparatory High School,Residential District 15,,s,s,
56088,12,12X479,Bronx Career and College Preparatory High School,Residential District 16,,s,s,
56089,12,12X479,Bronx Career and College Preparatory High School,Residential District 17,,s,s,
56090,12,12X479,Bronx Career and College Preparatory High School,Residential District 19,,s,s,
56091,12,12X479,Bronx Career and College Preparatory High School,Residential District 24,,s,s,
56092,12,12X479,Bronx Career and College Preparatory High School,Residential District 25,,s,s,
56093,12,12X479,Bronx Career and College Preparatory High School,Residential District 27,,s,s,
56094,12,12X479,Bronx Career and College Preparatory High School,Residential District 31,,s,s,
56095,12,12X479,Bronx Career and College Preparatory High School,Residential District 32,,s,s,
56096,12,12X479,Bronx Career and College Preparatory High School,Residential District Unknown,,s,s,
42011,9,09X260,Bronx Center for Science and Mathematics,Residential District 01,,s,s,
42012,9,09X260,Bronx Center for Science and Mathematics,Residential District 02,,9,s,
42013,9,09X260,Bronx Center for Science and Mathematics,Residential District 03,,10,s,
42014,9,09X260,Bronx Center for Science and Mathematics,Residential District 04,,14,s,
42015,9,09X260,Bronx Center for Science and Mathematics,Residential District 05,,37,s,
42016,9,09X260,Bronx Center for Science and Mathematics,Residential District 06,,19,s,
42017,9,09X260,Bronx Center for Science and Mathematics,Residential District 07,,280,s,
42018,9,09X260,Bronx Center for Science and Mathematics,Residential District 08,,531,17,
42019,9,09X260,Bronx Center for Science and Mathematics,Residential District 09,,958,42,
42020,9,09X260,Bronx Center for Science and Mathematics,Residential District 10,,937,50,
42021,9,09X260,Bronx Center for Science and Mathematics,Residential District 11,,669,14,
42022,9,09X260,Bronx Center for Science and Mathematics,Residential District 12,,425,9,
42023,9,09X260,Bronx Center for Science and Mathematics,Residential District 14,,s,s,
42024,9,09X260,Bronx Center for Science and Mathematics,Residential District 15,,s,s,
42025,9,09X260,Bronx Center for Science and Mathematics,Residential District 16,,s,s,
42026,9,09X260,Bronx Center for Science and Mathematics,Residential District 17,,s,s,
42027,9,09X260,Bronx Center for Science and Mathematics,Residential District 18,,s,s,
42028,9,09X260,Bronx Center for Science and Mathematics,Residential District 19,,8,s,
42029,9,09X260,Bronx Center for Science and Mathematics,Residential District 20,,s,s,
42030,9,09X260,Bronx Center for Science and Mathematics,Residential District 21,,s,s,
42031,9,09X260,Bronx Center for Science and Mathematics,Residential District 23,,s,s,
42032,9,09X260,Bronx Center for Science and Mathematics,Residential District 24,,7,s,
42033,9,09X260,Bronx Center for Science and Mathematics,Residential District 25,,6,s,
42034,9,09X260,Bronx Center for Science and Mathematics,Residential District 26,,s,s,
42035,9,09X260,Bronx Center for Science and Mathematics,Residential District 27,,s,s,
42036,9,09X260,Bronx Center for Science and Mathematics,Residential District 28,,9,s,
42037,9,09X260,Bronx Center for Science and Mathematics,Residential District 29,,7,s,
42038,9,09X260,Bronx Center for Science and Mathematics,Residential District 30,,9,s,
42039,9,09X260,Bronx Center for Science and Mathematics,Residential District 31,,s,s,
42040,9,09X260,Bronx Center for Science and Mathematics,Residential District 32,,s,s,
42041,9,09X260,Bronx Center for Science and Mathematics,Residential District Unknown,,11,s,
47091,10,10X351,Bronx Collaborative High School,Residential District 02,,s,s,
47092,10,10X351,Bronx Collaborative High School,Residential District 03,,s,s,
47093,10,10X351,Bronx Collaborative High School,Residential District 05,,s,s,
47094,10,10X351,Bronx Collaborative High School,Residential District 06,,s,s,
47095,10,10X351,Bronx Collaborative High School,Residential District 07,,41,11,
47096,10,10X351,Bronx Collaborative High School,Residential District 08,,29,s,
47097,10,10X351,Bronx Collaborative High School,Residential District 09,,83,19,
47098,10,10X351,Bronx Collaborative High School,Residential District 10,,246,48,
47099,10,10X351,Bronx Collaborative High School,Residential District 11,,161,22,
47100,10,10X351,Bronx Collaborative High School,Residential District 12,,36,9,
47101,10,10X351,Bronx Collaborative High School,Residential District 13,,s,s,
47102,10,10X351,Bronx Collaborative High School,Residential District 17,,s,s,
47103,10,10X351,Bronx Collaborative High School,Residential District 19,,s,s,
47104,10,10X351,Bronx Collaborative High School,Residential District 23,,s,s,
47105,10,10X351,Bronx Collaborative High School,Residential District 24,,s,s,
47106,10,10X351,Bronx Collaborative High School,Residential District 27,,s,s,
47107,10,10X351,Bronx Collaborative High School,Residential District 31,,s,s,
47108,10,10X351,Bronx Collaborative High School,Residential District Unknown,,s,s,
41449,9,09X227,Bronx Collegiate Academy,Residential District 01,,s,s,
41450,9,09X227,Bronx Collegiate Academy,Residential District 02,,s,s,
41451,9,09X227,Bronx Collegiate Academy,Residential District 03,,s,s,
41452,9,09X227,Bronx Collegiate Academy,Residential District 04,,s,s,
41453,9,09X227,Bronx Collegiate Academy,Residential District 05,,s,s,
41454,9,09X227,Bronx Collegiate Academy,Residential District 06,,s,s,
41455,9,09X227,Bronx Collegiate Academy,Residential District 07,,58,7,
41456,9,09X227,Bronx Collegiate Academy,Residential District 08,,45,s,
41457,9,09X227,Bronx Collegiate Academy,Residential District 09,,252,47,
41458,9,09X227,Bronx Collegiate Academy,Residential District 10,,186,41,
41459,9,09X227,Bronx Collegiate Academy,Residential District 11,,118,18,
41460,9,09X227,Bronx Collegiate Academy,Residential District 12,,53,s,
41461,9,09X227,Bronx Collegiate Academy,Residential District 17,,s,s,
41462,9,09X227,Bronx Collegiate Academy,Residential District 18,,s,s,
41463,9,09X227,Bronx Collegiate Academy,Residential District 19,,s,s,
41464,9,09X227,Bronx Collegiate Academy,Residential District 24,,s,s,
41465,9,09X227,Bronx Collegiate Academy,Residential District 27,,s,s,
41466,9,09X227,Bronx Collegiate Academy,Residential District 29,,s,s,
