,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
72420,17,17K600,Clara Barton High School,Residential District 32,,20,7,
43923,9,09X564,Claremont International HS,Residential District 03,,s,s,
43924,9,09X564,Claremont International HS,Residential District 06,,s,s,
43925,9,09X564,Claremont International HS,Residential District 07,,22,s,
43926,9,09X564,Claremont International HS,Residential District 08,,16,s,
43927,9,09X564,Claremont International HS,Residential District 09,,160,s^,
43928,9,09X564,Claremont International HS,Residential District 10,,71,s,
43929,9,09X564,Claremont International HS,Residential District 11,,10,s,
43930,9,09X564,Claremont International HS,Residential District 12,,15,s,
43931,9,09X564,Claremont International HS,Residential District 16,,s,s,
43932,9,09X564,Claremont International HS,Residential District 23,,s,s,
43933,9,09X564,Claremont International HS,Residential District 32,,s,s,
66921,15,15K519,Cobble Hill School of American Studies,Residential District 01,,s,s,
66922,15,15K519,Cobble Hill School of American Studies,Residential District 05,,s,s,
66923,15,15K519,Cobble Hill School of American Studies,Residential District 07,,s,s,
66924,15,15K519,Cobble Hill School of American Studies,Residential District 09,,s,s,
66925,15,15K519,Cobble Hill School of American Studies,Residential District 10,,s,s,
66926,15,15K519,Cobble Hill School of American Studies,Residential District 11,,s,s,
66927,15,15K519,Cobble Hill School of American Studies,Residential District 12,,s,s,
66928,15,15K519,Cobble Hill School of American Studies,Residential District 13,,65,7,
66929,15,15K519,Cobble Hill School of American Studies,Residential District 14,,26,s,
66930,15,15K519,Cobble Hill School of American Studies,Residential District 15,,80,11,
66931,15,15K519,Cobble Hill School of American Studies,Residential District 16,,37,s,
66932,15,15K519,Cobble Hill School of American Studies,Residential District 17,,99,14,
66933,15,15K519,Cobble Hill School of American Studies,Residential District 18,,70,8,
66934,15,15K519,Cobble Hill School of American Studies,Residential District 19,,131,15,
66935,15,15K519,Cobble Hill School of American Studies,Residential District 20,,41,7,
66936,15,15K519,Cobble Hill School of American Studies,Residential District 21,,19,s,
66937,15,15K519,Cobble Hill School of American Studies,Residential District 22,,77,9,
66938,15,15K519,Cobble Hill School of American Studies,Residential District 23,,62,9,
66939,15,15K519,Cobble Hill School of American Studies,Residential District 24,,11,s,
66940,15,15K519,Cobble Hill School of American Studies,Residential District 27,,29,s,
66941,15,15K519,Cobble Hill School of American Studies,Residential District 28,,s,s,
66942,15,15K519,Cobble Hill School of American Studies,Residential District 29,,6,s,
66943,15,15K519,Cobble Hill School of American Studies,Residential District 30,,s,s,
66944,15,15K519,Cobble Hill School of American Studies,Residential District 31,,6,s,
66945,15,15K519,Cobble Hill School of American Studies,Residential District 32,,18,s,
66946,15,15K519,Cobble Hill School of American Studies,Residential District Unknown,,s,s,
52101,11,11X288,Collegiate Institute for Math and Science,Residential District 01,,s,s,
52102,11,11X288,Collegiate Institute for Math and Science,Residential District 02,,s,s,
52103,11,11X288,Collegiate Institute for Math and Science,Residential District 03,,s,s,
52104,11,11X288,Collegiate Institute for Math and Science,Residential District 04,,11,s,
52105,11,11X288,Collegiate Institute for Math and Science,Residential District 05,,11,s,
52106,11,11X288,Collegiate Institute for Math and Science,Residential District 06,,10,s,
52107,11,11X288,Collegiate Institute for Math and Science,Residential District 07,,67,s,
52108,11,11X288,Collegiate Institute for Math and Science,Residential District 08,,345,13,
52109,11,11X288,Collegiate Institute for Math and Science,Residential District 09,,289,16,
52110,11,11X288,Collegiate Institute for Math and Science,Residential District 10,,443,19,
52111,11,11X288,Collegiate Institute for Math and Science,Residential District 11,,1144,106,
52112,11,11X288,Collegiate Institute for Math and Science,Residential District 12,,197,17,
52113,11,11X288,Collegiate Institute for Math and Science,Residential District 13,,s,s,
52114,11,11X288,Collegiate Institute for Math and Science,Residential District 17,,s,s,
52115,11,11X288,Collegiate Institute for Math and Science,Residential District 18,,s,s,
52116,11,11X288,Collegiate Institute for Math and Science,Residential District 19,,s,s,
52117,11,11X288,Collegiate Institute for Math and Science,Residential District 20,,s,s,
52118,11,11X288,Collegiate Institute for Math and Science,Residential District 21,,s,s,
52119,11,11X288,Collegiate Institute for Math and Science,Residential District 22,,s,s,
52120,11,11X288,Collegiate Institute for Math and Science,Residential District 23,,s,s,
52121,11,11X288,Collegiate Institute for Math and Science,Residential District 24,,6,s,
52122,11,11X288,Collegiate Institute for Math and Science,Residential District 25,,s,s,
52123,11,11X288,Collegiate Institute for Math and Science,Residential District 26,,s,s,
52124,11,11X288,Collegiate Institute for Math and Science,Residential District 27,,s,s,
52125,11,11X288,Collegiate Institute for Math and Science,Residential District 28,,s,s,
52126,11,11X288,Collegiate Institute for Math and Science,Residential District 29,,s,s,
52127,11,11X288,Collegiate Institute for Math and Science,Residential District 30,,s,s,
52128,11,11X288,Collegiate Institute for Math and Science,Residential District 31,,s,s,
52129,11,11X288,Collegiate Institute for Math and Science,Residential District 32,,s,s,
52130,11,11X288,Collegiate Institute for Math and Science,Residential District Unknown,,s,s,
30588,5,05M362,Columbia Secondary School,Residential District 01,,68,s,
30589,5,05M362,Columbia Secondary School,Residential District 02,,488,s,
30590,5,05M362,Columbia Secondary School,Residential District 03,,436,22,
30591,5,05M362,Columbia Secondary School,Residential District 04,,223,15,
30592,5,05M362,Columbia Secondary School,Residential District 05,,321,26,
30593,5,05M362,Columbia Secondary School,Residential District 06,,391,49,
30594,5,05M362,Columbia Secondary School,Residential District 07,,135,s,
30595,5,05M362,Columbia Secondary School,Residential District 08,,180,s,
30596,5,05M362,Columbia Secondary School,Residential District 09,,251,s,
30597,5,05M362,Columbia Secondary School,Residential District 10,,332,s,
30598,5,05M362,Columbia Secondary School,Residential District 11,,304,s,
30599,5,05M362,Columbia Secondary School,Residential District 12,,111,s,
30600,5,05M362,Columbia Secondary School,Residential District 13,,49,s,
30601,5,05M362,Columbia Secondary School,Residential District 14,,23,s,
30602,5,05M362,Columbia Secondary School,Residential District 15,,75,s,
30603,5,05M362,Columbia Secondary School,Residential District 16,,15,s,
30604,5,05M362,Columbia Secondary School,Residential District 17,,62,s,
30605,5,05M362,Columbia Secondary School,Residential District 18,,28,s,
30606,5,05M362,Columbia Secondary School,Residential District 19,,71,s,
30607,5,05M362,Columbia Secondary School,Residential District 20,,38,s,
30608,5,05M362,Columbia Secondary School,Residential District 21,,21,s,
30609,5,05M362,Columbia Secondary School,Residential District 22,,46,s,
30610,5,05M362,Columbia Secondary School,Residential District 23,,14,s,
30611,5,05M362,Columbia Secondary School,Residential District 24,,172,s,
30612,5,05M362,Columbia Secondary School,Residential District 25,,63,s,
30613,5,05M362,Columbia Secondary School,Residential District 26,,34,s,
30614,5,05M362,Columbia Secondary School,Residential District 27,,78,s,
30615,5,05M362,Columbia Secondary School,Residential District 28,,74,s,
30616,5,05M362,Columbia Secondary School,Residential District 29,,44,s,
30617,5,05M362,Columbia Secondary School,Residential District 30,,190,s,
30618,5,05M362,Columbia Secondary School,Residential District 31,,11,s,
30619,5,05M362,Columbia Secondary School,Residential District 32,,23,s,
30620,5,05M362,Columbia Secondary School,Residential District Unknown,,11,s,
33581,6,06M346,Community Health Academy of the Heights,Residential District 01,,s,s,
33582,6,06M346,Community Health Academy of the Heights,Residential District 02,,s,s,
33583,6,06M346,Community Health Academy of the Heights,Residential District 03,,27,s,
33584,6,06M346,Community Health Academy of the Heights,Residential District 04,,24,s,
33585,6,06M346,Community Health Academy of the Heights,Residential District 05,,78,s,
33586,6,06M346,Community Health Academy of the Heights,Residential District 06,,326,69,
33587,6,06M346,Community Health Academy of the Heights,Residential District 07,,18,s,
33588,6,06M346,Community Health Academy of the Heights,Residential District 08,,25,s,
33589,6,06M346,Community Health Academy of the Heights,Residential District 09,,89,8,
33590,6,06M346,Community Health Academy of the Heights,Residential District 10,,84,11,
33591,6,06M346,Community Health Academy of the Heights,Residential District 11,,31,s,
33592,6,06M346,Community Health Academy of the Heights,Residential District 12,,23,s,
33593,6,06M346,Community Health Academy of the Heights,Residential District 13,,s,s,
33594,6,06M346,Community Health Academy of the Heights,Residential District 16,,s,s,
33595,6,06M346,Community Health Academy of the Heights,Residential District 17,,s,s,
33596,6,06M346,Community Health Academy of the Heights,Residential District 18,,s,s,
33597,6,06M346,Community Health Academy of the Heights,Residential District 19,,s,s,
33598,6,06M346,Community Health Academy of the Heights,Residential District 20,,s,s,
33599,6,06M346,Community Health Academy of the Heights,Residential District 22,,s,s,
33600,6,06M346,Community Health Academy of the Heights,Residential District 23,,s,s,
33601,6,06M346,Community Health Academy of the Heights,Residential District 24,,s,s,
33602,6,06M346,Community Health Academy of the Heights,Residential District 26,,s,s,
33603,6,06M346,Community Health Academy of the Heights,Residential District 27,,s,s,
33604,6,06M346,Community Health Academy of the Heights,Residential District 29,,6,s,
33605,6,06M346,Community Health Academy of the Heights,Residential District 30,,s,s,
33606,6,06M346,Community Health Academy of the Heights,Residential District 31,,s,s,
33607,6,06M346,Community Health Academy of the Heights,Residential District 32,,s,s,
33608,6,06M346,Community Health Academy of the Heights,Residential District Unknown,,s,s,
36409,7,07X427,Community School for Social Justice,Residential District 01,,s,s,
36410,7,07X427,Community School for Social Justice,Residential District 03,,s,s,
36411,7,07X427,Community School for Social Justice,Residential District 04,,12,s,
36412,7,07X427,Community School for Social Justice,Residential District 05,,16,s,
36413,7,07X427,Community School for Social Justice,Residential District 06,,8,s,
36414,7,07X427,Community School for Social Justice,Residential District 07,,59,46,
36415,7,07X427,Community School for Social Justice,Residential District 08,,31,18,
36416,7,07X427,Community School for Social Justice,Residential District 09,,94,18,
36417,7,07X427,Community School for Social Justice,Residential District 10,,59,8,
36418,7,07X427,Community School for Social Justice,Residential District 11,,33,s,
36419,7,07X427,Community School for Social Justice,Residential District 12,,31,7,
36420,7,07X427,Community School for Social Justice,Residential District 13,,s,s,
36421,7,07X427,Community School for Social Justice,Residential District 16,,s,s,
36422,7,07X427,Community School for Social Justice,Residential District 17,,s,s,
36423,7,07X427,Community School for Social Justice,Residential District 19,,s,s,
36424,7,07X427,Community School for Social Justice,Residential District 22,,s,s,
36425,7,07X427,Community School for Social Justice,Residential District 24,,s,s,
36426,7,07X427,Community School for Social Justice,Residential District 28,,s,s,
36427,7,07X427,Community School for Social Justice,Residential District 30,,s,s,
36428,7,07X427,Community School for Social Justice,Residential District 31,,s,s,
36429,7,07X427,Community School for Social Justice,Residential District Unknown,,s,s,
42612,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 01,,s,s,
42613,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 02,,s,s,
42614,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 03,,s,s,
42615,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 04,,s,s,
42616,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 05,,8,s,
42617,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 06,,14,s,
42618,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 07,,56,s,
42619,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 08,,78,s,
42620,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 09,,589,96,
42621,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 10,,323,s,
42622,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 11,,67,s,
42623,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 12,,60,s,
42624,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 13,,s,s,
42625,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 17,,s,s,
42626,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 18,,s,s,
42627,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 19,,s,s,
42628,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 22,,s,s,
42629,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 24,,s,s,
42630,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 27,,s,s,
42631,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 28,,s,s,
42632,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 29,,s,s,
42633,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 30,,s,s,
42634,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 31,,s,s,
42635,9,09X327,Comprehensive Model School Project M.S. 327,Residential District 32,,s,s,
42636,9,09X327,Comprehensive Model School Project M.S. 327,Residential District Unknown,,s,s,
48944,10,10X524,Crotona International High School,Residential District 02,,s,s,
48945,10,10X524,Crotona International High School,Residential District 03,,s,s,
48946,10,10X524,Crotona International High School,Residential District 06,,s,s,
48947,10,10X524,Crotona International High School,Residential District 07,,10,s,
48948,10,10X524,Crotona International High School,Residential District 08,,18,s,
48949,10,10X524,Crotona International High School,Residential District 09,,54,s,
48950,10,10X524,Crotona International High School,Residential District 10,,113,12,
48951,10,10X524,Crotona International High School,Residential District 11,,20,s,
48952,10,10X524,Crotona International High School,Residential District 12,,48,s,
48953,10,10X524,Crotona International High School,Residential District 22,,s,s,
48954,10,10X524,Crotona International High School,Residential District 23,,s,s,
48955,10,10X524,Crotona International High School,Residential District 31,,s,s,
48956,10,10X524,Crotona International High School,Residential District 32,,s,s,
74612,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 01,,s,s,
74613,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 05,,s,s,
74614,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 09,,s,s,
74615,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 10,,s,s,
74616,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 11,,s,s,
74617,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 12,,s,s,
74618,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 13,,16,s,
74619,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 14,,9,s,
74620,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 15,,10,s,
74621,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 16,,19,s,
74622,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 17,,58,6,
74623,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 18,,98,15,
74624,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 19,,55,s,
74625,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 20,,8,s,
74626,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 21,,s,s,
74627,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 22,,71,8,
74628,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 23,,48,s,
74629,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 24,,9,s,
74630,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 25,,s,s,
74631,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 26,,s,s,
74632,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 27,,13,s,
74633,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 28,,6,s,
74634,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 29,,6,s,
74635,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 31,,s,s,
74636,18,18K629,Cultural Academy for the Arts and Sciences,Residential District 32,,8,s,
74637,18,18K629,Cultural Academy for the Arts and Sciences,Residential District Unknown,,s,s,
118121,31,31R450,Curtis High School,Residential District 01,,s,s,
118122,31,31R450,Curtis High School,Residential District 02,,s,s,
118123,31,31R450,Curtis High School,Residential District 03,,s,s,
118124,31,31R450,Curtis High School,Residential District 04,,s,s,
118125,31,31R450,Curtis High School,Residential District 05,,s,s,
118126,31,31R450,Curtis High School,Residential District 07,,s,s,
118127,31,31R450,Curtis High School,Residential District 08,,s,s,
118128,31,31R450,Curtis High School,Residential District 09,,s,s,
118129,31,31R450,Curtis High School,Residential District 10,,s,s,
118130,31,31R450,Curtis High School,Residential District 11,,s,s,
118131,31,31R450,Curtis High School,Residential District 12,,s,s,
118132,31,31R450,Curtis High School,Residential District 13,,s,s,
118133,31,31R450,Curtis High School,Residential District 15,,9,s,
118134,31,31R450,Curtis High School,Residential District 16,,s,s,
118135,31,31R450,Curtis High School,Residential District 17,,s,s,
118136,31,31R450,Curtis High School,Residential District 18,,8,s,
118137,31,31R450,Curtis High School,Residential District 19,,11,s,
118138,31,31R450,Curtis High School,Residential District 20,,27,s,
118139,31,31R450,Curtis High School,Residential District 21,,s,s,
118140,31,31R450,Curtis High School,Residential District 22,,s,s,
118141,31,31R450,Curtis High School,Residential District 23,,s,s,
118142,31,31R450,Curtis High School,Residential District 24,,9,s,
118143,31,31R450,Curtis High School,Residential District 25,,s,s,
118144,31,31R450,Curtis High School,Residential District 26,,s,s,
118145,31,31R450,Curtis High School,Residential District 27,,s,s,
118146,31,31R450,Curtis High School,Residential District 28,,s,s,
118147,31,31R450,Curtis High School,Residential District 29,,6,s,
118148,31,31R450,Curtis High School,Residential District 30,,s,s,
118149,31,31R450,Curtis High School,Residential District 31,,1261,636,
118150,31,31R450,Curtis High School,Residential District 32,,s,s,
118151,31,31R450,Curtis High School,Residential District Unknown,,s,s,
66540,15,15K463,Cyberarts Studio Academy,Residential District 06,,s,s,
66541,15,15K463,Cyberarts Studio Academy,Residential District 09,,s,s,
66542,15,15K463,Cyberarts Studio Academy,Residential District 13,,11,s,
66543,15,15K463,Cyberarts Studio Academy,Residential District 14,,s,s,
66544,15,15K463,Cyberarts Studio Academy,Residential District 15,,75,7,
66545,15,15K463,Cyberarts Studio Academy,Residential District 16,,s,s,
66546,15,15K463,Cyberarts Studio Academy,Residential District 17,,23,s,
66547,15,15K463,Cyberarts Studio Academy,Residential District 18,,s,s,
66548,15,15K463,Cyberarts Studio Academy,Residential District 19,,10,s,
66549,15,15K463,Cyberarts Studio Academy,Residential District 20,,24,s,
66550,15,15K463,Cyberarts Studio Academy,Residential District 21,,s,s,
66551,15,15K463,Cyberarts Studio Academy,Residential District 22,,21,s,
66552,15,15K463,Cyberarts Studio Academy,Residential District 23,,12,s,
66553,15,15K463,Cyberarts Studio Academy,Residential District 28,,s,s,
66554,15,15K463,Cyberarts Studio Academy,Residential District 31,,s,s,
66555,15,15K463,Cyberarts Studio Academy,Residential District 32,,s,s,
77362,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 03,,s,s,
77363,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 05,,s,s,
77364,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 06,,s,s,
77365,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 07,,s,s,
77366,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 09,,s,s,
77367,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 13,,s,s,
77368,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 14,,s,s,
77369,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 16,,8,s,
77370,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 17,,s,s,
77371,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 18,,7,s,
77372,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 19,,242,49,
77373,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 20,,s,s,
77374,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 22,,s,s,
77375,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 23,,15,s,
77376,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 24,,32,23,
77377,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 25,,s,s,
77378,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 26,,s,s,
77379,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 27,,108,50,
77380,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 28,,9,s,
77381,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 29,,6,s,
77382,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 30,,s,s,
77383,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District 32,,21,s,
77384,19,19K659,Cypress Hills Collegiate Preparatory School,Residential District Unknown,,s,s,
48282,10,10X440,DeWitt Clinton High School,Residential District 01,,s,s,
48283,10,10X440,DeWitt Clinton High School,Residential District 02,,10,s,
48284,10,10X440,DeWitt Clinton High School,Residential District 03,,s,s,
48285,10,10X440,DeWitt Clinton High School,Residential District 04,,9,s,
48286,10,10X440,DeWitt Clinton High School,Residential District 05,,15,s,
48287,10,10X440,DeWitt Clinton High School,Residential District 06,,6,s,
48288,10,10X440,DeWitt Clinton High School,Residential District 07,,52,s,
48289,10,10X440,DeWitt Clinton High School,Residential District 08,,79,11,
48290,10,10X440,DeWitt Clinton High School,Residential District 09,,186,25,
48291,10,10X440,DeWitt Clinton High School,Residential District 10,,592,170,
48292,10,10X440,DeWitt Clinton High School,Residential District 11,,435,102,
48293,10,10X440,DeWitt Clinton High School,Residential District 12,,72,11,
48294,10,10X440,DeWitt Clinton High School,Residential District 13,,s,s,
48295,10,10X440,DeWitt Clinton High School,Residential District 15,,s,s,
48296,10,10X440,DeWitt Clinton High School,Residential District 17,,s,s,
48297,10,10X440,DeWitt Clinton High School,Residential District 18,,s,s,
48298,10,10X440,DeWitt Clinton High School,Residential District 19,,6,s,
48299,10,10X440,DeWitt Clinton High School,Residential District 20,,s,s,
48300,10,10X440,DeWitt Clinton High School,Residential District 21,,s,s,
48301,10,10X440,DeWitt Clinton High School,Residential District 22,,s,s,
48302,10,10X440,DeWitt Clinton High School,Residential District 23,,s,s,
48303,10,10X440,DeWitt Clinton High School,Residential District 24,,s,s,
48304,10,10X440,DeWitt Clinton High School,Residential District 25,,s,s,
48305,10,10X440,DeWitt Clinton High School,Residential District 27,,s,s,
48306,10,10X440,DeWitt Clinton High School,Residential District 28,,s,s,
48307,10,10X440,DeWitt Clinton High School,Residential District 29,,6,s,
48308,10,10X440,DeWitt Clinton High School,Residential District 30,,s,s,
48309,10,10X440,DeWitt Clinton High School,Residential District 31,,s,s,
48310,10,10X440,DeWitt Clinton High School,Residential District 32,,s,s,
48311,10,10X440,DeWitt Clinton High School,Residential District Unknown,,s,s,
65758,15,15K429,Digital Arts and Cinema Technology High School,Residential District 01,,s,s,
65759,15,15K429,Digital Arts and Cinema Technology High School,Residential District 02,,9,s,
65760,15,15K429,Digital Arts and Cinema Technology High School,Residential District 04,,s,s,
65761,15,15K429,Digital Arts and Cinema Technology High School,Residential District 05,,s,s,
65762,15,15K429,Digital Arts and Cinema Technology High School,Residential District 06,,s,s,
65763,15,15K429,Digital Arts and Cinema Technology High School,Residential District 07,,s,s,
65764,15,15K429,Digital Arts and Cinema Technology High School,Residential District 08,,s,s,
65765,15,15K429,Digital Arts and Cinema Technology High School,Residential District 09,,s,s,
65766,15,15K429,Digital Arts and Cinema Technology High School,Residential District 10,,6,s,
65767,15,15K429,Digital Arts and Cinema Technology High School,Residential District 11,,6,s,
65768,15,15K429,Digital Arts and Cinema Technology High School,Residential District 12,,10,s,
65769,15,15K429,Digital Arts and Cinema Technology High School,Residential District 13,,99,13,
65770,15,15K429,Digital Arts and Cinema Technology High School,Residential District 14,,31,7,
65771,15,15K429,Digital Arts and Cinema Technology High School,Residential District 15,,204,48,
65772,15,15K429,Digital Arts and Cinema Technology High School,Residential District 16,,56,9,
65773,15,15K429,Digital Arts and Cinema Technology High School,Residential District 17,,76,10,
65774,15,15K429,Digital Arts and Cinema Technology High School,Residential District 18,,44,s,
65775,15,15K429,Digital Arts and Cinema Technology High School,Residential District 19,,122,7,
65776,15,15K429,Digital Arts and Cinema Technology High School,Residential District 20,,56,7,
65777,15,15K429,Digital Arts and Cinema Technology High School,Residential District 21,,22,6,
65778,15,15K429,Digital Arts and Cinema Technology High School,Residential District 22,,68,8,
65779,15,15K429,Digital Arts and Cinema Technology High School,Residential District 23,,62,s,
65780,15,15K429,Digital Arts and Cinema Technology High School,Residential District 24,,22,s,
65781,15,15K429,Digital Arts and Cinema Technology High School,Residential District 25,,s,s,
65782,15,15K429,Digital Arts and Cinema Technology High School,Residential District 26,,s,s,
65783,15,15K429,Digital Arts and Cinema Technology High School,Residential District 27,,34,s,
65784,15,15K429,Digital Arts and Cinema Technology High School,Residential District 28,,6,s,
65785,15,15K429,Digital Arts and Cinema Technology High School,Residential District 29,,s,s,
65786,15,15K429,Digital Arts and Cinema Technology High School,Residential District 30,,6,s,
65787,15,15K429,Digital Arts and Cinema Technology High School,Residential District 31,,10,s,
65788,15,15K429,Digital Arts and Cinema Technology High School,Residential District 32,,25,s,
65789,15,15K429,Digital Arts and Cinema Technology High School,Residential District Unknown,,s,s,
49086,10,10X549,Discovery High School,Residential District 02,,s,s,
49087,10,10X549,Discovery High School,Residential District 03,,s,s,
49088,10,10X549,Discovery High School,Residential District 04,,s,s,
49089,10,10X549,Discovery High School,Residential District 05,,6,s,
49090,10,10X549,Discovery High School,Residential District 06,,7,s,
49091,10,10X549,Discovery High School,Residential District 07,,49,s,
49092,10,10X549,Discovery High School,Residential District 08,,108,6,
49093,10,10X549,Discovery High School,Residential District 09,,276,25,
49094,10,10X549,Discovery High School,Residential District 10,,751,103,
49095,10,10X549,Discovery High School,Residential District 11,,197,20,
49096,10,10X549,Discovery High School,Residential District 12,,74,s,
49097,10,10X549,Discovery High School,Residential District 13,,s,s,
49098,10,10X549,Discovery High School,Residential District 18,,s,s,
49099,10,10X549,Discovery High School,Residential District 21,,s,s,
49100,10,10X549,Discovery High School,Residential District 23,,s,s,
49101,10,10X549,Discovery High School,Residential District 30,,s,s,
49102,10,10X549,Discovery High School,Residential District 31,,s,s,
49103,10,10X549,Discovery High School,Residential District Unknown,,s,s,
57447,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 01,,s,s,
57448,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 02,,s,s,
57449,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 03,,s,s,
57450,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 04,,s,s,
57451,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 05,,s,s,
57452,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 07,,s,s,
57453,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 09,,s,s,
57454,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 10,,s,s,
57455,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 11,,s,s,
57456,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 12,,s,s,
57457,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 13,,72,21,
57458,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 14,,23,s,
57459,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 15,,26,6,
57460,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 16,,25,6,
57461,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 17,,45,6,
57462,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 18,,26,s,
57463,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 19,,62,6,
57464,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 20,,11,s,
57465,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 21,,19,s,
57466,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 22,,36,s,
57467,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 23,,44,9,
57468,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 24,,7,s,
57469,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 25,,s,s,
57470,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 26,,s,s,
57471,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Residential District 27,,10,s,
