district,school,num_applications
Residential District 09,09X403,145
Residential District 09,11X265,41
Residential District 09,12X267,429
Residential District 09,09X525,262
Residential District 09,07X527,354
Residential District 09,08X349,156
Residential District 09,09X505,632
Residential District 09,10X284,101
Residential District 09,08X269,94
Residential District 09,10X546,122
Residential District 09,11X508,187
Residential District 09,15K448,1
Residential District 09,22K555,6
Residential District 09,13K412,3
Residential District 09,18K566,2
Residential District 09,16K498,8
Residential District 09,15K656,12
Residential District 09,17K745,2
Residential District 09,13K439,2
Residential District 09,19K639,2
Residential District 09,14K488,8
Residential District 09,17K548,3
Residential District 09,21K690,2
Residential District 09,18K567,2
Residential District 09,32K556,2
Residential District 09,02M393,163
Residential District 09,26Q315,2
Residential District 09,29Q326,2
Residential District 09,07X548,262
Residential District 09,10X442,68
Residential District 09,04M555,448
Residential District 09,27Q262,2
Residential District 09,02M615,71
Residential District 09,06M293,154
Residential District 09,13K674,3
Residential District 09,24Q293,2
Residential District 09,17K600,2
Residential District 09,09X564,160
Residential District 09,15K519,3
Residential District 09,11X288,289
Residential District 09,05M362,251
Residential District 09,06M346,89
Residential District 09,07X427,94
Residential District 09,09X327,589
Residential District 09,10X524,54
Residential District 09,18K629,3
Residential District 09,31R450,3
Residential District 09,15K463,4
Residential District 09,19K659,2
Residential District 09,10X440,186
Residential District 09,15K429,3
Residential District 09,10X549,276
Residential District 09,13K265,3
Residential District 09,09X329,184
Residential District 09,32K545,2
Residential District 09,09X231,118
Residential District 09,23K644,2
Residential District 09,29Q327,2
Residential District 09,05M148,27
Residential District 09,12X271,82
Residential District 09,19K409,2
Residential District 09,01M450,62
Residential District 09,14K477,3
Residential District 09,25Q281,2
Residential District 09,14K685,2
Residential District 09,02M416,203
Residential District 09,30Q258,7
Residential District 09,27Q314,2
Residential District 09,04M372,31
Residential District 09,02M294,103
Residential District 09,09X250,469
Residential District 09,12X251,155
Residential District 09,19K502,3
Residential District 09,02M303,20
Residential District 09,12X682,41
Residential District 09,25Q460,3
Residential District 09,02M288,136
Residential District 09,10X437,294
Residential District 09,10X438,440
Residential District 09,28Q440,6
Residential District 09,20K490,2
Residential District 09,26Q430,9
Residential District 09,03M417,118
Residential District 09,30Q501,8
Residential District 09,20K505,2
Residential District 09,05M499,245
Residential District 09,03M860,53
Residential District 09,09X517,133
Residential District 09,27Q260,3
Residential District 09,23K514,2
Residential District 09,29Q272,3
Residential District 09,13K605,3
Residential District 09,08X452,22
Residential District 09,02M374,40
Residential District 09,06M552,94
Residential District 09,24Q485,2
Residential District 09,07X259,137
Residential District 09,11X455,166
Residential District 09,02M534,102
Residential District 09,07X670,91
Residential District 09,08X405,125
Residential District 09,04M680,64
Residential District 09,24Q550,6
Residential District 09,28Q328,2
Residential District 09,27Q650,3
Residential District 09,11X544,76
Residential District 09,02M545,29
Residential District 09,10X565,122
Residential District 09,02M400,156
Residential District 09,06M423,3
Residential District 09,06M468,106
Residential District 09,02M420,219
Residential District 09,18K617,2
Residential District 09,03M492,104
Residential District 09,28Q690,2
Residential District 09,06M467,99
Residential District 09,06M463,60
Residential District 09,18K633,3
Residential District 09,17K546,2
Residential District 09,17K539,2
Residential District 09,10X433,84
Residential District 09,09X543,65
Residential District 09,17K537,2
Residential District 09,24Q267,2
Residential District 09,03M494,69
Residential District 09,11X275,102
Residential District 09,02M489,111
Residential District 09,02M296,55
Residential District 09,11X509,34
Residential District 09,21K348,2
Residential District 09,20K485,2
Residential District 09,12X550,22
Residential District 09,28Q505,3
Residential District 09,28Q325,1
Residential District 09,07X500,282
Residential District 09,02M437,23
Residential District 09,29Q498,2
Residential District 09,02M605,47
Residential District 09,10X368,78
Residential District 09,02M544,2
Residential District 09,30Q502,2
Residential District 09,02M407,38
Residential District 09,29Q243,2
Residential District 09,07X334,69
Residential District 09,24Q530,2
Residential District 09,02M438,39
Residential District 09,24Q236,2
Residential District 09,10X342,66
Residential District 09,06M211,192
Residential District 09,18K563,3
Residential District 09,02M529,28
Residential District 09,28Q350,2
Residential District 09,22K425,2
Residential District 09,27Q480,3
Residential District 09,25Q425,8
Residential District 09,21K540,9
Residential District 09,15K462,7
Residential District 09,14K071,2
Residential District 09,15K592,2
Residential District 09,21K468,2
Residential District 09,10X268,50
Residential District 09,10X374,691
Residential District 09,02M419,32
Residential District 09,02M425,53
Residential District 09,22K535,3
Residential District 09,02M655,45
Residential District 09,30Q450,6
Residential District 09,08X530,44
Residential District 09,02M308,80
Residential District 09,14K586,2
Residential District 09,03M541,239
Residential District 09,02M427,32
Residential District 09,02M542,117
Residential District 09,02M392,106
Residential District 09,04M435,436
Residential District 09,02M280,108
Residential District 09,02M459,47
Residential District 09,02M439,272
Residential District 09,10X477,194
Residential District 09,26Q435,2
Residential District 09,24Q585,3
Residential District 09,17K590,3
Residential District 09,28Q167,2
Residential District 09,12X248,22
Residential District 09,24Q520,3
Residential District 09,22K405,3
Residential District 09,08X312,90
Residential District 09,15K684,3
Residential District 09,02M418,156
Residential District 09,09X297,243
Residential District 09,09X252,558
Residential District 09,05M304,40
Residential District 09,12X242,269
Residential District 09,07X473,67
Residential District 09,19K583,2
Residential District 09,02M432,15
Residential District 09,02M520,19
Residential District 09,02M412,39
Residential District 09,02M414,74
Residential District 09,02M376,119
Residential District 09,16K765,2
Residential District 09,02M543,115
Residential District 09,09X350,61
Residential District 09,31R440,2
Residential District 09,01M539,94
Residential District 09,20K445,3
Residential District 09,11X513,95
Residential District 09,01M292,44
Residential District 09,22K611,2
Residential District 09,14K474,2
Residential District 09,02M298,162
Residential District 09,24Q296,2
Residential District 09,12X388,56
Residential District 09,04M495,336
Residential District 09,15K464,2
Residential District 09,29Q259,2
Residential District 09,17K122,3
Residential District 09,08X320,36
Residential District 09,11X542,357
Residential District 09,19K507,3
Residential District 09,31R445,2
Residential District 09,02M408,36
Residential District 09,28Q680,2
Residential District 09,27Q302,2
Residential District 09,25Q241,2
Residential District 09,24Q600,6
Residential District 09,02M422,18
Residential District 09,31R600,2
Residential District 09,08X293,79
Residential District 09,02M531,26
Residential District 09,02M580,14
Residential District 09,27Q475,3
Residential District 09,10X141,87
Residential District 09,24Q560,2
Residential District 09,27Q351,2
Residential District 09,27Q324,2
Residential District 09,27Q323,2
Residential District 09,09X404,90
Residential District 09,17K531,2
Residential District 09,08X559,25
Residential District 09,02M413,56
Residential District 09,08X348,43
Residential District 09,13K419,3
Residential District 09,17K543,3
Residential District 09,07X221,417
Residential District 09,03M859,11
Residential District 09,02M139,24
Residential District 09,15K667,2
Residential District 09,31R460,3
Residential District 09,02M519,45
Residential District 09,23K697,2
Residential District 09,32K552,6
Residential District 09,15K497,2
Residential District 09,11X514,11
Residential District 09,16K688,2
Residential District 09,32K168,2
Residential District 09,32K549,2
Residential District 09,12X478,146
Residential District 09,02M260,32
Residential District 09,06M462,57
Residential District 09,03M403,125
Residential District 09,02M399,35
Residential District 09,14K478,6
Residential District 09,17K528,2
Residential District 09,02M600,119
Residential District 09,07X223,302
Residential District 09,10X237,73
Residential District 09,03M299,6
Residential District 09,12X521,32
Residential District 09,07X551,156
Residential District 09,19K764,2
Residential District 09,02M135,45
Residential District 09,05M157,10
Residential District 09,03M402,42
Residential District 09,13K483,10
Residential District 09,14K454,2
Residential District 09,10X225,108
Residential District 09,28Q620,3
Residential District 09,05M670,67
Residential District 09,31R455,3
Residential District 09,25Q525,31
Residential District 09,19K615,3
Residential District 09,02M533,57
Residential District 09,02M500,63
Residential District 09,07X495,593
Residential District 09,01M448,92
Residential District 09,02M305,48
Residential District 09,02M507,120
Residential District 09,13K527,3
Residential District 09,02M282,71
Residential District 09,02M551,25
Residential District 09,09X241,461
Residential District 09,20K609,3
Residential District 09,03M307,48
Residential District 09,05M369,50
Residential District 09,02M316,13
Residential District 09,02M300,17
Residential District 09,13K350,6
Residential District 09,09X263,223
Residential District 09,02M449,62
Residential District 09,03M415,54
Residential District 09,06M348,100
Residential District 09,10X243,240
Residential District 09,03M291,16
Residential District 09,08X558,43
Residential District 09,30Q445,3
Residential District 09,21K620,2
Residential District 09,14K558,3
Residential District 09,14K561,6
Residential District 09,12X684,73
Residential District 09,08X282,21
Residential District 09,19K510,3
Residential District 09,10X353,318
Residential District 09,28Q284,2
Residential District 09,04M610,80
Residential District 09,30Q286,7
Residential District 09,28Q896,2
Residential District 09,14K614,2
Residential District 09,09X568,189
Residential District 10,02M047,33
Residential District 10,14K610,9
Residential District 10,06M540,234
Residential District 10,21K410,2
Residential District 10,30Q301,33
Residential District 10,17K382,8
Residential District 10,18K637,3
Residential District 10,32K403,10
Residential District 10,17K751,10
Residential District 10,09X365,295
Residential District 10,11X270,69
Residential District 10,02M546,214
Residential District 10,19K404,3
Residential District 10,30Q575,10
Residential District 10,24Q264,6
Residential District 10,17K408,6
Residential District 10,19K618,3
Residential District 10,27Q309,7
Residential District 10,07X600,172
Residential District 10,32K554,3
Residential District 10,08X376,18
Residential District 10,08X367,33
Residential District 10,02M630,175
Residential District 10,11X299,147
Residential District 10,27Q400,7
Residential District 10,24Q610,23
Residential District 10,30Q580,28
Residential District 10,01M696,179
Residential District 10,24Q299,71
Residential District 10,02M411,213
Residential District 10,03M479,324
Residential District 10,13K595,11
Residential District 10,10X434,835
Residential District 10,13K670,3
Residential District 10,29Q313,3
Residential District 10,16K455,1
Residential District 10,10X264,350
Residential District 10,11X290,219
Residential District 10,11X545,87
Residential District 10,08X432,43
Residential District 10,12X479,63
Residential District 10,09X260,890
Residential District 10,10X351,260
Residential District 10,09X227,418
Residential District 10,08X561,53
Residential District 10,07X522,73
Residential District 10,09X324,124
Residential District 10,10X213,302
Residential District 10,12X511,68
Residential District 10,11X249,264
Residential District 10,10X439,686
Residential District 10,09X413,217
Residential District 10,11X253,93
Residential District 10,11X418,201
Residential District 10,09X412,134
Residential District 10,09X403,61
Residential District 10,11X265,84
Residential District 10,12X267,278
Residential District 10,09X525,174
Residential District 10,07X527,187
Residential District 10,08X349,191
Residential District 10,09X505,402
Residential District 10,10X284,249
Residential District 10,08X269,69
Residential District 10,10X546,210
Residential District 10,11X508,385
Residential District 10,17K547,2
Residential District 10,15K448,1
Residential District 10,22K555,3
Residential District 10,23K493,3
Residential District 10,13K412,3
Residential District 10,16K498,9
Residential District 10,15K656,13
Residential District 10,17K745,2
Residential District 10,19K639,2
Residential District 10,14K488,3
Residential District 10,17K548,3
Residential District 10,21K690,2
Residential District 10,18K567,2
Residential District 10,32K556,2
Residential District 10,02M393,167
Residential District 10,26Q315,2
Residential District 10,31R047,2
Residential District 10,29Q326,2
Residential District 10,07X548,166
Residential District 10,10X442,182
Residential District 10,04M555,569
Residential District 10,27Q262,2
Residential District 10,02M615,109
Residential District 10,06M293,288
Residential District 10,13K674,12
Residential District 10,24Q293,2
Residential District 10,17K600,6
Residential District 10,09X564,71
Residential District 10,15K519,3
Residential District 10,11X288,443
Residential District 10,05M362,332
Residential District 10,06M346,84
Residential District 10,07X427,59
Residential District 10,09X327,323
Residential District 10,10X524,113
Residential District 10,18K629,3
Residential District 10,31R450,3
Residential District 10,10X440,592
Residential District 10,15K429,6
Residential District 10,10X549,751
Residential District 10,13K265,3
Residential District 10,09X329,113
Residential District 10,32K545,2
Residential District 10,09X231,109
Residential District 10,23K644,2
Residential District 10,29Q327,2
Residential District 10,05M148,14
Residential District 10,12X271,73
Residential District 10,01M450,64
Residential District 10,14K477,3
Residential District 10,25Q281,6
Residential District 10,21K525,3
Residential District 10,14K685,2
Residential District 10,02M416,268
Residential District 10,30Q258,7
Residential District 10,27Q334,3
Residential District 10,27Q314,2
Residential District 10,04M372,26
Residential District 10,02M294,126
Residential District 10,29Q265,2
Residential District 10,09X250,273
Residential District 10,12X251,114
Residential District 10,19K502,3
Residential District 10,02M303,52
Residential District 10,12X682,47
Residential District 10,25Q460,3
Residential District 10,02M288,147
Residential District 10,10X437,620
Residential District 10,10X438,941
Residential District 10,28Q440,8
Residential District 10,20K490,2
Residential District 10,26Q430,9
Residential District 10,03M417,113
Residential District 10,30Q501,29
Residential District 10,05M499,103
Residential District 10,03M860,29
Residential District 10,09X517,68
Residential District 10,23K514,2
Residential District 10,29Q272,3
Residential District 10,13K605,6
Residential District 10,08X452,21
Residential District 10,13K594,2
Residential District 10,02M374,72
Residential District 10,06M552,89
Residential District 10,24Q485,2
Residential District 10,07X259,149
Residential District 10,11X455,369
Residential District 10,02M534,122
Residential District 10,07X670,73
Residential District 10,08X405,155
Residential District 10,04M680,44
Residential District 10,24Q550,7
Residential District 10,19K504,3
Residential District 10,28Q328,2
Residential District 10,27Q650,6
Residential District 10,11X544,150
Residential District 10,02M545,34
Residential District 10,10X565,232
Residential District 10,02M400,266
Residential District 10,06M423,6
Residential District 10,06M468,119
Residential District 10,02M420,231
Residential District 10,18K617,2
Residential District 10,03M492,114
Residential District 10,28Q690,2
Residential District 10,06M467,102
Residential District 10,06M463,45
Residential District 10,18K633,3
Residential District 10,17K546,8
Residential District 10,10X433,316
Residential District 10,09X543,45
Residential District 10,17K537,2
Residential District 10,24Q267,2
Residential District 10,03M494,92
Residential District 10,11X275,235
Residential District 10,02M489,147
Residential District 10,02M296,57
Residential District 10,11X509,49
Residential District 10,21K348,2
Residential District 10,20K485,2
Residential District 10,12X550,15
Residential District 10,28Q505,3
Residential District 10,07X500,184
Residential District 10,02M437,18
Residential District 10,29Q498,2
Residential District 10,02M605,68
Residential District 10,10X368,558
Residential District 10,02M544,2
Residential District 10,30Q502,2
Residential District 10,02M407,33
Residential District 10,07X334,41
Residential District 10,24Q530,2
Residential District 10,17K524,2
Residential District 10,02M438,13
Residential District 10,24Q236,2
Residential District 10,10X342,196
Residential District 10,06M211,349
Residential District 10,18K563,3
Residential District 10,02M529,15
Residential District 10,28Q350,2
Residential District 10,22K425,2
Residential District 10,27Q480,3
Residential District 10,25Q425,2
Residential District 10,21K540,9
Residential District 10,15K462,8
Residential District 10,14K071,2
Residential District 10,21K468,2
Residential District 10,10X268,213
Residential District 10,10X374,1169
Residential District 10,02M419,66
Residential District 10,21K572,2
Residential District 10,02M425,22
Residential District 10,22K535,3
Residential District 10,21K559,2
Residential District 10,02M655,40
Residential District 10,30Q450,6
Residential District 10,08X530,38
Residential District 10,02M308,117
Residential District 10,14K586,2
Residential District 10,03M541,334
Residential District 10,02M427,19
Residential District 10,02M542,101
Residential District 10,02M392,131
Residential District 10,04M435,476
Residential District 10,02M280,97
Residential District 10,02M459,29
Residential District 10,02M439,331
Residential District 10,10X477,539
Residential District 10,26Q435,2
Residential District 10,24Q585,3
Residential District 10,29Q492,2
Residential District 10,17K590,3
Residential District 10,28Q167,2
Residential District 10,12X248,21
Residential District 10,24Q520,3
Residential District 10,22K405,8
Residential District 10,08X312,97
Residential District 10,15K684,3
Residential District 10,02M418,196
Residential District 10,09X297,155
Residential District 10,09X252,340
Residential District 10,05M304,20
Residential District 10,12X242,210
Residential District 10,07X473,23
Residential District 10,19K583,2
Residential District 10,02M432,22
Residential District 10,02M520,9
Residential District 10,02M412,65
Residential District 10,02M414,114
Residential District 10,02M376,147
Residential District 10,16K765,2
Residential District 10,02M543,109
Residential District 10,09X350,22
Residential District 10,31R440,2
Residential District 10,01M539,133
Residential District 10,20K445,12
Residential District 10,11X513,198
Residential District 10,24Q455,2
Residential District 10,01M292,43
Residential District 10,02M298,266
Residential District 10,24Q296,2
Residential District 10,12X388,60
Residential District 10,04M495,319
Residential District 10,15K464,2
Residential District 10,17K122,2
Residential District 10,08X320,48
Residential District 10,11X542,709
Residential District 10,19K507,7
Residential District 10,29Q283,2
Residential District 10,02M408,65
Residential District 10,28Q310,1
Residential District 10,28Q680,2
Residential District 10,27Q302,2
Residential District 10,25Q241,2
Residential District 10,26Q566,2
Residential District 10,25Q252,2
Residential District 10,24Q600,9
Residential District 10,02M422,23
Residential District 10,08X293,89
Residential District 10,02M531,39
Residential District 10,02M580,10
Residential District 10,27Q475,3
Residential District 10,10X141,768
Residential District 10,24Q560,2
Residential District 10,27Q308,2
Residential District 10,27Q323,2
Residential District 10,19K683,2
Residential District 10,09X404,48
Residential District 10,17K531,2
Residential District 10,08X559,23
Residential District 10,02M413,73
Residential District 10,08X348,43
Residential District 10,13K419,3
Residential District 10,17K543,3
Residential District 10,07X221,240
Residential District 10,03M859,22
Residential District 10,02M139,37
Residential District 10,15K667,2
Residential District 10,31R460,3
Residential District 10,02M519,89
Residential District 10,23K697,2
Residential District 10,32K552,2
Residential District 10,15K497,2
Residential District 10,11X514,31
Residential District 10,16K688,2
Residential District 10,32K168,2
Residential District 10,32K549,2
Residential District 10,12X478,133
Residential District 10,02M260,51
Residential District 10,06M462,62
Residential District 10,31R028,1
Residential District 10,03M403,105
Residential District 10,02M399,16
Residential District 10,14K478,6
Residential District 10,17K528,2
Residential District 10,02M600,145
Residential District 10,07X223,261
Residential District 10,10X237,214
Residential District 10,03M299,8
Residential District 10,12X521,13
Residential District 10,07X551,95
Residential District 10,19K764,2
Residential District 10,02M135,23
Residential District 10,05M157,7
Residential District 10,03M402,60
Residential District 10,13K483,3
Residential District 10,14K454,2
Residential District 10,10X225,188
Residential District 10,28Q620,6
Residential District 10,05M670,31
Residential District 10,25Q525,34
Residential District 10,19K615,7
Residential District 10,02M533,63
Residential District 10,02M500,55
Residential District 10,07X495,634
Residential District 10,01M448,79
Residential District 10,18K642,2
Residential District 10,02M305,51
Residential District 10,02M507,156
Residential District 10,13K527,3
Residential District 10,02M282,58
Residential District 10,02M551,24
Residential District 10,09X241,261
Residential District 10,20K609,2
Residential District 10,03M307,47
Residential District 10,05M369,63
Residential District 10,02M316,23
Residential District 10,02M300,24
Residential District 10,13K350,2
Residential District 10,09X263,81
Residential District 10,02M449,144
Residential District 10,19K660,2
Residential District 10,03M415,64
Residential District 10,06M348,71
Residential District 10,10X243,582
Residential District 10,03M291,37
Residential District 10,08X558,46
Residential District 10,30Q445,3
Residential District 10,21K620,2
Residential District 10,14K558,3
Residential District 10,14K561,6
Residential District 10,12X684,84
Residential District 10,08X282,20
Residential District 10,19K510,3
Residential District 10,25Q285,2
Residential District 10,10X353,763
Residential District 10,28Q284,2
Residential District 10,04M610,65
Residential District 10,30Q286,2
Residential District 10,28Q896,2
Residential District 10,14K614,2
Residential District 10,09X568,139
Residential District 11,02M047,20
Residential District 11,14K610,16
Residential District 11,06M540,162
Residential District 11,30Q301,27
Residential District 11,17K382,13
Residential District 11,18K637,9
Residential District 11,32K403,2
Residential District 11,17K751,7
Residential District 11,09X365,45
Residential District 11,11X270,332
Residential District 11,02M546,167
Residential District 11,19K404,7
Residential District 11,30Q575,14
Residential District 11,24Q264,22
Residential District 11,17K408,2
Residential District 11,19K618,12
Residential District 11,27Q309,3
Residential District 11,07X600,130
Residential District 11,32K554,10
Residential District 11,08X376,34
Residential District 11,08X367,91
Residential District 11,02M630,135
Residential District 11,11X299,629
Residential District 11,27Q400,3
Residential District 11,24Q610,30
Residential District 11,30Q580,51
Residential District 11,01M696,212
Residential District 11,24Q299,91
Residential District 11,02M411,296
Residential District 11,03M479,303
Residential District 11,13K595,7
Residential District 11,10X434,373
Residential District 11,13K670,11
Residential District 11,29Q313,3
Residential District 11,26Q415,2
Residential District 11,10X264,280
Residential District 11,11X290,288
Residential District 11,11X545,154
Residential District 11,08X432,70
Residential District 11,12X479,69
Residential District 11,09X260,694
Residential District 11,10X351,112
Residential District 11,09X227,244
Residential District 11,08X561,101
Residential District 11,07X522,68
Residential District 11,09X324,43
Residential District 11,10X213,160
Residential District 11,12X511,63
Residential District 11,11X249,600
Residential District 11,10X439,424
Residential District 11,09X413,120
Residential District 11,11X253,176
Residential District 11,11X418,367
Residential District 11,09X412,72
Residential District 11,09X403,35
Residential District 11,11X265,166
Residential District 11,12X267,212
Residential District 11,09X525,66
Residential District 11,07X527,107
Residential District 11,08X349,410
Residential District 11,09X505,201
Residential District 11,10X284,99
Residential District 11,08X269,62
Residential District 11,10X546,96
Residential District 11,11X508,1034
Residential District 11,17K547,2
Residential District 11,22K555,3
Residential District 11,23K493,2
Residential District 11,13K412,3
Residential District 11,18K566,2
Residential District 11,16K498,11
Residential District 11,15K656,7
Residential District 11,17K745,2
Residential District 11,13K439,2
Residential District 11,19K639,2
Residential District 11,14K488,3
Residential District 11,17K548,3
Residential District 11,18K567,2
Residential District 11,32K556,2
Residential District 11,02M393,81
Residential District 11,26Q315,6
Residential District 11,31R047,2
Residential District 11,29Q326,2
Residential District 11,07X548,86
Residential District 11,10X442,132
Residential District 11,04M555,578
Residential District 11,27Q262,2
Residential District 11,02M615,56
Residential District 11,06M293,96
Residential District 11,13K674,3
Residential District 11,24Q293,2
Residential District 11,17K600,2
Residential District 11,09X564,10
Residential District 11,15K519,2
Residential District 11,11X288,1144
Residential District 11,05M362,304
Residential District 11,06M346,31
Residential District 11,07X427,33
Residential District 11,09X327,67
Residential District 11,10X524,20
Residential District 11,18K629,3
Residential District 11,31R450,3
Residential District 11,10X440,435
Residential District 11,15K429,6
Residential District 11,10X549,197
Residential District 11,13K265,2
Residential District 11,09X329,30
Residential District 11,09X231,112
Residential District 11,23K644,2
Residential District 11,29Q327,2
Residential District 11,05M148,14
Residential District 11,12X271,50
Residential District 11,01M450,57
Residential District 11,14K477,3
Residential District 11,25Q281,2
Residential District 11,02M416,298
Residential District 11,30Q258,17
Residential District 11,27Q334,2
Residential District 11,04M372,2
Residential District 11,02M294,54
Residential District 11,29Q265,2
Residential District 11,09X250,214
Residential District 11,12X251,83
Residential District 11,19K502,3
Residential District 11,02M303,13
Residential District 11,12X682,42
Residential District 11,25Q460,6
Residential District 11,02M288,75
Residential District 11,10X437,381
Residential District 11,10X438,435
Residential District 11,28Q440,13
Residential District 11,20K490,2
Residential District 11,26Q430,14
Residential District 11,03M417,93
Residential District 11,30Q501,24
Residential District 11,05M499,170
Residential District 11,03M860,34
Residential District 11,09X517,48
Residential District 11,27Q260,3
Residential District 11,23K514,2
Residential District 11,13K605,3
Residential District 11,08X452,26
Residential District 11,13K594,2
Residential District 11,02M374,39
Residential District 11,06M552,8
Residential District 11,24Q485,2
Residential District 11,07X259,100
Residential District 11,11X455,865
Residential District 11,02M534,53
Residential District 11,07X670,42
Residential District 11,08X405,533
Residential District 11,04M680,27
Residential District 11,24Q550,4
Residential District 11,19K504,3
Residential District 11,28Q328,2
Residential District 11,27Q650,13
Residential District 11,11X544,198
Residential District 11,02M545,28
Residential District 11,10X565,104
Residential District 11,02M400,68
Residential District 11,06M468,40
Residential District 11,02M420,167
Residential District 11,18K617,2
Residential District 11,03M492,56
Residential District 11,28Q690,2
Residential District 11,06M467,25
Residential District 11,06M463,16
Residential District 11,18K633,3
Residential District 11,17K546,2
Residential District 11,17K539,2
Residential District 11,10X433,80
Residential District 11,09X543,31
Residential District 11,17K537,1
Residential District 11,24Q267,2
Residential District 11,03M494,25
Residential District 11,11X275,322
Residential District 11,02M489,74
Residential District 11,02M296,24
Residential District 11,11X509,113
Residential District 11,21K348,2
Residential District 11,20K485,2
Residential District 11,12X550,20
Residential District 11,28Q505,3
Residential District 11,28Q325,1
Residential District 11,07X500,210
Residential District 11,02M437,7
Residential District 11,29Q498,2
Residential District 11,02M605,28
Residential District 11,10X368,50
Residential District 11,02M407,48
Residential District 11,29Q243,2
Residential District 11,07X334,20
Residential District 11,24Q530,7
Residential District 11,02M438,2
Residential District 11,24Q236,2
Residential District 11,10X342,7
Residential District 11,06M211,110
Residential District 11,18K563,3
Residential District 11,02M529,12
Residential District 11,28Q350,2
Residential District 11,27Q480,6
Residential District 11,25Q425,15
Residential District 11,21K540,2
Residential District 11,15K462,7
Residential District 11,14K071,2
Residential District 11,21K468,2
Residential District 11,10X268,20
Residential District 11,10X374,846
Residential District 11,02M419,13
Residential District 11,21K572,2
Residential District 11,02M425,16
Residential District 11,22K535,14
Residential District 11,21K559,2
Residential District 11,02M655,37
Residential District 11,30Q450,9
Residential District 11,08X530,16
Residential District 11,02M308,57
Residential District 11,14K586,2
Residential District 11,03M541,366
Residential District 11,02M427,10
Residential District 11,02M542,13
Residential District 11,02M392,52
Residential District 11,04M435,539
Residential District 11,02M280,66
Residential District 11,02M459,19
Residential District 11,02M439,318
Residential District 11,10X477,144
Residential District 11,26Q435,2
Residential District 11,24Q585,14
Residential District 11,29Q492,2
Residential District 11,17K590,3
Residential District 11,28Q167,2
Residential District 11,12X248,10
Residential District 11,24Q520,3
Residential District 11,22K405,12
Residential District 11,08X312,112
Residential District 11,15K684,6
Residential District 11,02M418,206
Residential District 11,09X297,92
Residential District 11,09X252,82
Residential District 11,05M304,12
Residential District 11,12X242,184
Residential District 11,07X473,23
Residential District 11,02M432,13
Residential District 11,02M520,10
Residential District 11,02M412,72
Residential District 11,02M414,120
Residential District 11,02M376,176
Residential District 11,02M543,52
Residential District 11,09X350,1
Residential District 11,01M539,237
Residential District 11,20K445,8
Residential District 11,11X513,368
Residential District 11,30Q555,2
Residential District 11,24Q455,2
Residential District 11,01M292,20
Residential District 11,14K474,2
Residential District 11,02M298,179
Residential District 11,12X388,30
Residential District 11,04M495,304
Residential District 11,17K122,2
Residential District 11,08X320,203
Residential District 11,11X542,1446
Residential District 11,19K507,6
Residential District 11,31R445,2
Residential District 11,29Q283,1
Residential District 11,02M408,44
Residential District 11,28Q310,1
Residential District 11,28Q680,2
Residential District 11,27Q302,2
Residential District 11,25Q241,2
Residential District 11,26Q566,2
Residential District 11,29Q248,3
Residential District 11,24Q600,13
Residential District 11,02M422,9
Residential District 11,31R600,2
Residential District 11,08X293,214
Residential District 11,02M531,29
Residential District 11,02M580,11
Residential District 11,27Q475,3
Residential District 11,10X141,168
Residential District 11,24Q560,7
Residential District 11,27Q323,8
Residential District 11,19K683,2
Residential District 11,09X404,21
Residential District 11,08X559,14
Residential District 11,02M413,81
Residential District 11,08X348,194
Residential District 11,13K419,6
Residential District 11,17K543,3
Residential District 11,07X221,230
Residential District 11,03M859,16
Residential District 11,19K422,1
Residential District 11,02M139,15
Residential District 11,31R460,3
Residential District 11,02M519,71
Residential District 11,32K552,2
Residential District 11,11X514,315
Residential District 11,32K168,2
Residential District 11,32K549,1
Residential District 11,12X478,166
Residential District 11,02M260,43
Residential District 11,06M462,19
Residential District 11,03M403,34
Residential District 11,02M399,9
Residential District 11,14K478,8
Residential District 11,17K528,2
Residential District 11,02M600,75
Residential District 11,07X223,193
Residential District 11,10X237,98
Residential District 11,03M299,3
Residential District 11,12X521,44
Residential District 11,07X551,45
Residential District 11,02M135,19
Residential District 11,05M157,10
Residential District 11,03M402,17
Residential District 11,13K483,3
Residential District 11,14K454,6
Residential District 11,10X225,87
Residential District 11,28Q620,8
Residential District 11,05M670,24
Residential District 11,31R455,3
Residential District 11,25Q525,117
Residential District 11,19K615,3
Residential District 11,02M533,33
Residential District 11,02M500,24
Residential District 11,07X495,540
Residential District 11,01M448,49
Residential District 11,02M305,24
Residential District 11,02M507,83
Residential District 11,13K527,3
Residential District 11,02M282,37
Residential District 11,02M551,28
Residential District 11,09X241,96
Residential District 11,20K609,2
Residential District 11,03M307,10
Residential District 11,05M369,20
Residential District 11,02M316,6
Residential District 11,02M300,9
Residential District 11,13K350,2
Residential District 11,09X263,16
Residential District 11,02M449,59
Residential District 11,25Q240,2
Residential District 11,18K576,3
Residential District 11,19K660,2
Residential District 11,03M415,35
Residential District 11,06M348,6
Residential District 11,10X243,141
Residential District 11,03M291,8
Residential District 11,08X558,219
Residential District 11,30Q445,7
Residential District 11,21K620,2
Residential District 11,14K558,6
Residential District 11,14K561,3
Residential District 11,12X684,104
Residential District 11,08X282,62
Residential District 11,25Q285,2
Residential District 11,10X353,402
Residential District 11,28Q284,2
Residential District 11,04M610,77
Residential District 11,30Q286,2
Residential District 11,28Q896,1
Residential District 11,09X568,62
Residential District 12,02M047,17
