district,school,num_applications
Residential District 10,09X505,253
Residential District 10,10X284,273
Residential District 10,08X269,55
Residential District 10,10X546,186
Residential District 10,11X508,466
Residential District 10,13K553,2
Residential District 10,15K448,2
Residential District 10,22K555,3
Residential District 10,13K412,2
Residential District 10,18K566,3
Residential District 10,15K423,2
Residential District 10,16K498,2
Residential District 10,13K616,2
Residential District 10,15K656,9
Residential District 10,13K439,2
Residential District 10,19K639,2
Residential District 10,14K488,3
Residential District 10,17K548,3
Residential District 10,18K567,2
Residential District 10,02M393,105
Residential District 10,26Q315,2
Residential District 10,31R047,2
Residential District 10,29Q326,3
Residential District 10,07X548,142
Residential District 10,10X442,166
Residential District 10,04M555,452
Residential District 10,27Q262,2
Residential District 10,02M615,82
Residential District 10,06M293,162
Residential District 10,13K674,3
Residential District 10,24Q293,2
Residential District 10,17K600,6
Residential District 10,09X564,87
Residential District 10,15K519,2
Residential District 10,11X288,430
Residential District 10,05M362,302
Residential District 10,06M346,51
Residential District 10,07X427,33
Residential District 10,09X327,168
Residential District 10,10X524,145
Residential District 10,18K629,2
Residential District 10,31R450,2
Residential District 10,15K463,3
Residential District 10,10X440,756
Residential District 10,15K429,6
Residential District 10,10X549,681
Residential District 10,13K265,8
Residential District 10,09X329,106
Residential District 10,09X231,63
Residential District 10,29Q327,2
Residential District 10,05M148,14
Residential District 10,12X271,86
Residential District 10,01M450,40
Residential District 10,14K477,2
Residential District 10,25Q281,2
Residential District 10,02M416,321
Residential District 10,02M394,2
Residential District 10,30Q258,7
Residential District 10,27Q334,2
Residential District 10,04M372,12
Residential District 10,02M294,106
Residential District 10,29Q265,2
Residential District 10,09X250,94
Residential District 10,12X251,42
Residential District 10,02M303,46
Residential District 10,12X682,40
Residential District 10,25Q460,7
Residential District 10,25Q263,2
Residential District 10,02M288,79
Residential District 10,10X437,600
Residential District 10,10X438,935
Residential District 10,28Q440,13
Residential District 10,01M458,2
Residential District 10,20K490,3
Residential District 10,26Q430,8
Residential District 10,03M417,94
Residential District 10,30Q501,57
Residential District 10,05M499,60
Residential District 10,03M860,12
Residential District 10,09X517,48
Residential District 10,27Q260,2
Residential District 10,29Q272,3
Residential District 10,13K605,9
Residential District 10,08X452,19
Residential District 10,13K594,2
Residential District 10,02M374,79
Residential District 10,06M552,50
Residential District 10,24Q485,2
Residential District 10,07X259,100
Residential District 10,11X455,191
Residential District 10,02M534,62
Residential District 10,07X670,37
Residential District 10,08X405,221
Residential District 10,04M680,52
Residential District 10,02M560,2
Residential District 10,24Q550,4
Residential District 10,19K504,2
Residential District 10,28Q328,2
Residential District 10,27Q650,7
Residential District 10,11X544,139
Residential District 10,02M545,17
Residential District 10,10X565,252
Residential District 10,02M400,189
Residential District 10,06M423,6
Residential District 10,06M468,92
Residential District 10,02M420,157
Residential District 10,03M492,103
Residential District 10,28Q690,2
Residential District 10,06M467,84
Residential District 10,06M463,99
Residential District 10,18K633,2
Residential District 10,17K546,2
Residential District 10,10X433,247
Residential District 10,09X543,29
Residential District 10,17K537,3
Residential District 10,24Q267,2
Residential District 10,03M494,79
Residential District 10,11X275,219
Residential District 10,02M489,94
Residential District 10,02M296,20
Residential District 10,11X509,65
Residential District 10,21K348,2
Residential District 10,20K485,2
Residential District 10,12X550,17
Residential District 10,28Q505,10
Residential District 10,28Q325,2
Residential District 10,07X500,128
Residential District 10,02M437,19
Residential District 10,29Q498,8
Residential District 10,02M605,73
Residential District 10,10X368,489
Residential District 10,02M544,2
Residential District 10,02M407,21
Residential District 10,29Q243,2
Residential District 10,07X334,19
Residential District 10,24Q530,6
Residential District 10,02M438,13
Residential District 10,24Q236,2
Residential District 10,10X342,171
Residential District 10,06M211,176
Residential District 10,02M529,39
Residential District 10,28Q350,3
Residential District 10,02M313,2
Residential District 10,22K425,2
Residential District 10,27Q480,2
Residential District 10,25Q425,12
Residential District 10,21K540,3
Residential District 10,15K462,3
Residential District 10,14K071,2
Residential District 10,21K468,2
Residential District 10,10X268,174
Residential District 10,10X374,746
Residential District 10,02M419,71
Residential District 10,21K572,3
Residential District 10,02M425,34
Residential District 10,22K535,4
Residential District 10,02M550,2
Residential District 10,21K559,3
Residential District 10,30Q450,10
Residential District 10,08X530,24
Residential District 10,01M515,3
Residential District 10,02M308,25
Residential District 10,14K586,1
Residential District 10,03M541,360
Residential District 10,02M427,21
Residential District 10,02M542,98
Residential District 10,02M392,94
Residential District 10,04M435,462
Residential District 10,02M280,31
Residential District 10,02M459,42
Residential District 10,02M439,216
Residential District 10,10X477,536
Residential District 10,26Q435,2
Residential District 10,24Q585,2
Residential District 10,29Q492,2
Residential District 10,17K590,2
Residential District 10,28Q167,2
Residential District 10,12X248,16
Residential District 10,24Q520,3
Residential District 10,22K405,6
Residential District 10,08X312,59
Residential District 10,15K684,3
Residential District 10,02M418,157
Residential District 10,09X297,77
Residential District 10,09X252,199
Residential District 10,05M304,13
Residential District 10,12X242,90
Residential District 10,07X473,17
Residential District 10,19K583,2
Residential District 10,02M432,35
Residential District 10,02M520,13
Residential District 10,02M412,93
Residential District 10,02M414,94
Residential District 10,02M376,122
Residential District 10,02M543,67
Residential District 10,09X350,12
Residential District 10,31R440,2
Residential District 10,01M539,90
Residential District 10,20K445,3
Residential District 10,11X513,91
Residential District 10,01M292,12
Residential District 10,14K474,2
Residential District 10,02M298,98
Residential District 10,12X388,20
Residential District 10,04M495,207
Residential District 10,15K464,1
Residential District 10,17K122,2
Residential District 10,08X320,41
Residential District 10,11X542,438
Residential District 10,19K507,3
Residential District 10,31R445,2
Residential District 10,02M408,76
Residential District 10,28Q680,2
Residential District 10,27Q302,2
Residential District 10,25Q241,3
Residential District 10,28Q686,3
Residential District 10,29Q248,2
Residential District 10,24Q600,9
Residential District 10,02M422,9
Residential District 10,08X293,69
Residential District 10,02M531,30
Residential District 10,02M580,12
Residential District 10,27Q475,3
Residential District 10,10X141,582
Residential District 10,25Q670,6
Residential District 10,24Q560,3
Residential District 10,09X404,20
Residential District 10,17K531,2
Residential District 10,02M413,70
Residential District 10,08X348,18
Residential District 10,13K419,6
Residential District 10,17K543,3
Residential District 10,07X221,87
Residential District 10,03M859,17
Residential District 10,02M139,41
Residential District 10,31R460,2
Residential District 10,02M519,87
Residential District 10,23K697,2
Residential District 10,32K552,2
Residential District 10,15K497,3
Residential District 10,11X514,30
Residential District 10,16K688,2
Residential District 10,32K549,2
Residential District 10,12X478,109
Residential District 10,02M260,79
Residential District 10,06M462,89
Residential District 10,03M403,50
Residential District 10,02M399,3
Residential District 10,02M655,25
Residential District 10,14K478,3
Residential District 10,17K528,2
Residential District 10,02M600,126
Residential District 10,07X223,113
Residential District 10,10X237,140
Residential District 10,03M299,10
Residential District 10,12X521,13
Residential District 10,07X551,46
Residential District 10,02M135,24
Residential District 10,05M157,10
Residential District 10,03M402,144
Residential District 10,13K483,3
Residential District 10,14K454,2
Residential District 10,10X225,252
Residential District 10,28Q620,6
Residential District 10,05M670,16
Residential District 10,31R455,2
Residential District 10,25Q525,53
Residential District 10,19K615,3
Residential District 10,02M533,46
Residential District 10,02M500,14
Residential District 10,07X495,352
Residential District 10,01M448,57
Residential District 10,02M305,30
Residential District 10,02M507,108
Residential District 10,13K527,2
Residential District 10,02M282,56
Residential District 10,02M551,6
Residential District 10,09X241,107
Residential District 10,20K609,2
Residential District 10,03M307,52
Residential District 10,05M369,25
Residential District 10,02M316,12
Residential District 10,02M300,11
Residential District 10,13K350,2
Residential District 10,09X263,45
Residential District 10,02M449,95
Residential District 10,25Q240,1
Residential District 10,19K660,6
Residential District 10,03M415,73
Residential District 10,07X625,92
Residential District 10,06M348,85
Residential District 10,10X243,611
Residential District 10,03M291,48
Residential District 10,08X558,31
Residential District 10,30Q445,11
Residential District 10,21K620,3
Residential District 10,12X684,38
Residential District 10,08X282,14
Residential District 10,19K510,2
Residential District 10,25Q285,2
Residential District 10,10X353,608
Residential District 10,28Q284,2
Residential District 10,04M610,39
Residential District 10,28Q896,2
Residential District 10,09X568,114
Residential District 11,02M047,21
Residential District 11,14K610,10
Residential District 11,06M540,120
Residential District 11,21K410,2
Residential District 11,30Q301,9
Residential District 11,17K382,15
Residential District 11,18K637,3
Residential District 11,32K403,8
Residential District 11,17K751,8
Residential District 11,09X365,40
Residential District 11,11X270,403
Residential District 11,02M546,155
Residential District 11,19K404,6
Residential District 11,30Q575,12
Residential District 11,24Q264,15
Residential District 11,17K408,2
Residential District 11,19K618,9
Residential District 11,27Q309,7
Residential District 11,07X600,145
Residential District 11,32K554,3
Residential District 11,08X376,23
Residential District 11,08X367,68
Residential District 11,02M630,178
Residential District 11,12X446,7
Residential District 11,11X299,782
Residential District 11,27Q400,6
Residential District 11,24Q610,22
Residential District 11,30Q580,39
Residential District 11,01M696,236
Residential District 11,24Q299,55
Residential District 11,02M411,310
Residential District 11,26Q495,2
Residential District 11,03M479,361
Residential District 11,13K595,8
Residential District 11,10X434,301
Residential District 11,13K670,3
Residential District 11,29Q313,2
Residential District 11,26Q415,2
Residential District 11,16K455,2
Residential District 11,10X264,255
Residential District 11,11X290,321
Residential District 11,11X545,156
Residential District 11,08X537,3
Residential District 11,08X432,74
Residential District 11,12X479,29
Residential District 11,09X260,448
Residential District 11,10X351,170
Residential District 11,09X227,159
Residential District 11,08X561,143
Residential District 11,07X522,69
Residential District 11,09X324,42
Residential District 11,10X213,91
Residential District 11,12X511,49
Residential District 11,11X249,537
Residential District 11,10X439,360
Residential District 11,09X413,146
Residential District 11,11X253,160
Residential District 11,11X418,448
Residential District 11,09X412,57
Residential District 11,09X403,49
Residential District 11,11X265,164
Residential District 11,12X267,77
Residential District 11,09X525,34
Residential District 11,07X527,56
Residential District 11,08X349,319
Residential District 11,09X505,111
Residential District 11,10X284,83
Residential District 11,08X269,47
Residential District 11,10X546,69
Residential District 11,11X508,1101
Residential District 11,13K553,2
Residential District 11,17K547,2
Residential District 11,15K448,2
Residential District 11,22K555,3
Residential District 11,13K412,2
Residential District 11,16K498,6
Residential District 11,15K656,6
Residential District 11,17K745,2
Residential District 11,19K639,2
Residential District 11,14K488,2
Residential District 11,18K567,2
Residential District 11,32K556,2
Residential District 11,02M393,59
Residential District 11,26Q315,6
Residential District 11,07X548,46
Residential District 11,10X442,112
Residential District 11,04M555,456
Residential District 11,27Q262,2
Residential District 11,02M615,40
Residential District 11,06M293,44
Residential District 11,13K674,3
Residential District 11,24Q293,2
Residential District 11,17K600,3
Residential District 11,09X564,15
Residential District 11,11X288,1088
Residential District 11,05M362,289
Residential District 11,06M346,10
Residential District 11,07X427,12
Residential District 11,09X327,29
Residential District 11,10X524,65
Residential District 11,18K629,2
Residential District 11,31R450,2
Residential District 11,19K659,2
Residential District 11,10X440,536
Residential District 11,15K429,11
Residential District 11,10X549,158
Residential District 11,13K265,6
Residential District 11,09X329,20
Residential District 11,09X231,55
Residential District 11,23K644,2
Residential District 11,29Q327,2
Residential District 11,05M148,14
Residential District 11,12X271,71
Residential District 11,01M450,26
Residential District 11,14K477,2
Residential District 11,25Q281,2
Residential District 11,14K685,2
Residential District 11,02M416,425
Residential District 11,02M394,2
Residential District 11,30Q258,7
Residential District 11,04M372,3
Residential District 11,02M294,27
Residential District 11,29Q265,2
Residential District 11,09X250,94
Residential District 11,12X251,47
Residential District 11,02M303,3
Residential District 11,12X682,44
Residential District 11,25Q460,9
Residential District 11,25Q263,1
Residential District 11,02M288,69
Residential District 11,10X437,414
Residential District 11,10X438,541
Residential District 11,28Q440,9
Residential District 11,20K490,3
Residential District 11,26Q430,17
Residential District 11,03M417,42
Residential District 11,30Q501,36
Residential District 11,20K505,2
Residential District 11,05M499,64
Residential District 11,03M860,21
Residential District 11,09X517,17
Residential District 11,27Q260,2
Residential District 11,23K514,3
Residential District 11,29Q272,3
Residential District 11,13K605,3
Residential District 11,08X452,32
Residential District 11,02M374,66
Residential District 11,06M552,13
Residential District 11,24Q485,2
Residential District 11,07X259,102
Residential District 11,11X455,598
Residential District 11,02M534,25
Residential District 11,02M586,2
Residential District 11,07X670,36
Residential District 11,08X405,751
Residential District 11,04M680,35
Residential District 11,02M560,2
Residential District 11,24Q550,18
Residential District 11,19K504,2
Residential District 11,28Q328,2
Residential District 11,27Q650,6
Residential District 11,11X544,211
Residential District 11,02M545,13
Residential District 11,10X565,128
Residential District 11,02M400,52
Residential District 11,06M468,34
Residential District 11,02M420,137
Residential District 11,18K617,2
Residential District 11,03M492,53
Residential District 11,28Q690,2
Residential District 11,06M467,25
Residential District 11,06M463,27
Residential District 11,18K633,2
Residential District 11,17K546,2
Residential District 11,10X433,32
Residential District 11,09X543,15
Residential District 11,17K537,3
Residential District 11,24Q267,2
Residential District 11,03M494,52
Residential District 11,11X275,367
Residential District 11,02M489,75
Residential District 11,02M296,13
Residential District 11,11X509,156
Residential District 11,21K348,2
Residential District 11,20K485,2
Residential District 11,12X550,38
Residential District 11,28Q505,6
Residential District 11,28Q325,2
Residential District 11,07X500,135
Residential District 11,02M437,7
Residential District 11,29Q498,8
Residential District 11,02M605,23
Residential District 11,10X368,73
Residential District 11,02M544,2
Residential District 11,02M407,12
Residential District 11,29Q243,2
Residential District 11,07X334,14
Residential District 11,24Q530,7
Residential District 11,02M438,6
Residential District 11,24Q236,2
Residential District 11,10X342,10
Residential District 11,06M211,53
Residential District 11,02M529,20
Residential District 11,28Q350,2
Residential District 11,27Q480,2
Residential District 11,25Q425,21
Residential District 11,21K540,7
Residential District 11,15K462,3
Residential District 11,14K071,2
Residential District 11,21K468,2
Residential District 11,10X268,16
Residential District 11,10X374,453
Residential District 11,02M419,3
Residential District 11,21K572,3
Residential District 11,02M425,20
Residential District 11,22K535,8
Residential District 11,02M550,2
Residential District 11,21K559,3
Residential District 11,30Q450,2
Residential District 11,08X530,22
Residential District 11,01M515,3
Residential District 11,02M308,21
Residential District 11,14K586,1
Residential District 11,03M541,385
Residential District 11,02M427,11
Residential District 11,02M542,15
Residential District 11,02M392,49
Residential District 11,04M435,541
Residential District 11,02M280,24
Residential District 11,02M459,30
Residential District 11,02M439,230
Residential District 11,10X477,121
Residential District 11,26Q435,2
Residential District 11,24Q585,10
Residential District 11,29Q492,6
Residential District 11,17K590,2
Residential District 11,12X248,21
Residential District 11,24Q520,7
Residential District 11,22K405,13
Residential District 11,08X312,86
Residential District 11,15K684,3
Residential District 11,02M418,156
Residential District 11,09X297,84
Residential District 11,09X252,50
Residential District 11,05M304,17
Residential District 11,12X242,95
Residential District 11,07X473,13
Residential District 11,02M432,32
Residential District 11,02M520,12
Residential District 11,02M412,86
Residential District 11,02M414,107
Residential District 11,02M376,101
Residential District 11,16K765,2
Residential District 11,02M543,28
Residential District 11,31R440,2
Residential District 11,01M539,104
Residential District 11,20K445,8
Residential District 11,11X513,318
Residential District 11,01M292,3
Residential District 11,14K474,2
Residential District 11,02M298,79
Residential District 11,12X388,45
Residential District 11,04M495,189
Residential District 11,15K464,1
Residential District 11,29Q259,2
Residential District 11,17K122,2
Residential District 11,08X320,175
Residential District 11,11X542,1311
Residential District 11,19K507,9
Residential District 11,31R445,2
Residential District 11,02M408,56
Residential District 11,28Q680,2
Residential District 11,25Q241,3
Residential District 11,26Q566,2
Residential District 11,28Q686,3
Residential District 11,29Q248,2
Residential District 11,25Q252,2
Residential District 11,24Q600,15
Residential District 11,02M422,2
Residential District 11,08X293,215
Residential District 11,02M531,26
Residential District 11,02M580,14
Residential District 11,27Q475,3
Residential District 11,10X141,89
Residential District 11,25Q670,2
Residential District 11,24Q560,7
Residential District 11,27Q323,2
Residential District 11,09X404,16
Residential District 11,17K531,2
Residential District 11,02M413,48
Residential District 11,08X348,111
Residential District 11,13K419,11
Residential District 11,17K543,3
Residential District 11,07X221,91
Residential District 11,03M859,17
Residential District 11,02M139,25
Residential District 11,02M519,66
Residential District 11,23K697,2
Residential District 11,32K552,2
Residential District 11,15K497,2
Residential District 11,11X514,317
Residential District 11,16K688,2
Residential District 11,32K168,2
Residential District 11,32K549,2
Residential District 11,12X478,102
Residential District 11,02M260,61
Residential District 11,06M462,31
Residential District 11,19K953,2
Residential District 11,03M403,9
Residential District 11,02M399,3
Residential District 11,02M655,17
Residential District 11,14K478,3
Residential District 11,17K528,2
Residential District 11,02M600,89
Residential District 11,07X223,104
Residential District 11,10X237,60
Residential District 11,03M299,2
Residential District 11,12X521,48
Residential District 11,07X551,29
Residential District 11,19K764,2
Residential District 11,02M135,20
Residential District 11,05M157,11
Residential District 11,03M402,15
Residential District 11,13K483,3
Residential District 11,14K454,2
Residential District 11,10X225,106
Residential District 11,28Q620,21
Residential District 11,05M670,21
Residential District 11,25Q525,196
Residential District 11,19K615,3
Residential District 11,02M533,25
Residential District 11,02M500,23
Residential District 11,07X495,333
Residential District 11,01M448,71
Residential District 11,02M305,17
Residential District 11,02M507,83
Residential District 11,13K527,2
Residential District 11,02M282,23
Residential District 11,02M551,23
Residential District 11,09X241,46
Residential District 11,20K609,2
Residential District 11,03M307,18
Residential District 11,05M369,14
Residential District 11,02M316,11
Residential District 11,02M300,15
Residential District 11,09X263,2
Residential District 11,02M449,43
Residential District 11,25Q240,1
Residential District 11,18K576,2
Residential District 11,19K660,3
Residential District 11,03M415,70
Residential District 11,07X625,8
Residential District 11,06M348,20
Residential District 11,10X243,170
Residential District 11,03M291,13
Residential District 11,08X558,247
Residential District 11,30Q445,8
Residential District 11,21K620,3
Residential District 11,14K558,9
Residential District 11,14K561,3
Residential District 11,12X684,94
Residential District 11,08X282,22
Residential District 11,19K510,2
Residential District 11,10X353,257
Residential District 11,28Q284,2
Residential District 11,04M610,39
Residential District 11,30Q286,2
Residential District 11,28Q896,2
Residential District 11,09X568,51
Residential District 12,02M047,10
Residential District 12,14K610,3
Residential District 12,06M540,73
Residential District 12,21K410,2
Residential District 12,30Q301,6
Residential District 12,17K382,6
Residential District 12,18K637,3
Residential District 12,32K403,2
Residential District 12,17K751,2
Residential District 12,09X365,41
Residential District 12,11X270,45
Residential District 12,02M546,91
Residential District 12,19K404,2
Residential District 12,30Q575,10
Residential District 12,24Q264,9
Residential District 12,17K408,2
Residential District 12,19K618,3
Residential District 12,27Q309,3
Residential District 12,07X600,112
Residential District 12,32K554,3
Residential District 12,08X376,55
Residential District 12,08X367,46
Residential District 12,02M630,87
Residential District 12,12X446,30
Residential District 12,11X299,56
Residential District 12,27Q400,2
Residential District 12,24Q610,8
Residential District 12,30Q580,13
Residential District 12,01M696,79
Residential District 12,24Q299,30
Residential District 12,02M411,128
Residential District 12,26Q495,2
Residential District 12,03M479,178
Residential District 12,13K595,3
Residential District 12,10X434,165
Residential District 12,13K670,3
Residential District 12,29Q313,2
Residential District 12,26Q415,2
Residential District 12,10X264,157
Residential District 12,11X290,70
Residential District 12,11X545,27
Residential District 12,08X537,2
Residential District 12,08X432,115
Residential District 12,12X479,75
Residential District 12,09X260,330
Residential District 12,10X351,33
Residential District 12,09X227,97
Residential District 12,08X561,175
Residential District 12,07X522,46
Residential District 12,09X324,46
Residential District 12,10X213,36
Residential District 12,12X511,164
Residential District 12,11X249,83
Residential District 12,10X439,162
Residential District 12,09X413,102
Residential District 12,11X253,24
Residential District 12,11X418,119
Residential District 12,09X412,60
Residential District 12,09X403,82
Residential District 12,11X265,30
Residential District 12,12X267,219
Residential District 12,09X525,73
Residential District 12,07X527,58
Residential District 12,08X349,123
Residential District 12,09X505,77
Residential District 12,10X284,28
Residential District 12,08X269,123
Residential District 12,10X546,35
Residential District 12,11X508,173
Residential District 12,13K553,2
Residential District 12,17K547,2
Residential District 12,23K493,2
Residential District 12,13K412,2
Residential District 12,16K498,2
Residential District 12,15K656,4
Residential District 12,13K439,2
Residential District 12,19K639,2
Residential District 12,14K488,6
Residential District 12,02M393,29
Residential District 12,26Q315,2
Residential District 12,31R047,2
Residential District 12,07X548,59
Residential District 12,10X442,44
Residential District 12,04M555,222
Residential District 12,27Q262,2
Residential District 12,02M615,19
Residential District 12,06M293,24
Residential District 12,13K674,6
Residential District 12,24Q293,2
Residential District 12,17K600,3
Residential District 12,09X564,34
Residential District 12,11X288,156
Residential District 12,05M362,84
Residential District 12,06M346,7
Residential District 12,07X427,13
Residential District 12,09X327,42
Residential District 12,10X524,63
Residential District 12,18K629,2
Residential District 12,31R450,2
Residential District 12,10X440,158
Residential District 12,15K429,2
Residential District 12,10X549,47
Residential District 12,13K265,3
Residential District 12,09X329,49
Residential District 12,09X231,82
Residential District 12,23K644,2
Residential District 12,29Q327,2
Residential District 12,05M148,6
Residential District 12,12X271,270
Residential District 12,01M450,10
Residential District 12,14K477,2
Residential District 12,25Q281,2
Residential District 12,02M416,185
Residential District 12,02M394,2
Residential District 12,30Q258,7
Residential District 12,27Q334,2
Residential District 12,27Q314,2
Residential District 12,04M372,3
Residential District 12,02M294,28
Residential District 12,29Q265,2
Residential District 12,09X250,171
Residential District 12,12X251,122
Residential District 12,02M303,8
Residential District 12,12X682,163
Residential District 12,25Q460,6
Residential District 12,25Q263,1
Residential District 12,02M288,45
Residential District 12,10X437,211
Residential District 12,10X438,229
Residential District 12,28Q440,7
Residential District 12,20K490,3
Residential District 12,26Q430,3
Residential District 12,03M417,25
Residential District 12,30Q501,30
Residential District 12,05M499,43
Residential District 12,03M860,11
Residential District 12,09X517,66
Residential District 12,27Q260,2
Residential District 12,23K514,8
Residential District 12,29Q272,3
Residential District 12,13K605,3
Residential District 12,08X452,57
Residential District 12,02M374,39
Residential District 12,06M552,6
Residential District 12,07X259,116
Residential District 12,11X455,116
Residential District 12,02M534,18
Residential District 12,07X670,28
Residential District 12,08X405,167
Residential District 12,04M680,23
Residential District 12,02M560,2
Residential District 12,24Q550,10
Residential District 12,28Q328,2
Residential District 12,27Q650,6
Residential District 12,11X544,55
Residential District 12,02M545,4
Residential District 12,10X565,97
Residential District 12,02M400,42
Residential District 12,06M468,19
Residential District 12,02M420,98
Residential District 12,18K617,2
Residential District 12,03M492,27
Residential District 12,28Q690,2
Residential District 12,06M467,7
Residential District 12,06M463,11
Residential District 12,18K633,1
Residential District 12,17K546,2
Residential District 12,10X433,18
Residential District 12,09X543,30
Residential District 12,17K537,3
Residential District 12,03M494,28
Residential District 12,11X275,67
Residential District 12,02M489,48
Residential District 12,02M296,10
Residential District 12,11X509,35
Residential District 12,12X550,116
Residential District 12,28Q505,3
Residential District 12,07X500,91
Residential District 12,02M437,4
Residential District 12,29Q498,3
Residential District 12,02M605,12
Residential District 12,10X368,49
Residential District 12,02M407,3
Residential District 12,07X334,14
Residential District 12,24Q530,3
Residential District 12,21K337,3
Residential District 12,17K524,2
Residential District 12,02M438,6
Residential District 12,24Q236,2
Residential District 12,10X342,15
Residential District 12,06M211,28
Residential District 12,02M529,12
Residential District 12,28Q350,2
Residential District 12,02M313,2
Residential District 12,27Q480,2
Residential District 12,25Q425,7
Residential District 12,15K462,3
Residential District 12,14K071,2
Residential District 12,15K592,3
Residential District 12,10X268,7
Residential District 12,10X374,231
Residential District 12,02M419,3
Residential District 12,21K572,2
Residential District 12,02M425,17
Residential District 12,22K535,3
Residential District 12,21K559,3
Residential District 12,30Q450,2
Residential District 12,08X530,59
Residential District 12,02M308,12
Residential District 12,03M541,137
Residential District 12,02M427,11
Residential District 12,02M542,15
Residential District 12,02M392,42
Residential District 12,04M435,219
Residential District 12,02M280,32
Residential District 12,02M459,21
Residential District 12,02M439,99
Residential District 12,10X477,55
Residential District 12,26Q435,2
Residential District 12,29Q492,2
Residential District 12,17K590,2
Residential District 12,28Q167,2
Residential District 12,12X248,87
Residential District 12,24Q520,3
Residential District 12,22K405,3
Residential District 12,08X312,108
Residential District 12,15K684,3
Residential District 12,02M418,62
Residential District 12,09X297,85
Residential District 12,09X252,176
Residential District 12,05M304,13
Residential District 12,12X242,479
Residential District 12,07X473,17
Residential District 12,02M432,23
Residential District 12,02M520,6
Residential District 12,02M412,42
Residential District 12,02M414,40
Residential District 12,02M376,30
Residential District 12,30Q417,2
Residential District 12,02M543,14
Residential District 12,09X350,2
Residential District 12,31R440,2
Residential District 12,01M539,43
Residential District 12,20K445,3
Residential District 12,11X513,28
Residential District 12,01M292,8
Residential District 12,14K474,2
Residential District 12,02M298,36
Residential District 12,24Q296,2
Residential District 12,12X388,133
Residential District 12,04M495,93
Residential District 12,08X320,74
Residential District 12,11X542,198
Residential District 12,19K507,3
Residential District 12,29Q283,2
Residential District 12,02M408,33
Residential District 12,28Q310,2
Residential District 12,28Q680,2
Residential District 12,27Q302,2
Residential District 12,25Q241,2
Residential District 12,26Q566,2
Residential District 12,25Q252,2
Residential District 12,24Q600,9
Residential District 12,02M422,2
Residential District 12,31R600,2
Residential District 12,08X293,101
Residential District 12,02M531,12
Residential District 12,02M580,4
Residential District 12,27Q475,3
Residential District 12,10X141,24
Residential District 12,25Q670,2
Residential District 12,24Q560,3
Residential District 12,27Q308,2
Residential District 12,09X404,37
Residential District 12,17K531,2
Residential District 12,02M413,23
Residential District 12,08X348,39
Residential District 12,13K419,2
Residential District 12,17K543,3
Residential District 12,07X221,93
Residential District 12,03M859,8
Residential District 12,19K422,2
Residential District 12,02M139,14
Residential District 12,15K667,2
Residential District 12,02M519,46
Residential District 12,23K697,2
Residential District 12,32K552,7
Residential District 12,15K497,2
Residential District 12,11X514,11
Residential District 12,16K688,2
Residential District 12,32K168,2
Residential District 12,32K549,2
Residential District 12,12X478,276
Residential District 12,02M260,23
Residential District 12,06M462,11
Residential District 12,03M403,8
Residential District 12,02M399,7
Residential District 12,02M655,10
Residential District 12,14K478,3
Residential District 12,17K528,2
Residential District 12,02M600,62
Residential District 12,07X223,79
Residential District 12,10X237,24
Residential District 12,03M299,8
Residential District 12,12X521,190
Residential District 12,07X551,38
Residential District 12,19K764,2
Residential District 12,02M135,41
Residential District 12,05M157,6
Residential District 12,03M402,9
Residential District 12,13K483,2
Residential District 12,14K454,2
Residential District 12,10X225,69
Residential District 12,28Q620,11
Residential District 12,05M670,20
Residential District 12,25Q525,68
Residential District 12,19K615,3
Residential District 12,02M533,25
Residential District 12,02M500,6
Residential District 12,07X495,231
Residential District 12,01M448,43
Residential District 12,02M305,12
Residential District 12,02M507,51
Residential District 12,13K527,2
Residential District 12,02M282,62
Residential District 12,02M551,10
Residential District 12,09X241,84
Residential District 12,20K609,2
Residential District 12,03M307,15
Residential District 12,05M369,14
Residential District 12,02M316,4
Residential District 12,02M300,6
Residential District 12,13K350,2
Residential District 12,09X263,41
Residential District 12,02M449,23
Residential District 12,19K660,2
Residential District 12,03M415,44
Residential District 12,07X625,11
Residential District 12,06M348,14
Residential District 12,10X243,62
Residential District 12,03M291,7
Residential District 12,08X558,86
Residential District 12,30Q445,6
Residential District 12,21K620,3
Residential District 12,14K558,6
Residential District 12,14K561,6
Residential District 12,12X684,87
Residential District 12,08X282,27
Residential District 12,19K510,2
Residential District 12,10X353,59
Residential District 12,28Q284,2
Residential District 12,04M610,24
Residential District 12,30Q286,2
Residential District 12,28Q896,2
Residential District 12,09X568,59
Residential District 13,02M047,3
Residential District 13,14K610,50
Residential District 13,06M540,4
Residential District 13,21K410,43
Residential District 13,30Q301,22
Residential District 13,17K382,11
Residential District 13,18K637,8
Residential District 13,32K403,7
Residential District 13,17K751,23
Residential District 13,09X365,3
Residential District 13,11X270,2
Residential District 13,02M546,50
Residential District 13,19K404,8
Residential District 13,30Q575,10
Residential District 13,24Q264,8
Residential District 13,17K408,28
Residential District 13,19K618,16
Residential District 13,32K554,23
Residential District 13,08X367,3
Residential District 13,02M630,77
Residential District 13,17K646,2
Residential District 13,27Q400,2
Residential District 13,24Q610,9
Residential District 13,30Q580,15
Residential District 13,01M696,153
Residential District 13,24Q299,94
Residential District 13,02M411,136
Residential District 13,03M479,267
Residential District 13,13K595,279
Residential District 13,13K670,265
Residential District 13,29Q313,2
Residential District 13,16K455,56
