Student_Id,Residential_District
student_17649,Residential District 11
student_70393,Residential District 11
student_10732,Residential District 11
student_39829,Residential District 11
student_44377,Residential District 11
student_39543,Residential District 11
student_43741,Residential District 11
student_18274,Residential District 11
student_68496,Residential District 11
student_5720,Residential District 11
student_22173,Residential District 11
student_51324,Residential District 11
student_66437,Residential District 11
student_14503,Residential District 11
student_8122,Residential District 11
student_3442,Residential District 11
student_39592,Residential District 11
student_71195,Residential District 11
student_1635,Residential District 11
student_10696,Residential District 11
student_59553,Residential District 11
student_14631,Residential District 11
student_59147,Residential District 11
student_1936,Residential District 11
student_64447,Residential District 11
student_47737,Residential District 11
student_70297,Residential District 11
student_14779,Residential District 11
student_21154,Residential District 11
student_37891,Residential District 11
student_20058,Residential District 11
student_24493,Residential District 11
student_23626,Residential District 11
student_5248,Residential District 11
student_10792,Residential District 11
student_2101,Residential District 11
student_66580,Residential District 11
student_22439,Residential District 11
student_59823,Residential District 11
student_12374,Residential District 11
student_4162,Residential District 11
student_19777,Residential District 11
student_11347,Residential District 11
student_15488,Residential District 11
student_49710,Residential District 11
student_23340,Residential District 11
student_44488,Residential District 11
student_39664,Residential District 11
student_55449,Residential District 11
student_17020,Residential District 11
student_36772,Residential District 11
student_29532,Residential District 11
student_33356,Residential District 11
student_94,Residential District 11
student_53384,Residential District 11
student_41552,Residential District 11
student_9679,Residential District 11
student_12986,Residential District 11
student_38957,Residential District 11
student_45404,Residential District 11
student_42437,Residential District 11
student_52022,Residential District 11
student_61806,Residential District 11
student_14209,Residential District 11
student_50127,Residential District 11
student_49295,Residential District 11
student_69415,Residential District 11
student_9062,Residential District 11
student_68389,Residential District 11
student_11205,Residential District 11
student_32386,Residential District 11
student_69579,Residential District 11
student_50701,Residential District 11
student_22658,Residential District 11
student_17018,Residential District 11
student_42796,Residential District 11
student_33537,Residential District 11
student_64510,Residential District 11
student_42997,Residential District 11
student_57567,Residential District 11
student_19549,Residential District 11
student_67630,Residential District 11
student_6762,Residential District 11
student_28515,Residential District 11
student_34659,Residential District 11
student_67554,Residential District 11
student_34995,Residential District 11
student_39536,Residential District 11
student_23236,Residential District 11
student_56193,Residential District 11
student_45399,Residential District 11
student_28850,Residential District 11
student_44982,Residential District 11
student_68481,Residential District 11
student_35361,Residential District 11
student_32442,Residential District 11
student_4242,Residential District 11
student_14726,Residential District 11
student_29017,Residential District 11
student_26269,Residential District 11
student_21576,Residential District 11
student_61300,Residential District 11
student_15093,Residential District 11
student_68441,Residential District 11
student_26638,Residential District 11
student_62308,Residential District 11
student_50452,Residential District 11
student_22682,Residential District 11
student_27064,Residential District 11
student_27584,Residential District 11
student_27029,Residential District 11
student_43165,Residential District 11
student_51878,Residential District 11
student_5191,Residential District 11
student_10092,Residential District 11
student_68704,Residential District 11
student_23815,Residential District 11
student_40816,Residential District 11
student_10891,Residential District 11
student_24601,Residential District 11
student_1361,Residential District 11
student_41526,Residential District 11
student_11716,Residential District 11
student_24521,Residential District 11
student_50349,Residential District 11
student_69186,Residential District 11
student_32570,Residential District 11
student_16302,Residential District 11
student_40571,Residential District 11
student_38918,Residential District 11
student_45336,Residential District 11
student_26751,Residential District 11
student_2376,Residential District 11
student_58351,Residential District 11
student_20452,Residential District 11
student_11750,Residential District 11
student_60933,Residential District 11
student_19423,Residential District 11
student_15483,Residential District 11
student_46092,Residential District 11
student_56168,Residential District 11
student_33413,Residential District 11
student_47132,Residential District 11
student_52065,Residential District 11
student_52660,Residential District 11
student_69047,Residential District 11
student_40439,Residential District 11
student_70985,Residential District 11
student_53625,Residential District 11
student_43984,Residential District 11
student_27944,Residential District 11
student_27781,Residential District 11
student_42746,Residential District 11
student_29669,Residential District 11
student_13301,Residential District 11
student_54077,Residential District 11
student_5683,Residential District 11
student_56039,Residential District 11
student_591,Residential District 11
student_19482,Residential District 11
student_67399,Residential District 11
student_56378,Residential District 11
student_12983,Residential District 11
student_1378,Residential District 11
student_8902,Residential District 11
student_70619,Residential District 11
student_63244,Residential District 11
student_47342,Residential District 11
student_327,Residential District 11
student_66622,Residential District 11
student_30437,Residential District 11
student_54642,Residential District 11
student_63204,Residential District 11
student_28389,Residential District 11
student_39040,Residential District 11
student_36101,Residential District 11
student_56071,Residential District 11
student_39294,Residential District 11
student_27831,Residential District 11
student_13133,Residential District 11
student_44339,Residential District 11
student_44026,Residential District 11
student_25976,Residential District 11
student_6168,Residential District 11
student_20710,Residential District 11
student_57206,Residential District 11
student_67837,Residential District 11
student_19277,Residential District 11
student_54677,Residential District 11
student_19428,Residential District 11
student_62991,Residential District 11
student_49263,Residential District 11
student_19740,Residential District 11
student_14635,Residential District 11
student_48164,Residential District 11
student_25101,Residential District 11
student_16535,Residential District 11
student_70965,Residential District 11
student_24778,Residential District 11
student_55251,Residential District 11
student_45339,Residential District 11
student_62782,Residential District 11
student_46891,Residential District 11
student_34390,Residential District 11
student_4717,Residential District 11
student_52191,Residential District 11
student_64608,Residential District 11
student_70821,Residential District 11
student_30690,Residential District 11
student_62807,Residential District 11
student_24526,Residential District 11
student_2571,Residential District 11
student_49747,Residential District 11
student_9252,Residential District 11
student_11816,Residential District 11
student_38,Residential District 11
student_27559,Residential District 11
student_64517,Residential District 11
student_59988,Residential District 11
student_48553,Residential District 11
student_14511,Residential District 11
student_32472,Residential District 11
student_60433,Residential District 11
student_17136,Residential District 11
student_27885,Residential District 11
student_64186,Residential District 11
student_64678,Residential District 11
student_8342,Residential District 11
student_66395,Residential District 11
student_62756,Residential District 11
student_46187,Residential District 11
student_54152,Residential District 11
student_67308,Residential District 11
student_3897,Residential District 11
student_62660,Residential District 11
student_18641,Residential District 11
student_38308,Residential District 11
student_24694,Residential District 11
student_70818,Residential District 11
student_33567,Residential District 11
student_56430,Residential District 11
student_16748,Residential District 11
student_70398,Residential District 11
student_13552,Residential District 11
student_52713,Residential District 11
student_1365,Residential District 11
student_27213,Residential District 11
student_68093,Residential District 11
student_15755,Residential District 11
student_57332,Residential District 11
student_10340,Residential District 11
student_6347,Residential District 11
student_65780,Residential District 11
student_59752,Residential District 11
student_40940,Residential District 11
student_57794,Residential District 11
student_2407,Residential District 11
student_30447,Residential District 11
student_24108,Residential District 11
student_43362,Residential District 11
student_51236,Residential District 11
student_65234,Residential District 11
student_27473,Residential District 11
student_9900,Residential District 11
student_30649,Residential District 11
student_41000,Residential District 11
student_65795,Residential District 11
student_66801,Residential District 11
student_44533,Residential District 11
student_2252,Residential District 11
student_28623,Residential District 11
student_36794,Residential District 11
student_23328,Residential District 11
student_9110,Residential District 11
student_55736,Residential District 11
student_26819,Residential District 11
student_44628,Residential District 11
student_68546,Residential District 11
student_41973,Residential District 11
student_20890,Residential District 11
student_6966,Residential District 11
student_32748,Residential District 11
student_60573,Residential District 11
student_67334,Residential District 11
student_52971,Residential District 11
student_70304,Residential District 11
student_28778,Residential District 11
student_46884,Residential District 11
student_33527,Residential District 11
student_36154,Residential District 11
student_34593,Residential District 11
student_63107,Residential District 11
student_63421,Residential District 11
student_20431,Residential District 11
student_63382,Residential District 11
student_52172,Residential District 11
student_58918,Residential District 11
student_14315,Residential District 11
student_69033,Residential District 11
student_3596,Residential District 11
student_49875,Residential District 11
student_62816,Residential District 11
student_27936,Residential District 11
student_48006,Residential District 11
student_27895,Residential District 11
student_54480,Residential District 11
student_10197,Residential District 11
student_47418,Residential District 11
student_53727,Residential District 11
student_26562,Residential District 11
student_39807,Residential District 11
student_66577,Residential District 11
student_26363,Residential District 11
student_42386,Residential District 11
student_32021,Residential District 11
student_50419,Residential District 11
student_49827,Residential District 11
student_29364,Residential District 11
student_875,Residential District 11
student_57411,Residential District 11
student_23678,Residential District 11
student_34341,Residential District 11
student_7162,Residential District 11
student_60050,Residential District 11
student_9168,Residential District 11
student_36376,Residential District 11
student_66000,Residential District 11
student_61843,Residential District 11
student_44075,Residential District 11
student_36713,Residential District 11
student_41779,Residential District 11
student_24023,Residential District 11
student_66195,Residential District 11
student_21967,Residential District 11
student_1835,Residential District 11
student_62490,Residential District 11
student_21985,Residential District 11
student_63063,Residential District 11
student_34346,Residential District 11
student_8509,Residential District 11
student_2167,Residential District 11
student_38724,Residential District 11
student_6939,Residential District 11
student_51657,Residential District 11
student_9543,Residential District 11
student_2331,Residential District 11
student_6686,Residential District 11
student_5039,Residential District 11
student_24540,Residential District 11
student_50980,Residential District 11
student_1073,Residential District 11
student_25920,Residential District 11
student_41855,Residential District 11
student_29369,Residential District 11
student_20903,Residential District 11
student_13110,Residential District 11
student_64254,Residential District 11
student_28612,Residential District 11
student_6534,Residential District 11
student_54638,Residential District 11
student_62855,Residential District 11
student_66885,Residential District 11
student_37331,Residential District 11
student_70866,Residential District 11
student_43623,Residential District 11
student_26723,Residential District 11
student_43559,Residential District 11
student_13422,Residential District 11
student_1499,Residential District 11
student_66344,Residential District 11
student_60787,Residential District 11
student_59470,Residential District 11
student_50815,Residential District 11
student_20977,Residential District 11
student_25231,Residential District 11
student_59698,Residential District 11
student_15499,Residential District 11
student_32141,Residential District 11
student_47440,Residential District 11
student_58158,Residential District 11
student_3936,Residential District 11
student_6427,Residential District 11
student_68069,Residential District 11
student_36543,Residential District 11
student_17810,Residential District 11
student_64706,Residential District 11
student_55720,Residential District 11
student_31313,Residential District 11
student_51388,Residential District 11
student_1358,Residential District 11
student_31289,Residential District 11
student_51384,Residential District 11
student_31373,Residential District 11
student_44587,Residential District 11
student_45895,Residential District 11
student_52704,Residential District 11
student_40612,Residential District 11
student_61985,Residential District 11
student_51389,Residential District 11
student_1346,Residential District 11
student_28659,Residential District 11
student_19997,Residential District 11
student_34389,Residential District 11
student_52757,Residential District 11
student_60476,Residential District 11
student_56878,Residential District 11
student_1014,Residential District 11
student_6443,Residential District 11
student_67259,Residential District 11
student_39139,Residential District 11
student_6708,Residential District 11
student_3291,Residential District 11
student_15810,Residential District 11
student_60728,Residential District 11
student_20514,Residential District 11
student_14757,Residential District 11
student_70495,Residential District 11
student_10828,Residential District 11
student_21159,Residential District 11
student_17225,Residential District 11
student_33818,Residential District 11
student_56848,Residential District 11
student_45668,Residential District 11
student_33632,Residential District 11
student_53620,Residential District 11
student_411,Residential District 11
student_49133,Residential District 11
student_70935,Residential District 11
student_18022,Residential District 11
student_35984,Residential District 11
student_59818,Residential District 11
student_28779,Residential District 11
student_27633,Residential District 11
student_68053,Residential District 11
student_14719,Residential District 11
student_28332,Residential District 11
student_49348,Residential District 11
student_17108,Residential District 11
student_37222,Residential District 11
student_23488,Residential District 11
student_53689,Residential District 11
student_45781,Residential District 11
student_59769,Residential District 11
student_10114,Residential District 11
student_7565,Residential District 11
student_19518,Residential District 11
student_42491,Residential District 11
student_25994,Residential District 11
student_62023,Residential District 11
student_31889,Residential District 11
student_38773,Residential District 11
student_29812,Residential District 11
student_21153,Residential District 11
student_7180,Residential District 11
student_51573,Residential District 11
student_33107,Residential District 11
student_46868,Residential District 11
student_22776,Residential District 11
student_58349,Residential District 11
student_37248,Residential District 11
student_54548,Residential District 11
student_26611,Residential District 11
student_33669,Residential District 11
student_21078,Residential District 11
student_37232,Residential District 11
student_4232,Residential District 11
student_48411,Residential District 11
student_51749,Residential District 11
student_5824,Residential District 11
student_28139,Residential District 11
student_22897,Residential District 11
student_45666,Residential District 11
student_14716,Residential District 11
student_22752,Residential District 11
student_36027,Residential District 11
student_34604,Residential District 11
student_49441,Residential District 11
student_24007,Residential District 11
student_40842,Residential District 11
student_43594,Residential District 11
student_17704,Residential District 11
student_15313,Residential District 11
student_40590,Residential District 11
student_53065,Residential District 11
student_5091,Residential District 11
student_50043,Residential District 11
student_53538,Residential District 11
student_71308,Residential District 11
student_36954,Residential District 11
student_34771,Residential District 11
student_29070,Residential District 11
student_28093,Residential District 11
student_39383,Residential District 11
student_47938,Residential District 11
student_24633,Residential District 11
student_42146,Residential District 11
student_18149,Residential District 11
student_5145,Residential District 11
student_21921,Residential District 11
student_45121,Residential District 11
student_28935,Residential District 11
student_48884,Residential District 11
student_40868,Residential District 11
student_64995,Residential District 11
student_53505,Residential District 11
student_8383,Residential District 11
student_5874,Residential District 11
student_56852,Residential District 11
student_20190,Residential District 11
student_31241,Residential District 11
student_50321,Residential District 11
student_42914,Residential District 11
student_63913,Residential District 11
student_32350,Residential District 11
student_56221,Residential District 11
student_16223,Residential District 11
student_51399,Residential District 11
student_51519,Residential District 11
student_20808,Residential District 11
student_7644,Residential District 11
student_39223,Residential District 11
student_62077,Residential District 11
student_70328,Residential District 11
student_3661,Residential District 11
student_69653,Residential District 11
student_65671,Residential District 11
student_2313,Residential District 11
student_30700,Residential District 11
student_37017,Residential District 11
student_7047,Residential District 11
student_65164,Residential District 11
student_32750,Residential District 11
student_47463,Residential District 11
student_60145,Residential District 11
student_50183,Residential District 11
student_43372,Residential District 11
student_21561,Residential District 11
student_19372,Residential District 11
student_10399,Residential District 11
student_316,Residential District 11
student_11224,Residential District 11
student_27611,Residential District 11
student_5548,Residential District 11
student_62874,Residential District 11
student_12225,Residential District 11
student_19894,Residential District 11
student_20565,Residential District 11
student_19120,Residential District 11
student_50379,Residential District 11
student_19460,Residential District 11
student_37447,Residential District 11
student_9578,Residential District 11
student_9566,Residential District 11
student_38901,Residential District 11
student_51682,Residential District 11
student_43676,Residential District 11
student_51530,Residential District 11
student_16440,Residential District 11
student_64899,Residential District 11
student_68279,Residential District 11
student_61380,Residential District 11
student_10997,Residential District 11
student_4477,Residential District 11
student_19415,Residential District 11
student_63386,Residential District 11
student_31105,Residential District 11
student_13113,Residential District 11
student_26508,Residential District 11
student_37978,Residential District 11
student_23572,Residential District 11
student_4486,Residential District 11
student_12974,Residential District 11
student_50059,Residential District 11
student_11226,Residential District 11
student_50879,Residential District 11
student_54186,Residential District 11
student_66604,Residential District 11
student_34356,Residential District 11
student_18968,Residential District 11
student_55052,Residential District 11
student_14293,Residential District 11
student_12440,Residential District 11
student_60200,Residential District 11
student_35227,Residential District 11
student_60705,Residential District 11
student_5662,Residential District 11
student_13006,Residential District 11
student_16942,Residential District 11
student_23445,Residential District 11
student_41182,Residential District 11
student_44483,Residential District 11
student_36860,Residential District 11
student_49498,Residential District 11
student_8362,Residential District 11
student_30805,Residential District 11
student_207,Residential District 11
student_49605,Residential District 11
student_22731,Residential District 11
student_30753,Residential District 11
student_2757,Residential District 11
student_41086,Residential District 11
student_21306,Residential District 11
student_1370,Residential District 11
student_9641,Residential District 11
student_56114,Residential District 11
student_46927,Residential District 11
student_34891,Residential District 11
student_11071,Residential District 11
student_22190,Residential District 11
student_8675,Residential District 11
student_4320,Residential District 11
student_27268,Residential District 11
student_32202,Residential District 11
student_16707,Residential District 11
student_54824,Residential District 11
student_25833,Residential District 11
student_69271,Residential District 11
student_54008,Residential District 11
student_43432,Residential District 11
student_21937,Residential District 11
student_54341,Residential District 11
student_21717,Residential District 11
student_44494,Residential District 11
student_43128,Residential District 11
student_27441,Residential District 11
student_7602,Residential District 11
student_30937,Residential District 11
student_44015,Residential District 11
student_11579,Residential District 11
student_31656,Residential District 11
student_46590,Residential District 11
student_41948,Residential District 11
student_57587,Residential District 11
student_22807,Residential District 11
student_69790,Residential District 11
student_67279,Residential District 11
student_22685,Residential District 11
student_63816,Residential District 11
student_13135,Residential District 11
student_37202,Residential District 11
student_67112,Residential District 11
student_53051,Residential District 11
student_31398,Residential District 11
student_52768,Residential District 11
student_14451,Residential District 11
student_58398,Residential District 11
student_53258,Residential District 11
student_64019,Residential District 11
student_60459,Residential District 11
student_2649,Residential District 11
student_8986,Residential District 11
student_44616,Residential District 11
student_63874,Residential District 11
student_71304,Residential District 11
student_55008,Residential District 11
student_26861,Residential District 11
student_3251,Residential District 11
student_28641,Residential District 11
student_17440,Residential District 11
student_21676,Residential District 11
student_62547,Residential District 11
student_70498,Residential District 11
student_22342,Residential District 11
student_41301,Residential District 11
student_42663,Residential District 11
student_59701,Residential District 11
student_43498,Residential District 11
student_20662,Residential District 11
student_35300,Residential District 11
student_16387,Residential District 11
student_33505,Residential District 11
student_29303,Residential District 11
student_1825,Residential District 11
student_32802,Residential District 11
student_60562,Residential District 11
student_16528,Residential District 11
student_31775,Residential District 11
student_69638,Residential District 11
student_14250,Residential District 11
student_47772,Residential District 11
student_53703,Residential District 11
student_54045,Residential District 11
student_52101,Residential District 11
student_67928,Residential District 11
student_1023,Residential District 11
student_43806,Residential District 11
student_6818,Residential District 11
student_63777,Residential District 11
student_21570,Residential District 11
student_56960,Residential District 11
student_51362,Residential District 11
student_40965,Residential District 11
student_21873,Residential District 11
student_48832,Residential District 11
student_47254,Residential District 11
student_51035,Residential District 11
student_60225,Residential District 11
student_57876,Residential District 11
student_10968,Residential District 11
student_2312,Residential District 11
student_28986,Residential District 11
student_14111,Residential District 11
student_21168,Residential District 11
student_33218,Residential District 11
student_17972,Residential District 11
student_25876,Residential District 11
student_61486,Residential District 11
student_46317,Residential District 11
student_37183,Residential District 11
student_31701,Residential District 11
student_3376,Residential District 11
student_20574,Residential District 11
student_5287,Residential District 11
student_27017,Residential District 11
student_34567,Residential District 11
student_68002,Residential District 11
student_34965,Residential District 11
student_34342,Residential District 11
student_20932,Residential District 11
student_37740,Residential District 11
student_68874,Residential District 11
student_41773,Residential District 11
student_66555,Residential District 11
student_3639,Residential District 11
student_26040,Residential District 11
student_6786,Residential District 11
student_42048,Residential District 11
student_4057,Residential District 11
student_21070,Residential District 11
student_16220,Residential District 11
student_54302,Residential District 11
student_29878,Residential District 11
student_33806,Residential District 11
student_27722,Residential District 11
student_47840,Residential District 11
student_68657,Residential District 11
student_37088,Residential District 11
student_26301,Residential District 11
student_20526,Residential District 11
student_49353,Residential District 11
student_4905,Residential District 11
student_22789,Residential District 11
student_62590,Residential District 11
student_15901,Residential District 11
student_29145,Residential District 11
student_34726,Residential District 11
student_30594,Residential District 11
student_22979,Residential District 11
student_33018,Residential District 11
student_51485,Residential District 11
student_5386,Residential District 11
student_44975,Residential District 11
student_65158,Residential District 11
student_15784,Residential District 11
student_10356,Residential District 11
student_21433,Residential District 11
student_43650,Residential District 11
student_30485,Residential District 11
student_15775,Residential District 11
student_6373,Residential District 11
student_41115,Residential District 11
student_58376,Residential District 11
student_10871,Residential District 11
student_3813,Residential District 11
student_55729,Residential District 11
student_24059,Residential District 11
student_51997,Residential District 11
student_9978,Residential District 11
student_19345,Residential District 11
student_13350,Residential District 11
student_6789,Residential District 11
student_53418,Residential District 11
student_61399,Residential District 11
student_18220,Residential District 11
student_24074,Residential District 11
student_34834,Residential District 11
student_62075,Residential District 11
student_3408,Residential District 11
student_63719,Residential District 11
student_51668,Residential District 11
student_45183,Residential District 11
student_44184,Residential District 11
student_23556,Residential District 11
student_3533,Residential District 11
student_31738,Residential District 11
student_37863,Residential District 11
student_63391,Residential District 11
student_13950,Residential District 11
student_42544,Residential District 11
student_60699,Residential District 11
student_36256,Residential District 11
student_9396,Residential District 11
student_51782,Residential District 11
student_55802,Residential District 11
student_23382,Residential District 11
student_25834,Residential District 11
student_20036,Residential District 11
student_52465,Residential District 11
student_44805,Residential District 11
student_31076,Residential District 11
student_15675,Residential District 11
student_952,Residential District 11
student_16197,Residential District 11
student_12193,Residential District 11
student_12738,Residential District 11
student_36918,Residential District 11
student_41867,Residential District 11
student_13132,Residential District 11
student_50734,Residential District 11
student_66520,Residential District 11
student_39107,Residential District 11
student_42586,Residential District 11
student_54174,Residential District 11
student_65958,Residential District 11
student_39530,Residential District 11
student_51707,Residential District 11
student_62846,Residential District 11
student_13538,Residential District 11
student_30925,Residential District 11
student_30027,Residential District 11
student_35014,Residential District 11
student_40784,Residential District 11
student_18381,Residential District 11
student_25421,Residential District 11
student_63859,Residential District 11
student_37717,Residential District 11
student_48150,Residential District 11
student_31527,Residential District 11
student_58284,Residential District 11
student_23288,Residential District 11
student_22642,Residential District 11
student_27320,Residential District 11
student_33452,Residential District 11
student_8410,Residential District 11
student_14397,Residential District 11
student_64476,Residential District 11
student_22078,Residential District 11
student_67042,Residential District 11
student_45016,Residential District 11
student_31110,Residential District 11
student_20215,Residential District 11
student_20041,Residential District 11
student_24226,Residential District 11
student_70420,Residential District 11
student_44685,Residential District 11
student_37668,Residential District 11
student_21453,Residential District 11
student_39431,Residential District 11
student_49857,Residential District 11
student_53754,Residential District 11
student_31638,Residential District 11
student_3853,Residential District 11
student_15651,Residential District 11
student_49558,Residential District 11
student_8186,Residential District 11
student_57148,Residential District 11
student_34981,Residential District 11
student_27827,Residential District 11
student_18407,Residential District 11
student_67544,Residential District 11
student_46803,Residential District 11
student_67714,Residential District 11
student_20353,Residential District 11
student_272,Residential District 11
student_57981,Residential District 11
student_12034,Residential District 11
student_29243,Residential District 11
student_26294,Residential District 11
student_58946,Residential District 11
student_50229,Residential District 11
student_29867,Residential District 11
student_40836,Residential District 11
student_60581,Residential District 11
student_24100,Residential District 11
student_65096,Residential District 11
student_44423,Residential District 11
student_50762,Residential District 11
student_61544,Residential District 11
student_59652,Residential District 11
student_58962,Residential District 11
student_10548,Residential District 11
student_2537,Residential District 11
student_35364,Residential District 11
student_23197,Residential District 11
student_51341,Residential District 11
student_14485,Residential District 11
student_20211,Residential District 11
student_36031,Residential District 11
student_44647,Residential District 11
student_44504,Residential District 11
student_64014,Residential District 11
student_45574,Residential District 11
student_16763,Residential District 11
student_47553,Residential District 11
student_35694,Residential District 11
student_3605,Residential District 11
student_63712,Residential District 11
student_64354,Residential District 11
student_33161,Residential District 11
student_15564,Residential District 11
student_63048,Residential District 11
student_35357,Residential District 11
student_28851,Residential District 11
student_6519,Residential District 11
student_37149,Residential District 11
student_21556,Residential District 11
student_40769,Residential District 11
student_11142,Residential District 11
student_38765,Residential District 11
student_28442,Residential District 11
student_51008,Residential District 11
student_52738,Residential District 11
student_20652,Residential District 11
student_69678,Residential District 11
student_15914,Residential District 11
student_31967,Residential District 11
student_7600,Residential District 11
student_19966,Residential District 11
student_17566,Residential District 11
student_57517,Residential District 11
student_21396,Residential District 11
student_47543,Residential District 11
student_2189,Residential District 11
student_40834,Residential District 11
student_62042,Residential District 11
student_59057,Residential District 11
student_26843,Residential District 11
student_11658,Residential District 11
student_63380,Residential District 11
student_57362,Residential District 11
student_56719,Residential District 11
student_1016,Residential District 11
student_27341,Residential District 11
student_17216,Residential District 11
student_15850,Residential District 11
student_49081,Residential District 11
student_25770,Residential District 12
student_33675,Residential District 12
student_19117,Residential District 12
student_7228,Residential District 12
student_48397,Residential District 12
student_58895,Residential District 12
student_35585,Residential District 12
student_31096,Residential District 12
student_61145,Residential District 12
student_15217,Residential District 12
student_32880,Residential District 12
student_65231,Residential District 12
student_35380,Residential District 12
student_36937,Residential District 12
student_10592,Residential District 12
student_28371,Residential District 12
student_67180,Residential District 12
student_68001,Residential District 12
student_23037,Residential District 12
student_4191,Residential District 12
student_52462,Residential District 12
student_70781,Residential District 12
student_69690,Residential District 12
student_24790,Residential District 12
student_45071,Residential District 12
student_54374,Residential District 12
student_13335,Residential District 12
student_100,Residential District 12
student_19578,Residential District 12
student_50873,Residential District 12
student_32591,Residential District 12
student_50925,Residential District 12
student_15911,Residential District 12
student_36574,Residential District 12
student_57381,Residential District 12
student_16716,Residential District 12
student_19220,Residential District 12
student_3480,Residential District 12
student_50883,Residential District 12
student_7278,Residential District 12
student_42770,Residential District 12
student_6473,Residential District 12
student_9518,Residential District 12
student_51939,Residential District 12
student_58124,Residential District 12
student_24232,Residential District 12
student_33589,Residential District 12
student_24104,Residential District 12
student_20380,Residential District 12
student_3913,Residential District 12
student_23911,Residential District 12
student_34784,Residential District 12
student_58206,Residential District 12
student_48723,Residential District 12
student_8218,Residential District 12
student_370,Residential District 12
student_21031,Residential District 12
student_20706,Residential District 12
student_53274,Residential District 12
student_63046,Residential District 12
student_16789,Residential District 12
student_22197,Residential District 12
student_25305,Residential District 12
student_63223,Residential District 12
student_59106,Residential District 12
student_6084,Residential District 12
student_57829,Residential District 12
student_57062,Residential District 12
student_11524,Residential District 12
student_46871,Residential District 12
student_137,Residential District 12
student_13821,Residential District 12
student_7689,Residential District 12
student_8116,Residential District 12
student_51048,Residential District 12
student_55731,Residential District 12
student_65689,Residential District 12
student_13628,Residential District 12
student_54113,Residential District 12
student_57822,Residential District 12
student_57727,Residential District 12
student_22276,Residential District 12
student_62059,Residential District 12
student_31523,Residential District 12
student_34576,Residential District 12
student_27845,Residential District 12
student_19492,Residential District 12
student_49854,Residential District 12
student_24405,Residential District 12
student_49802,Residential District 12
student_24901,Residential District 12
student_12107,Residential District 12
student_53911,Residential District 12
student_30520,Residential District 12
student_20165,Residential District 12
student_5022,Residential District 12
student_11649,Residential District 12
student_53576,Residential District 12
student_24591,Residential District 12
student_67216,Residential District 12
student_39808,Residential District 12
student_57820,Residential District 12
student_12069,Residential District 12
student_53131,Residential District 12
student_530,Residential District 12
student_12821,Residential District 12
student_60041,Residential District 12
student_50484,Residential District 12
student_42074,Residential District 12
student_15445,Residential District 12
student_37579,Residential District 12
student_34124,Residential District 12
student_42517,Residential District 12
student_41838,Residential District 12
student_905,Residential District 12
student_64400,Residential District 12
student_16084,Residential District 12
student_33965,Residential District 12
student_4167,Residential District 12
student_13281,Residential District 12
student_69687,Residential District 12
student_15664,Residential District 12
student_49613,Residential District 12
student_17029,Residential District 12
student_18942,Residential District 12
student_18966,Residential District 12
student_70466,Residential District 12
student_4284,Residential District 12
student_39883,Residential District 12
student_50245,Residential District 12
student_32695,Residential District 12
student_16538,Residential District 12
student_18636,Residential District 12
student_25619,Residential District 12
student_54014,Residential District 12
student_44065,Residential District 12
student_37105,Residential District 12
student_55446,Residential District 12
student_58497,Residential District 12
student_19614,Residential District 12
student_35915,Residential District 12
student_19502,Residential District 12
student_17237,Residential District 12
student_34432,Residential District 12
student_38185,Residential District 12
student_59930,Residential District 12
student_22260,Residential District 12
student_11981,Residential District 12
student_24665,Residential District 12
student_32544,Residential District 12
student_67211,Residential District 12
student_3242,Residential District 12
student_33744,Residential District 12
student_29037,Residential District 12
student_37604,Residential District 12
student_31544,Residential District 12
student_67424,Residential District 12
student_66421,Residential District 12
student_3544,Residential District 12
student_18716,Residential District 12
student_57100,Residential District 12
student_16345,Residential District 12
student_36116,Residential District 12
student_26071,Residential District 12
student_30083,Residential District 12
student_2785,Residential District 12
student_32915,Residential District 12
student_6735,Residential District 12
student_62036,Residential District 12
student_8870,Residential District 12
student_14379,Residential District 12
student_47915,Residential District 12
student_46441,Residential District 12
student_51894,Residential District 12
student_60669,Residential District 12
student_23963,Residential District 12
student_45977,Residential District 12
student_39928,Residential District 12
student_70002,Residential District 12
student_243,Residential District 12
student_44568,Residential District 12
student_31500,Residential District 12
student_67197,Residential District 12
student_29480,Residential District 12
student_53591,Residential District 12
student_11655,Residential District 12
student_22333,Residential District 12
student_45775,Residential District 12
student_53020,Residential District 12
student_26122,Residential District 12
student_59959,Residential District 12
student_20214,Residential District 12
student_69717,Residential District 12
student_43424,Residential District 12
student_59680,Residential District 12
student_43456,Residential District 12
student_41743,Residential District 12
student_58699,Residential District 12
student_57066,Residential District 12
student_64373,Residential District 12
student_18685,Residential District 12
student_34358,Residential District 12
student_32968,Residential District 12
student_35675,Residential District 12
student_23376,Residential District 12
student_21855,Residential District 12
student_11546,Residential District 12
student_52841,Residential District 12
student_30730,Residential District 12
student_27723,Residential District 12
student_31777,Residential District 12
student_65484,Residential District 12
student_33687,Residential District 12
student_45523,Residential District 12
student_66957,Residential District 12
student_50642,Residential District 12
student_44456,Residential District 12
student_34137,Residential District 12
student_62890,Residential District 12
student_41822,Residential District 12
student_14693,Residential District 12
student_40178,Residential District 12
student_55826,Residential District 12
student_64388,Residential District 12
student_65836,Residential District 12
student_52370,Residential District 12
student_50433,Residential District 12
student_67372,Residential District 12
student_18306,Residential District 12
student_3035,Residential District 12
student_28476,Residential District 12
