,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
61159,9,09X324,Bronx Early College Academy for Teaching & Learnin,Residential District 12,,46,s,
61160,9,09X324,Bronx Early College Academy for Teaching & Learnin,Residential District 19,,s,s,
61161,9,09X324,Bronx Early College Academy for Teaching & Learnin,Residential District 22,,s,s,
61162,9,09X324,Bronx Early College Academy for Teaching & Learnin,Residential District 24,,s,s,
61163,9,09X324,Bronx Early College Academy for Teaching & Learnin,Residential District 30,,s,s,
61164,9,09X324,Bronx Early College Academy for Teaching & Learnin,Residential District Unknown,,s,s,
63031,10,10X213,Bronx Engineering and Technology Academy,Residential District 02,,s,s,
63032,10,10X213,Bronx Engineering and Technology Academy,Residential District 03,,s,s,
63033,10,10X213,Bronx Engineering and Technology Academy,Residential District 04,,s,s,
63034,10,10X213,Bronx Engineering and Technology Academy,Residential District 05,,7,s,
63035,10,10X213,Bronx Engineering and Technology Academy,Residential District 06,,33,s,
63036,10,10X213,Bronx Engineering and Technology Academy,Residential District 07,,21,s,
63037,10,10X213,Bronx Engineering and Technology Academy,Residential District 08,,52,11,
63038,10,10X213,Bronx Engineering and Technology Academy,Residential District 09,,81,s,
63039,10,10X213,Bronx Engineering and Technology Academy,Residential District 10,,246,55,
63040,10,10X213,Bronx Engineering and Technology Academy,Residential District 11,,91,12,
63041,10,10X213,Bronx Engineering and Technology Academy,Residential District 12,,36,6,
63042,10,10X213,Bronx Engineering and Technology Academy,Residential District 17,,s,s,
63043,10,10X213,Bronx Engineering and Technology Academy,Residential District 18,,s,s,
63044,10,10X213,Bronx Engineering and Technology Academy,Residential District 20,,s,s,
63045,10,10X213,Bronx Engineering and Technology Academy,Residential District 22,,s,s,
63046,10,10X213,Bronx Engineering and Technology Academy,Residential District 24,,s,s,
63047,10,10X213,Bronx Engineering and Technology Academy,Residential District 27,,s,s,
63048,10,10X213,Bronx Engineering and Technology Academy,Residential District 30,,s,s,
63049,10,10X213,Bronx Engineering and Technology Academy,Residential District Unknown,,s,s,
69807,12,12X511,Bronx Envision Academy,Residential District 02,,s,s,
69808,12,12X511,Bronx Envision Academy,Residential District 04,,s,s,
69809,12,12X511,Bronx Envision Academy,Residential District 06,,s,s,
69810,12,12X511,Bronx Envision Academy,Residential District 07,,21,s,
69811,12,12X511,Bronx Envision Academy,Residential District 08,,58,15,
69812,12,12X511,Bronx Envision Academy,Residential District 09,,74,14,
69813,12,12X511,Bronx Envision Academy,Residential District 10,,79,13,
69814,12,12X511,Bronx Envision Academy,Residential District 11,,49,6,
69815,12,12X511,Bronx Envision Academy,Residential District 12,,164,75,
69816,12,12X511,Bronx Envision Academy,Residential District 14,,s,s,
69817,12,12X511,Bronx Envision Academy,Residential District 17,,s,s,
69818,12,12X511,Bronx Envision Academy,Residential District 18,,s,s,
69819,12,12X511,Bronx Envision Academy,Residential District 25,,s,s,
69820,12,12X511,Bronx Envision Academy,Residential District Unknown,,s,s,
66709,11,11X249,Bronx Health Sciences High School,Residential District 01,,s,s,
66710,11,11X249,Bronx Health Sciences High School,Residential District 02,,s,s,
66711,11,11X249,Bronx Health Sciences High School,Residential District 03,,s,s,
66712,11,11X249,Bronx Health Sciences High School,Residential District 04,,s,s,
66713,11,11X249,Bronx Health Sciences High School,Residential District 05,,s,s,
66714,11,11X249,Bronx Health Sciences High School,Residential District 06,,7,s,
66715,11,11X249,Bronx Health Sciences High School,Residential District 07,,45,s,
66716,11,11X249,Bronx Health Sciences High School,Residential District 08,,137,27,
66717,11,11X249,Bronx Health Sciences High School,Residential District 09,,168,32,
66718,11,11X249,Bronx Health Sciences High School,Residential District 10,,191,20,
66719,11,11X249,Bronx Health Sciences High School,Residential District 11,,537,94,
66720,11,11X249,Bronx Health Sciences High School,Residential District 12,,83,18,
66721,11,11X249,Bronx Health Sciences High School,Residential District 15,,s,s,
66722,11,11X249,Bronx Health Sciences High School,Residential District 17,,s,s,
66723,11,11X249,Bronx Health Sciences High School,Residential District 19,,s,s,
66724,11,11X249,Bronx Health Sciences High School,Residential District 20,,s,s,
66725,11,11X249,Bronx Health Sciences High School,Residential District 22,,s,s,
66726,11,11X249,Bronx Health Sciences High School,Residential District 23,,s,s,
66727,11,11X249,Bronx Health Sciences High School,Residential District 24,,s,s,
66728,11,11X249,Bronx Health Sciences High School,Residential District 25,,s,s,
66729,11,11X249,Bronx Health Sciences High School,Residential District 27,,s,s,
66730,11,11X249,Bronx Health Sciences High School,Residential District 28,,s,s,
66731,11,11X249,Bronx Health Sciences High School,Residential District 29,,s,s,
66732,11,11X249,Bronx Health Sciences High School,Residential District 30,,s,s,
66733,11,11X249,Bronx Health Sciences High School,Residential District 31,,s,s,
66734,11,11X249,Bronx Health Sciences High School,Residential District 32,,s,s,
66735,11,11X249,Bronx Health Sciences High School,Residential District Unknown,,6,s,
64972,10,10X439,Bronx High School for Law and Community Service,Residential District 02,,s,s,
64973,10,10X439,Bronx High School for Law and Community Service,Residential District 03,,s,s,
64974,10,10X439,Bronx High School for Law and Community Service,Residential District 04,,6,s,
64975,10,10X439,Bronx High School for Law and Community Service,Residential District 05,,6,s,
64976,10,10X439,Bronx High School for Law and Community Service,Residential District 06,,10,s,
64977,10,10X439,Bronx High School for Law and Community Service,Residential District 07,,66,9,
64978,10,10X439,Bronx High School for Law and Community Service,Residential District 08,,113,10,
64979,10,10X439,Bronx High School for Law and Community Service,Residential District 09,,256,22,
64980,10,10X439,Bronx High School for Law and Community Service,Residential District 10,,666,61,
64981,10,10X439,Bronx High School for Law and Community Service,Residential District 11,,360,29,
64982,10,10X439,Bronx High School for Law and Community Service,Residential District 12,,162,12,
64983,10,10X439,Bronx High School for Law and Community Service,Residential District 17,,s,s,
64984,10,10X439,Bronx High School for Law and Community Service,Residential District 19,,s,s,
64985,10,10X439,Bronx High School for Law and Community Service,Residential District 21,,s,s,
64986,10,10X439,Bronx High School for Law and Community Service,Residential District 23,,s,s,
64987,10,10X439,Bronx High School for Law and Community Service,Residential District 24,,s,s,
64988,10,10X439,Bronx High School for Law and Community Service,Residential District 25,,s,s,
64989,10,10X439,Bronx High School for Law and Community Service,Residential District 27,,s,s,
64990,10,10X439,Bronx High School for Law and Community Service,Residential District 28,,s,s,
64991,10,10X439,Bronx High School for Law and Community Service,Residential District 29,,s,s,
64992,10,10X439,Bronx High School for Law and Community Service,Residential District 30,,s,s,
64993,10,10X439,Bronx High School for Law and Community Service,Residential District Unknown,,s,s,
61801,9,09X413,Bronx High School for Medical Science,Residential District 02,,s,s,
61802,9,09X413,Bronx High School for Medical Science,Residential District 03,,9,s,
61803,9,09X413,Bronx High School for Medical Science,Residential District 04,,6,s,
61804,9,09X413,Bronx High School for Medical Science,Residential District 05,,11,s,
61805,9,09X413,Bronx High School for Medical Science,Residential District 06,,21,s,
61806,9,09X413,Bronx High School for Medical Science,Residential District 07,,70,8,
61807,9,09X413,Bronx High School for Medical Science,Residential District 08,,121,11,
61808,9,09X413,Bronx High School for Medical Science,Residential District 09,,424,69,
61809,9,09X413,Bronx High School for Medical Science,Residential District 10,,244,19,
61810,9,09X413,Bronx High School for Medical Science,Residential District 11,,146,12,
61811,9,09X413,Bronx High School for Medical Science,Residential District 12,,102,15,
61812,9,09X413,Bronx High School for Medical Science,Residential District 13,,s,s,
61813,9,09X413,Bronx High School for Medical Science,Residential District 14,,s,s,
61814,9,09X413,Bronx High School for Medical Science,Residential District 16,,s,s,
61815,9,09X413,Bronx High School for Medical Science,Residential District 17,,s,s,
61816,9,09X413,Bronx High School for Medical Science,Residential District 18,,s,s,
61817,9,09X413,Bronx High School for Medical Science,Residential District 19,,8,s,
61818,9,09X413,Bronx High School for Medical Science,Residential District 20,,s,s,
61819,9,09X413,Bronx High School for Medical Science,Residential District 23,,s,s,
61820,9,09X413,Bronx High School for Medical Science,Residential District 24,,6,s,
61821,9,09X413,Bronx High School for Medical Science,Residential District 25,,s,s,
61822,9,09X413,Bronx High School for Medical Science,Residential District 26,,s,s,
61823,9,09X413,Bronx High School for Medical Science,Residential District 27,,s,s,
61824,9,09X413,Bronx High School for Medical Science,Residential District 28,,s,s,
61825,9,09X413,Bronx High School for Medical Science,Residential District 29,,s,s,
61826,9,09X413,Bronx High School for Medical Science,Residential District 30,,s,s,
61827,9,09X413,Bronx High School for Medical Science,Residential District 31,,s,s,
61828,9,09X413,Bronx High School for Medical Science,Residential District 32,,s,s,
61829,9,09X413,Bronx High School for Medical Science,Residential District Unknown,,s,s,
66808,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 04,,s,s,
66809,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 06,,6,s,
66810,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 07,,17,s,
66811,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 08,,22,s,
66812,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 09,,24,s,
66813,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 10,,69,7,
66814,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 11,,160,24,
66815,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 12,,24,s,
66816,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 18,,s,s,
66817,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 22,,s,s,
66818,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 27,,s,s,
66819,11,11X253,Bronx High School for Writing and Communication Ar,Residential District 29,,s,s,
66820,11,11X253,Bronx High School for Writing and Communication Ar,Residential District Unknown,,s,s,
67625,11,11X418,Bronx High School for the Visual Arts,Residential District 01,,s,s,
67626,11,11X418,Bronx High School for the Visual Arts,Residential District 02,,s,s,
67627,11,11X418,Bronx High School for the Visual Arts,Residential District 03,,s,s,
67628,11,11X418,Bronx High School for the Visual Arts,Residential District 04,,10,s,
67629,11,11X418,Bronx High School for the Visual Arts,Residential District 05,,s,s,
67630,11,11X418,Bronx High School for the Visual Arts,Residential District 06,,7,s,
67631,11,11X418,Bronx High School for the Visual Arts,Residential District 07,,38,6,
67632,11,11X418,Bronx High School for the Visual Arts,Residential District 08,,155,19,
67633,11,11X418,Bronx High School for the Visual Arts,Residential District 09,,107,7,
67634,11,11X418,Bronx High School for the Visual Arts,Residential District 10,,235,16,
67635,11,11X418,Bronx High School for the Visual Arts,Residential District 11,,448,63,
67636,11,11X418,Bronx High School for the Visual Arts,Residential District 12,,119,17,
67637,11,11X418,Bronx High School for the Visual Arts,Residential District 15,,s,s,
67638,11,11X418,Bronx High School for the Visual Arts,Residential District 17,,s,s,
67639,11,11X418,Bronx High School for the Visual Arts,Residential District 18,,s,s,
67640,11,11X418,Bronx High School for the Visual Arts,Residential District 19,,s,s,
67641,11,11X418,Bronx High School for the Visual Arts,Residential District 20,,s,s,
67642,11,11X418,Bronx High School for the Visual Arts,Residential District 22,,s,s,
67643,11,11X418,Bronx High School for the Visual Arts,Residential District 23,,s,s,
67644,11,11X418,Bronx High School for the Visual Arts,Residential District 24,,s,s,
67645,11,11X418,Bronx High School for the Visual Arts,Residential District 25,,s,s,
67646,11,11X418,Bronx High School for the Visual Arts,Residential District 26,,s,s,
67647,11,11X418,Bronx High School for the Visual Arts,Residential District 27,,s,s,
67648,11,11X418,Bronx High School for the Visual Arts,Residential District 28,,s,s,
67649,11,11X418,Bronx High School for the Visual Arts,Residential District 29,,s,s,
67650,11,11X418,Bronx High School for the Visual Arts,Residential District 31,,s,s,
67651,11,11X418,Bronx High School for the Visual Arts,Residential District 32,,s,s,
67652,11,11X418,Bronx High School for the Visual Arts,Residential District Unknown,,s,s,
61691,9,09X412,Bronx High School of Business,Residential District 02,,s,s,
61692,9,09X412,Bronx High School of Business,Residential District 03,,s,s,
61693,9,09X412,Bronx High School of Business,Residential District 04,,s,s,
61694,9,09X412,Bronx High School of Business,Residential District 05,,7,s,
61695,9,09X412,Bronx High School of Business,Residential District 06,,11,s,
61696,9,09X412,Bronx High School of Business,Residential District 07,,53,s,
61697,9,09X412,Bronx High School of Business,Residential District 08,,32,s,
61698,9,09X412,Bronx High School of Business,Residential District 09,,262,33,
61699,9,09X412,Bronx High School of Business,Residential District 10,,147,18,
61700,9,09X412,Bronx High School of Business,Residential District 11,,57,s,
61701,9,09X412,Bronx High School of Business,Residential District 12,,60,s,
61702,9,09X412,Bronx High School of Business,Residential District 15,,s,s,
61703,9,09X412,Bronx High School of Business,Residential District 16,,s,s,
61704,9,09X412,Bronx High School of Business,Residential District 17,,s,s,
61705,9,09X412,Bronx High School of Business,Residential District 18,,s,s,
61706,9,09X412,Bronx High School of Business,Residential District 19,,s,s,
61707,9,09X412,Bronx High School of Business,Residential District 20,,s,s,
61708,9,09X412,Bronx High School of Business,Residential District 22,,s,s,
61709,9,09X412,Bronx High School of Business,Residential District 23,,s,s,
61710,9,09X412,Bronx High School of Business,Residential District 24,,s,s,
61711,9,09X412,Bronx High School of Business,Residential District 26,,s,s,
61712,9,09X412,Bronx High School of Business,Residential District 27,,s,s,
61713,9,09X412,Bronx High School of Business,Residential District 29,,s,s,
61714,9,09X412,Bronx High School of Business,Residential District 30,,s,s,
61715,9,09X412,Bronx High School of Business,Residential District 31,,s,s,
61716,9,09X412,Bronx High School of Business,Residential District 32,,s,s,
61717,9,09X412,Bronx High School of Business,Residential District Unknown,,s,s,
61579,9,09X403,Bronx International High School,Residential District 02,,s,s,
61580,9,09X403,Bronx International High School,Residential District 03,,s,s,
61581,9,09X403,Bronx International High School,Residential District 04,,s,s,
61582,9,09X403,Bronx International High School,Residential District 05,,s,s,
61583,9,09X403,Bronx International High School,Residential District 06,,11,s,
61584,9,09X403,Bronx International High School,Residential District 07,,71,s,
61585,9,09X403,Bronx International High School,Residential District 08,,82,s,
61586,9,09X403,Bronx International High School,Residential District 09,,180,16,
61587,9,09X403,Bronx International High School,Residential District 10,,97,s,
61588,9,09X403,Bronx International High School,Residential District 11,,49,s,
61589,9,09X403,Bronx International High School,Residential District 12,,82,10,
61590,9,09X403,Bronx International High School,Residential District 14,,s,s,
61591,9,09X403,Bronx International High School,Residential District 17,,s,s,
61592,9,09X403,Bronx International High School,Residential District Unknown,,s,s,
66868,11,11X265,Bronx Lab School,Residential District 05,,s,s,
66869,11,11X265,Bronx Lab School,Residential District 07,,6,s,
66870,11,11X265,Bronx Lab School,Residential District 08,,31,6,
66871,11,11X265,Bronx Lab School,Residential District 09,,29,s,
66872,11,11X265,Bronx Lab School,Residential District 10,,79,s,
66873,11,11X265,Bronx Lab School,Residential District 11,,164,12,
66874,11,11X265,Bronx Lab School,Residential District 12,,30,s,
66875,11,11X265,Bronx Lab School,Residential District 14,,s,s,
66876,11,11X265,Bronx Lab School,Residential District 24,,s,s,
66877,11,11X265,Bronx Lab School,Residential District Unknown,,s,s,
69157,12,12X267,Bronx Latin,Residential District 02,,s,s,
69158,12,12X267,Bronx Latin,Residential District 03,,s,s,
69159,12,12X267,Bronx Latin,Residential District 04,,s,s,
69160,12,12X267,Bronx Latin,Residential District 05,,s,s,
69161,12,12X267,Bronx Latin,Residential District 06,,s,s,
69162,12,12X267,Bronx Latin,Residential District 07,,91,6,
69163,12,12X267,Bronx Latin,Residential District 08,,180,16,
69164,12,12X267,Bronx Latin,Residential District 09,,212,16,
69165,12,12X267,Bronx Latin,Residential District 10,,136,s,
69166,12,12X267,Bronx Latin,Residential District 11,,77,6,
69167,12,12X267,Bronx Latin,Residential District 12,,219,56,
69168,12,12X267,Bronx Latin,Residential District 16,,s,s,
69169,12,12X267,Bronx Latin,Residential District 19,,s,s,
69170,12,12X267,Bronx Latin,Residential District 21,,s,s,
69171,12,12X267,Bronx Latin,Residential District 22,,s,s,
69172,12,12X267,Bronx Latin,Residential District 24,,s,s,
69173,12,12X267,Bronx Latin,Residential District 30,,s,s,
69174,12,12X267,Bronx Latin,Residential District 32,,s,s,
69175,12,12X267,Bronx Latin,Residential District Unknown,,s,s,
62173,9,09X525,Bronx Leadership Academy High School,Residential District 01,,s,s,
62174,9,09X525,Bronx Leadership Academy High School,Residential District 03,,s,s,
62175,9,09X525,Bronx Leadership Academy High School,Residential District 05,,8,s,
62176,9,09X525,Bronx Leadership Academy High School,Residential District 06,,s,s,
62177,9,09X525,Bronx Leadership Academy High School,Residential District 07,,34,s,
62178,9,09X525,Bronx Leadership Academy High School,Residential District 08,,33,s,
62179,9,09X525,Bronx Leadership Academy High School,Residential District 09,,194,35,
62180,9,09X525,Bronx Leadership Academy High School,Residential District 10,,199,44,
62181,9,09X525,Bronx Leadership Academy High School,Residential District 11,,34,8,
62182,9,09X525,Bronx Leadership Academy High School,Residential District 12,,73,10,
62183,9,09X525,Bronx Leadership Academy High School,Residential District 15,,s,s,
62184,9,09X525,Bronx Leadership Academy High School,Residential District 21,,s,s,
62185,9,09X525,Bronx Leadership Academy High School,Residential District 25,,s,s,
62186,9,09X525,Bronx Leadership Academy High School,Residential District 28,,s,s,
62187,9,09X525,Bronx Leadership Academy High School,Residential District 29,,s,s,
62188,9,09X525,Bronx Leadership Academy High School,Residential District 30,,s,s,
62189,9,09X525,Bronx Leadership Academy High School,Residential District 32,,s,s,
62190,9,09X525,Bronx Leadership Academy High School,Residential District Unknown,,s,s,
57794,7,07X527,Bronx Leadership Academy II High School,Residential District 02,,s,s,
57795,7,07X527,Bronx Leadership Academy II High School,Residential District 03,,s,s,
57796,7,07X527,Bronx Leadership Academy II High School,Residential District 04,,8,s,
57797,7,07X527,Bronx Leadership Academy II High School,Residential District 05,,29,s,
57798,7,07X527,Bronx Leadership Academy II High School,Residential District 06,,14,s,
57799,7,07X527,Bronx Leadership Academy II High School,Residential District 07,,212,44,
57800,7,07X527,Bronx Leadership Academy II High School,Residential District 08,,53,s,
57801,7,07X527,Bronx Leadership Academy II High School,Residential District 09,,275,41,
57802,7,07X527,Bronx Leadership Academy II High School,Residential District 10,,141,33,
57803,7,07X527,Bronx Leadership Academy II High School,Residential District 11,,56,s,
57804,7,07X527,Bronx Leadership Academy II High School,Residential District 12,,58,6,
57805,7,07X527,Bronx Leadership Academy II High School,Residential District 14,,s,s,
57806,7,07X527,Bronx Leadership Academy II High School,Residential District 16,,s,s,
57807,7,07X527,Bronx Leadership Academy II High School,Residential District 19,,s,s,
57808,7,07X527,Bronx Leadership Academy II High School,Residential District 21,,s,s,
57809,7,07X527,Bronx Leadership Academy II High School,Residential District 23,,s,s,
57810,7,07X527,Bronx Leadership Academy II High School,Residential District 28,,s,s,
57811,7,07X527,Bronx Leadership Academy II High School,Residential District 30,,s,s,
59059,8,08X349,Bronx River High School,Residential District 04,,s,s,
59060,8,08X349,Bronx River High School,Residential District 05,,s,s,
59061,8,08X349,Bronx River High School,Residential District 07,,19,s,
59062,8,08X349,Bronx River High School,Residential District 08,,320,50,
59063,8,08X349,Bronx River High School,Residential District 09,,65,7,
59064,8,08X349,Bronx River High School,Residential District 10,,67,8,
59065,8,08X349,Bronx River High School,Residential District 11,,319,50,
59066,8,08X349,Bronx River High School,Residential District 12,,123,14,
59067,8,08X349,Bronx River High School,Residential District 15,,s,s,
59068,8,08X349,Bronx River High School,Residential District 16,,s,s,
59069,8,08X349,Bronx River High School,Residential District 19,,s,s,
59070,8,08X349,Bronx River High School,Residential District 22,,s,s,
59071,8,08X349,Bronx River High School,Residential District 29,,s,s,
59072,8,08X349,Bronx River High School,Residential District 32,,s,s,
59073,8,08X349,Bronx River High School,Residential District Unknown,,s,s,
61981,9,09X505,Bronx School for Law Government and Justice,Residential District 01,,s,s,
61982,9,09X505,Bronx School for Law Government and Justice,Residential District 02,,s,s,
61983,9,09X505,Bronx School for Law Government and Justice,Residential District 03,,8,s,
61984,9,09X505,Bronx School for Law Government and Justice,Residential District 04,,12,s,
61985,9,09X505,Bronx School for Law Government and Justice,Residential District 05,,20,s,
61986,9,09X505,Bronx School for Law Government and Justice,Residential District 06,,18,s,
61987,9,09X505,Bronx School for Law Government and Justice,Residential District 07,,159,7,
61988,9,09X505,Bronx School for Law Government and Justice,Residential District 08,,109,s,
61989,9,09X505,Bronx School for Law Government and Justice,Residential District 09,,507,88,
61990,9,09X505,Bronx School for Law Government and Justice,Residential District 10,,253,11,
61991,9,09X505,Bronx School for Law Government and Justice,Residential District 11,,111,s,
61992,9,09X505,Bronx School for Law Government and Justice,Residential District 12,,77,s,
61993,9,09X505,Bronx School for Law Government and Justice,Residential District 17,,s,s,
61994,9,09X505,Bronx School for Law Government and Justice,Residential District 18,,s,s,
61995,9,09X505,Bronx School for Law Government and Justice,Residential District 19,,s,s,
61996,9,09X505,Bronx School for Law Government and Justice,Residential District 20,,s,s,
61997,9,09X505,Bronx School for Law Government and Justice,Residential District 21,,s,s,
61998,9,09X505,Bronx School for Law Government and Justice,Residential District 22,,s,s,
61999,9,09X505,Bronx School for Law Government and Justice,Residential District 23,,s,s,
62000,9,09X505,Bronx School for Law Government and Justice,Residential District 24,,6,s,
62001,9,09X505,Bronx School for Law Government and Justice,Residential District 25,,s,s,
62002,9,09X505,Bronx School for Law Government and Justice,Residential District 26,,s,s,
62003,9,09X505,Bronx School for Law Government and Justice,Residential District 27,,6,s,
62004,9,09X505,Bronx School for Law Government and Justice,Residential District 28,,s,s,
62005,9,09X505,Bronx School for Law Government and Justice,Residential District 29,,6,s,
62006,9,09X505,Bronx School for Law Government and Justice,Residential District 30,,s,s,
62007,9,09X505,Bronx School for Law Government and Justice,Residential District 31,,s,s,
62008,9,09X505,Bronx School for Law Government and Justice,Residential District 32,,s,s,
62009,9,09X505,Bronx School for Law Government and Justice,Residential District Unknown,,s,s,
63763,10,10X284,Bronx School of Law and Finance,Residential District 02,,s,s,
63764,10,10X284,Bronx School of Law and Finance,Residential District 03,,s,s,
63765,10,10X284,Bronx School of Law and Finance,Residential District 04,,7,s,
63766,10,10X284,Bronx School of Law and Finance,Residential District 05,,7,s,
63767,10,10X284,Bronx School of Law and Finance,Residential District 06,,36,s,
63768,10,10X284,Bronx School of Law and Finance,Residential District 07,,23,6,
63769,10,10X284,Bronx School of Law and Finance,Residential District 08,,31,s,
63770,10,10X284,Bronx School of Law and Finance,Residential District 09,,109,19,
63771,10,10X284,Bronx School of Law and Finance,Residential District 10,,273,65,
63772,10,10X284,Bronx School of Law and Finance,Residential District 11,,83,10,
63773,10,10X284,Bronx School of Law and Finance,Residential District 12,,28,s,
63774,10,10X284,Bronx School of Law and Finance,Residential District 21,,s,s,
63775,10,10X284,Bronx School of Law and Finance,Residential District 24,,s,s,
63776,10,10X284,Bronx School of Law and Finance,Residential District 25,,s,s,
63777,10,10X284,Bronx School of Law and Finance,Residential District 27,,s,s,
63778,10,10X284,Bronx School of Law and Finance,Residential District 29,,s,s,
63779,10,10X284,Bronx School of Law and Finance,Residential District 30,,s,s,
63780,10,10X284,Bronx School of Law and Finance,Residential District 31,,s,s,
63781,10,10X284,Bronx School of Law and Finance,Residential District Unknown,,s,s,
58512,8,08X269,Bronx Studio School for Writers and Artists,Residential District 01,,s,s,
58513,8,08X269,Bronx Studio School for Writers and Artists,Residential District 03,,s,s,
58514,8,08X269,Bronx Studio School for Writers and Artists,Residential District 04,,s,s,
58515,8,08X269,Bronx Studio School for Writers and Artists,Residential District 05,,9,s,
58516,8,08X269,Bronx Studio School for Writers and Artists,Residential District 06,,7,s,
58517,8,08X269,Bronx Studio School for Writers and Artists,Residential District 07,,70,8,
58518,8,08X269,Bronx Studio School for Writers and Artists,Residential District 08,,223,66,
58519,8,08X269,Bronx Studio School for Writers and Artists,Residential District 09,,67,s,
58520,8,08X269,Bronx Studio School for Writers and Artists,Residential District 10,,55,s,
58521,8,08X269,Bronx Studio School for Writers and Artists,Residential District 11,,47,s,
58522,8,08X269,Bronx Studio School for Writers and Artists,Residential District 12,,123,15,
58523,8,08X269,Bronx Studio School for Writers and Artists,Residential District 16,,s,s,
58524,8,08X269,Bronx Studio School for Writers and Artists,Residential District 17,,s,s,
58525,8,08X269,Bronx Studio School for Writers and Artists,Residential District 19,,s,s,
58526,8,08X269,Bronx Studio School for Writers and Artists,Residential District 23,,s,s,
58527,8,08X269,Bronx Studio School for Writers and Artists,Residential District 25,,s,s,
58528,8,08X269,Bronx Studio School for Writers and Artists,Residential District 27,,s,s,
58529,8,08X269,Bronx Studio School for Writers and Artists,Residential District 28,,s,s,
58530,8,08X269,Bronx Studio School for Writers and Artists,Residential District 31,,s,s,
58531,8,08X269,Bronx Studio School for Writers and Artists,Residential District Unknown,,s,s,
65784,10,10X546,Bronx Theatre High School,Residential District 04,,s,s,
65785,10,10X546,Bronx Theatre High School,Residential District 05,,s,s,
65786,10,10X546,Bronx Theatre High School,Residential District 06,,17,s,
65787,10,10X546,Bronx Theatre High School,Residential District 07,,27,s,
65788,10,10X546,Bronx Theatre High School,Residential District 08,,64,6,
65789,10,10X546,Bronx Theatre High School,Residential District 09,,86,18,
65790,10,10X546,Bronx Theatre High School,Residential District 10,,186,51,
65791,10,10X546,Bronx Theatre High School,Residential District 11,,69,15,
65792,10,10X546,Bronx Theatre High School,Residential District 12,,35,8,
65793,10,10X546,Bronx Theatre High School,Residential District 17,,s,s,
65794,10,10X546,Bronx Theatre High School,Residential District 19,,s,s,
65795,10,10X546,Bronx Theatre High School,Residential District 28,,s,s,
65796,10,10X546,Bronx Theatre High School,Residential District 29,,s,s,
65797,10,10X546,Bronx Theatre High School,Residential District 32,,s,s,
65798,10,10X546,Bronx Theatre High School,Residential District Unknown,,s,s,
68042,11,11X508,Bronxdale High School,Residential District 01,,s,s,
68043,11,11X508,Bronxdale High School,Residential District 02,,s,s,
68044,11,11X508,Bronxdale High School,Residential District 03,,s,s,
68045,11,11X508,Bronxdale High School,Residential District 04,,s,s,
68046,11,11X508,Bronxdale High School,Residential District 05,,6,s,
68047,11,11X508,Bronxdale High School,Residential District 06,,10,s,
68048,11,11X508,Bronxdale High School,Residential District 07,,52,s,
68049,11,11X508,Bronxdale High School,Residential District 08,,227,17,
68050,11,11X508,Bronxdale High School,Residential District 09,,230,17,
68051,11,11X508,Bronxdale High School,Residential District 10,,466,20,
68052,11,11X508,Bronxdale High School,Residential District 11,,1101,69,
68053,11,11X508,Bronxdale High School,Residential District 12,,173,8,
68054,11,11X508,Bronxdale High School,Residential District 14,,s,s,
68055,11,11X508,Bronxdale High School,Residential District 17,,s,s,
68056,11,11X508,Bronxdale High School,Residential District 19,,s,s,
68057,11,11X508,Bronxdale High School,Residential District 22,,s,s,
68058,11,11X508,Bronxdale High School,Residential District 23,,s,s,
68059,11,11X508,Bronxdale High School,Residential District 29,,s,s,
68060,11,11X508,Bronxdale High School,Residential District Unknown,,s,s,
71677,13,13K553,Brooklyn Academy High School,Residential District 08,,s,s,
71678,13,13K553,Brooklyn Academy High School,Residential District 09,,s,s,
71679,13,13K553,Brooklyn Academy High School,Residential District 10,,s,s,
71680,13,13K553,Brooklyn Academy High School,Residential District 11,,s,s,
71681,13,13K553,Brooklyn Academy High School,Residential District 12,,s,s,
71682,13,13K553,Brooklyn Academy High School,Residential District 13,,39,s,
71683,13,13K553,Brooklyn Academy High School,Residential District 14,,22,s,
71684,13,13K553,Brooklyn Academy High School,Residential District 15,,17,s,
71685,13,13K553,Brooklyn Academy High School,Residential District 16,,34,s,
71686,13,13K553,Brooklyn Academy High School,Residential District 17,,52,s,
71687,13,13K553,Brooklyn Academy High School,Residential District 18,,37,s,
71688,13,13K553,Brooklyn Academy High School,Residential District 19,,40,s,
71689,13,13K553,Brooklyn Academy High School,Residential District 20,,19,s,
71690,13,13K553,Brooklyn Academy High School,Residential District 21,,7,s,
71691,13,13K553,Brooklyn Academy High School,Residential District 22,,42,s,
71692,13,13K553,Brooklyn Academy High School,Residential District 23,,23,s,
71693,13,13K553,Brooklyn Academy High School,Residential District 24,,16,s,
